Dates,HDFCAMC.NS Y,HDFCLIFE.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of HDFCLIFE.NS X,Effective Margin of HDFCAMC.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of HDFCAMC.NS X,Effective Investment of HDFCAMC.NS Y,Multiplier X,Multiplier Y
2023-01-10,2143.050048828125,600.2000122070312,-0.8749785544283439,-162.3282452535559,2305.378294081681,,,,,,,,,,,,,,,,
2023-01-11,2143.449951171875,599.8499755859375,-0.85904700139713,-159.28327641294345,2302.7332275848185,,,,,,,,,,,,,,,,
2023-01-12,2150.75,598.4000244140625,-0.771575525077997,-142.8281771978668,2293.578177197867,,,,,,,,,,,,,,,,
2023-01-13,2152.64990234375,604.5,-0.953571173989404,-175.9211285622564,2328.5710309060064,,,,,,,,,,,,,,,,
2023-01-16,2111.949951171875,604.2000122070312,-1.161867637622109,-213.9582985520433,2325.9082497239183,,,,,,,,,,,,,,,,
2023-01-17,2095.949951171875,609.4500122070312,-1.411853071783633,-259.6610879223954,2355.6110390942704,,,,,,,,,,,,,,,,
2023-01-18,2070.14990234375,601.0499877929688,-1.281650664826644,-235.3313070002323,2305.4812093439823,,,,,,,,,,,,,,,,
2023-01-19,2061.800048828125,605.25,-1.4563181051789802,-267.235226427355,2329.03527525548,,,,,,,,,,,,,,,,
2023-01-20,2022.1500244140625,590.5499877929688,-1.2005707513313724,-220.2909157954364,2242.440940209499,,,,,,,,,,,,,,,,
2023-01-23,2000.800048828125,589.2000122070312,-1.270243277247147,-232.84720851551992,2233.647257343645,,,,,,,,,,,,,,,,
2023-01-24,1963.699951171875,589.5499877929688,-1.4770624833686206,-271.0729196330967,2234.772870804972,,,,,,,,,,,,,,,,
2023-01-25,1934.050048828125,585.0499877929688,-1.4884622723507064,-273.5982840210122,2207.648332849137,,,,,,,,,,,,,,,,
2023-01-27,1915.5,587.7000122070312,-1.6650744247282458,-306.54301970214146,2222.043019702141,,,,,,,,,,,,,,,,
2023-01-30,1872.6500244140625,587.9500122070312,-1.8940155559204992,-349.7952273474148,2222.4452517614773,,,,,,,,,,,,,,,,
2023-01-31,1890.3499755859373,578.8499755859375,-1.5031075622702768,-278.1353282096061,2168.485303795544,,,,,,,,,,,,,,,,
2023-02-01,1861.0999755859373,515.7000122070312,0.3295108506524648,60.77546862929648,1800.324506956641,,,,,,,,,,,,,,,,
2023-02-02,1847.949951171875,492.7000122070313,0.9760144656837676,179.74763542734036,1668.2023157445346,,,,,,,,,,,,,,,,
2023-02-03,1856.0999755859373,488.8999938964844,1.1289052848352377,207.7113818928317,1648.3885936931058,,,,,,,,,,,,,,,,
2023-02-06,1911.8499755859373,482.0499877929688,1.6277224323245674,299.8318679219417,1612.0181076639958,,,,,,,,,,,,,,,,
2023-02-07,1905.0,482.9500122070313,1.5448228490296427,284.4763092143728,1620.5236907856272,,,,,,,,,,,,,,,,
2023-02-08,1911.0,508.5499877929688,0.7699872726570497,142.01476900755688,1768.9852309924431,,,,,,,,,,,,,,,,
2023-02-09,1917.800048828125,518.6500244140625,0.4888143560411712,90.21826770052483,1827.5817811276,,,,,,,,,,,,,,,,
