Dates,ICICIGI.NS Y,HDFCLIFE.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of HDFCLIFE.NS X,Effective Margin of ICICIGI.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of ICICIGI.NS X,Effective Investment of ICICIGI.NS Y,Multiplier X,Multiplier Y
2023-01-03,1267.5999755859375,595.5999755859375,-0.6425919806039417,-37.86530842020602,1305.4652840061435,,0.0108013547271949,,,,,,,,,,,,,,,
2023-01-04,1249.1500244140625,598.5999755859375,-1.0459701991062973,-61.6384640945987,1310.7884885086612,,0.0003290070595375,,,,,,,,,,,,,,,
2023-01-05,1277.0,609.4500122070312,-0.9095759256560708,-53.55340197067858,1330.5534019706786,,0.0003517623583123,,,,,,,,,,,,,,,
2023-01-06,1271.699951171875,611.6500244140625,-1.0644834298161698,-62.66653784837536,1334.3664890202504,,0.0003383348305669,,,,,,,,,,,,,,,
2023-01-09,1260.699951171875,608.4500122070312,-1.1477007780487654,-67.53628489824428,1328.2362360701193,,0.0003923689261939,,,,,,,,,,,,,,,
2023-01-10,1241.699951171875,600.2000122070312,-1.2092635048096478,-71.16426974062824,1312.8642209125032,,0.0005332914284979,,,,,,,,,,,,,,,
2023-01-11,1241.949951171875,599.8499755859375,-1.1894816637886765,-70.07331252437257,1312.0232636962476,,0.0005580883755843,,,,,,,,,,,,,,,
2023-01-12,1238.449951171875,598.4000244140625,-1.1990225426789831,-70.719849174699,1309.169800346574,,0.0005280216294047,,,,,,,,,,,,,,,
2023-01-13,1255.1500244140625,604.5,-1.1012481237296716,-64.99576258576599,1320.1457869998285,,0.0005072210611959,,,,,,,,,,,,,,,
2023-01-16,1249.5,604.2000122070312,-1.1830818382336643,-69.87989393461658,1319.3798939346166,,0.0005627467056537,,,,,,,,,,,,,,,
2023-01-17,1249.300048828125,609.4500122070312,-1.3433989017721817,-79.46127239570524,1328.7613212238302,,0.000701216836154,,,,,,,,,,,,,,,
2023-01-18,1200.1500244140625,601.0499877929688,-1.9029648141789195,-112.95538105367224,1313.1054054677347,,0.0011176925423529,,,,,,,,,,,,,,,
2023-01-19,1169.5999755859375,605.25,-2.52519786558543,-150.87167367875531,1320.4716492646928,,0.0020667209637061,,,,,,,,,,,,,,,
2023-01-20,1153.5,590.5499877929688,-2.32661863354108,-139.71080056684582,1293.2108005668458,,0.0018162046792345,,,,,,,,,,,,,,,
2023-01-23,1160.0,589.2000122070312,-2.1624799230516967,-130.43359238787002,1290.43359238787,,0.0017301874378316,,,,,,,,,,,,,,,
2023-01-24,1143.5999755859375,589.5499877929688,-2.4249161627176736,-147.12624257876178,1290.7262181646993,,0.0018419758252104,,,,,,,,,,,,,,,
2023-01-25,1136.949951171875,585.0499877929688,-2.38397494512092,-145.19100160282255,1282.1409527746976,,0.002117686303978,,,,,,,,,,,,,,,
2023-01-27,1131.699951171875,587.7000122070312,-2.5321828139469487,-155.02136988206848,1286.7213210539437,,0.0012732354966259,,,,,,,,,,,,,,,
2023-01-30,1133.5999755859375,587.9500122070312,-2.5019473512804744,-153.35450576308267,1286.9544813490202,,0.0014869191168963,,,,,,,,,,,,,,,
2023-01-31,1129.75,578.8499755859375,-2.282403817067857,-140.00010575736678,1269.7501057573668,,0.0026053382001064,,,,,,,,,,,,,,,
2023-02-01,1125.3499755859375,515.7000122070312,-0.4356403968399603,-26.635711448741176,1151.985687034679,,0.0007016194793679,,,,,,,,,,,,,,,
2023-02-02,1130.3499755859375,492.7000122070313,0.3457130481697761,21.107736128501983,1109.2422394574355,0.0,0.0007596569962002,,,,,,,,,,,,,,,
2023-02-03,1133.449951171875,488.8999938964844,0.5074307736521607,30.98341047396116,1102.4665406979138,,0.0007947078194351,,,,,,,,,,,,,,,
2023-02-06,1134.199951171875,482.0499877929688,0.7209803987457314,44.030275209931006,1090.169675961944,,0.0008536004686809,,,,,,,,,,,,,,,
2023-02-07,1119.6500244140625,482.9500122070313,0.4505091767127419,27.52064374058682,1092.1293806734757,,0.0007936685976277,,,,,,,,,,,,,,,
2023-02-08,1131.050048828125,508.5499877929688,-0.1403866466559282,-8.587540185280659,1139.6375890134057,,0.0007244134976683,,,,,,,,,,,,,,,
2023-02-09,1135.25,518.6500244140625,-0.3749469368155019,-22.94419644547952,1158.1941964454795,,0.000748454920921,,,,,,,,,,,,,,,
2023-02-10,1152.4000244140625,522.5499877929688,-0.2112689682062596,-12.929063924091452,1165.329088338154,,0.0007313952935002,,,,,,,,,,,,,,,
2023-02-13,1143.1500244140625,514.5,-0.116211229522753,-7.108790766754737,1150.2588151808172,,0.0007624743989218,,,,,,,,,,,,,,,
2023-02-14,1141.6500244140625,512.0499877929688,-0.0659236789783749,-4.032184505987743,1145.6822089200502,,0.0007518186411129,,,,,,,,,,,,,,,
2023-02-15,1135.199951171875,519.0999755859375,-0.3838261096391147,-23.48546091293952,1158.6854120848143,,0.0007945518426468,,,,,,,,,,,,,,,
2023-02-16,1118.4000244140625,514.5999755859375,-0.5178987455978112,-31.692231272716757,1150.0922556867793,,0.000797551202762,,,,,,,,,,,,,,,
2023-02-17,1117.4000244140625,504.25,-0.2166016545479216,-13.2477040517158,1130.6477284657783,,0.0007459423859827,,,,,,,,,,,,,,,
2023-02-20,1113.75,507.9500122070313,-0.3856182106589554,-23.59002073736815,1137.340020737368,,0.0007752238893601,,,,,,,,,,,,,,,
2023-02-21,1100.1500244140625,501.0499877929688,-0.3941032978494323,-24.104895025010137,1124.2549194390726,,0.0007794314570765,,,,,,,,,,,,,,,
2023-02-22,1098.449951171875,494.4500122070313,-0.2182248509395393,-13.344064954275154,1111.7940161261502,,0.0006944758557276,,,,,,,,,,,,,,,
2023-02-23,1094.0999755859375,486.8500061035156,-0.0541153103736434,-3.306074038185216,1097.4060496241227,,0.0005374778359494,,,,,,,,,,,,,,,
2023-02-24,1089.0999755859375,482.8500061035156,-0.0080375886401611,-0.4901698063033564,1089.5901453922409,,0.000541148421905,,,,,,,,,,,,,,,
2023-02-27,1097.4000244140625,488.7000122070313,-0.0488193414369717,-2.9740604223786704,1100.3740848364412,,0.0004832826626007,,,,,,,,,,,,,,,
2023-02-28,1101.8499755859375,488.7999877929688,0.0242268449063313,1.473382043742049,1100.3765935421957,,0.0003410980382036,,,,,,,,,,,,,,,
2023-03-01,1100.449951171875,489.75,-0.0224799816407534,-1.3630875765927613,1101.8130387484678,,0.0006193479494077,,,,,,,,,,,,,,,
2023-03-02,1086.8499755859375,482.7999877929688,-0.0271025205965251,-1.641572488620568,1088.491548074558,,0.0005490344239957,,,,,,,,,,,,,,,
2023-03-03,1079.0999755859375,489.9500122070313,-0.3716435682634565,-22.49514344158615,1101.5951190275237,,0.0006859752363762,,,,,,,,,,,,,,,
2023-03-06,1092.550048828125,490.1499938964844,-0.1527073454912655,-9.240464011414817,1101.7905128395398,,0.0005673572382846,,,,,,,,,,,,,,,
2023-03-08,1093.4000244140625,495.2000122070313,-0.2915824458204332,-17.63194941762049,1111.031973831683,,0.0003471072429614,,,,,,,,,,,,,,,
2023-03-09,1084.050048828125,491.25,-0.3136308916201604,-18.90317219275857,1102.9532210208836,,0.0004222985035846,,,,,,,,,,,,,,,
2023-03-10,1075.1500244140625,490.25,-0.4218104087189023,-25.371464717753497,1100.521489131816,,0.0006218598891136,,,,,,,,,,,,,,,
2023-03-13,1081.0999755859375,478.9500122070313,0.0379568256009234,2.2802397755363017,1078.8197358104012,,0.0005949862050086,,,,,,,,,,,,,,,
2023-03-14,1072.0,470.5499877929688,0.1544602205880493,9.270504534685188,1062.7294954653148,,0.000685714922206,,,,,,,,,,,,,,,
2023-03-15,1060.6500244140625,466.7000122070313,0.087815701070456,5.269445844393886,1055.3805785696686,,0.0006901573129891,,,,,,,,,,,,,,,
2023-03-16,1061.300048828125,461.3999938964844,0.2649874666336417,15.897717723922824,1045.4023311042022,,0.0006781872077289,,,,,,,,,,,,,,,
2023-03-17,1071.0999755859375,471.25,0.1142450480455732,6.8568675050119055,1064.2431080809256,,0.0006205767098976,,,,,,,,,,,,,,,
2023-03-20,1079.0999755859375,465.25,0.436114159653293,26.1594381428456,1052.940537443092,,0.0006860258524098,,,,,,,,,,,,,,,
2023-03-21,1083.1500244140625,482.75,-0.0527848392137203,-3.1684710396889386,1086.3184954537514,,0.0006240625458741,,,,,,,,,,,,,,,
2023-03-22,1081.699951171875,497.4500122070313,-0.5405205613170506,-32.46802518539994,1114.167976357275,,0.0005728820578686,,,,,,,,,,,,,,,
2023-03-23,1083.9000244140625,498.5499877929688,-0.5349398740794346,-32.11802685323801,1116.0180512673005,,0.0005752548691871,,,,,,,,,,,,,,,
2023-03-24,1076.4000244140625,492.25,-0.4553755062070218,-27.32034250461129,1103.7203669186738,,0.000564482051914,,,,,,,,,,,,,,,
2023-03-27,1074.25,492.9500122070313,-0.5096284890639999,-30.56513089167379,1104.8151308916738,,0.000569178415829,,,,,,,,,,,,,,,
2023-03-28,1065.3499755859375,489.7000122070313,-0.5489831585637557,-32.9118883159847,1098.2618639019222,,0.0005046199490492,,,,,,,,,,,,,,,
2023-03-29,1073.199951171875,495.9500122070313,-0.6131176369828372,-36.74108373282775,1109.9410349047027,,0.0005609440831358,,,,,,,,,,,,,,,
2023-03-31,1069.5,499.2000122070313,-0.7733495527313078,-46.34754998726385,1115.8475499872638,,0.0005401962451756,,,,,,,,,,,,,,,
2023-04-03,1079.699951171875,503.7000122070313,-0.7430629634867932,-44.52302984612402,1124.222981017999,,0.0004681699082955,,,,,,,,,,,,,,,
2023-04-05,1093.050048828125,507.75,-0.646399268560684,-38.698036473381535,1131.7480853015063,,0.0005143556698726,,,,,,,,,,,,,,,
2023-04-06,1088.6500244140625,514.6500244140625,-0.9371961193576752,-56.124129406824295,1144.7741538208868,,0.0004619268554735,,,,,,,,,,,,,,,
2023-04-10,1098.8499755859375,513.7000122070312,-0.7315353991154133,-43.75734004268816,1142.6073156286257,,0.0004152580213275,,,,,,,,,,,,,,,
2023-04-11,1085.75,513.5499877929688,-0.940208553011746,-56.19893389534855,1141.9489338953483,,0.0002153012349702,,,,,,,,,,,,,,,
2023-04-12,1090.8499755859375,517.0499877929688,-0.9665869827538291,-57.56084175489309,1148.4108173408306,,0.0001191879605699,,,,,,,,,,,,,,,
2023-04-13,1087.8499755859375,531.8499755859375,-1.5016622096129186,-89.05746125997439,1176.907436845912,,0.0003603600844059,,,,,,,,,,,,,,,
2023-04-17,1104.0999755859375,533.4000244140625,-1.2757042526716007,-75.52163526490472,1179.6216108508422,,0.0005011779710552,,,,,,,,,,,,,,,
2023-04-18,1130.75,532.2999877929688,-0.7861967961109118,-46.5003966762672,1177.2503966762672,,0.0003421533214494,,,,,,,,,,,,,,,
2023-04-19,1076.199951171875,524.7999877929688,-1.4520269112624458,-85.88709371355867,1162.0870448854337,,0.0004513651487441,,,,,,,,,,,,,,,
2023-04-20,1076.25,530.25,-1.6251390449829668,-96.21947297263682,1172.4694729726368,,0.0004650220535895,,,,,,,,,,,,,,,
2023-04-21,1059.5999755859375,513.2999877929688,-1.332242282051572,-78.80521986500617,1138.4051954509437,,0.0003050271151586,,,,,,,,,,,,,,,
2023-04-24,1069.4000244140625,547.5499877929688,-2.303659662805277,-136.72367782236006,1206.1237022364226,,0.000959196322241,,,,,,,,,,,,,,,
2023-04-25,1073.75,529.75,-1.623259808438687,-96.43246015661909,1170.182460156619,,0.0006838260610795,,,,,,,,,,,,,,,
2023-04-26,1070.800048828125,531.5999755859375,-1.7236105894240132,-102.68519633516485,1173.4852451632898,,0.0007546976881334,,,,,,,,,,,,,,,
2023-04-27,1066.0999755859375,517.8499755859375,-1.3322926153430148,-79.46263036543405,1145.5626059513716,,0.0005443245877485,,,,,,,,,,,,,,,
2023-04-28,1079.1500244140625,529.75,-1.504772893598994,-89.94217790159769,1169.0922023156602,,0.0006676591505137,,,,,,,,,,,,,,,
2023-05-02,1087.050048828125,544.5,-1.856227913768252,-111.35458564388364,1198.4046344720086,,0.0009199355929959,,,,,,,,,,,,,,,
2023-05-03,1088.449951171875,538.7000122070312,-1.6286880749502697,-97.94562944772316,1186.395580619598,,0.0008195124678321,,,,,,,,,,,,,,,
2023-05-04,1089.800048828125,546.5,-1.855159158342001,-111.9748351156552,1201.7748839437802,,0.0010183780350333,,,,,,,,,,,,,,,
2023-05-05,1072.1500244140625,539.7000122070312,-1.9069787165025969,-115.51024521351816,1187.6602696275806,,0.0011266809635723,,,,,,,,,,,,,,,
2023-05-08,1082.9000244140625,549.5499877929688,-2.0429872140824643,-124.30065221628502,1207.2006766303475,,0.0013459310550917,,,,,,,,,,,,,,,
2023-05-09,1098.550048828125,552.0499877929688,-1.8570457650940733,-113.38835006239174,1211.9383988905167,,0.0011973845797893,,,,,,,,,,,,,,,
2023-05-10,1108.050048828125,562.6500244140625,-2.0389772927158223,-125.0221454659286,1233.0721942940536,,0.0014605390448259,,,,,,,,,,,,,,,
2023-05-11,1110.0999755859375,567.4000244140625,-2.147127141424864,-132.24488928203755,1242.344864867975,,0.0017163020862835,,,,,,,,,,,,,,,
