Dates,BAJFINANCE.NS Y,BAJAJFINSV.NS X,Standard Residual,Residual,Y Predicted,Signal,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
10-02-2023,6435.5,1401.75,0.26177714,61.5449265,6373.955073,,,,,,,,,,,,,,,,,,,,,,,,
13-02-2023,6345.5,1388.550049,0.045637047,10.71267426,6334.787326,,,,,,,,,,,,,,,,,,,,,,,,
14-02-2023,6458.700195,1398.599976,0.408850613,95.67978821,6363.020407,,,,,,,,,,,,,,,,,,,,,,,,
15-02-2023,6489.950195,1420.800049,0.271173469,63.25533379,6426.694862,,,,,,,,,,,,,,,,,,,,,,,,
16-02-2023,6437.299805,1428.199951,-0.04220966,-9.808472578,6447.108277,,,,,,,,,,,,,,,,,,,,,,,,
17-02-2023,6416.700195,1414.050049,0.050782154,11.77892709,6404.921268,,,,,,,,,,,,,,,,,,,,,,,,
20-02-2023,6367.399902,1404.599976,-0.039584605,-9.172168346,6376.572071,,,,,,,,,,,,,,,,,,,,,,,,
21-02-2023,6379.25,1394.300049,0.14407023,33.36064465,6345.889355,,,,,,,,,,,,,,,,,,,,,,,,
22-02-2023,6198.649902,1360.949951,-0.210159554,-48.62766349,6247.277566,,,,,,,,,,,,,,,,,,,,,,,,
23-02-2023,6202.350098,1346.949951,-0.011419482,-2.637107692,6204.987205,,,,,,,,,,,,,,,,,,,,,,,,
24-02-2023,6236.25,1359.0,-0.013882971,-3.201758779,6239.451759,,,,,,,,,,,,,,,,,,,,,,,,
27-02-2023,6194.5,1357.400024,-0.171091542,-39.43265532,6233.932655,,,,,,,,,,,,,,,,,,,,,,,,
28-02-2023,6112.100098,1334.900024,-0.237668915,-54.75071752,6166.850815,,,,,,,,,,,,,,,,,,,,,,,,
01-03-2023,6154.850098,1343.900024,-0.163960123,-37.75119879,6192.601296,,,,,,,,,,,,,,,,,,,,,,,,
02-03-2023,6083.0,1343.550049,-0.466648977,-107.3395439,6190.339544,,,,,,,,,,,,,,,,,,,,,,,,
03-03-2023,6100.049805,1355.349976,-0.538924825,-123.8287322,6223.878537,,,,,,,,,,,,,,,,,,,,,,,,
06-03-2023,6134.850098,1380.800049,-0.710092914,-162.9980651,6297.848163,,,,,,,,,,,,,,,,,,,,,,,,
08-03-2023,5996.850098,1380.800049,-1.303921594,-299.5920668,6296.442164,,,,,,,,,,,,,,,,,,,,,,,,
09-03-2023,5901.299805,1352.550049,-1.346198169,-309.4416666,6210.741471,,,,,,,,,,,,,,,,,,,,,,,,
10-03-2023,5874.149902,1328.849976,-1.148996904,-263.6769424,6137.826845,,,,,,,,,,,,,,,,,,,,,,,,
13-03-2023,5833.549805,1295.699951,-0.885785322,-202.7006973,6036.250502,,,,,,,,,,,,,,,,,,,,,,,,
14-03-2023,5731.549805,1280.550049,-1.122693994,-256.4917808,5988.041585,,,,,,,,,,,,,,,,,,,,,,,,
15-03-2023,5718.75,1282.599976,-1.193988049,-272.2095334,5990.959533,,,,,,,,,,,,,,,,,,,,,,,,
16-03-2023,5715.100098,1293.599976,-1.343192007,-306.0170256,6021.117123,,,,,,,,,,,,,,,,,,,,,,,,
