Dates,AXISBANK.NS Y,RBLBANK.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of RBLBANK.NS X,Effective Margin of AXISBANK.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of AXISBANK.NS X,Effective Investment of AXISBANK.NS Y,Multiplier X,Multiplier Y
2023-10-04,995.5499877929688,249.3000030517578,0.0503426739299551,4.115364329804152,991.4346234631646,,0.3450440460476366,,,,,,,,,,,,,,,
2023-10-05,1003.25,242.3000030517578,0.2870814508797135,23.45288488224992,979.79711511775,,0.3711526718266947,,,,,,,,,,,,,,,
2023-10-06,1000.9500122070312,247.5,0.1350498385109939,11.01278319133985,989.9372290156914,,0.3536148172734359,,,,,,,,,,,,,,,
2023-10-09,996.25,243.8500061035156,0.1491254879984731,12.149158146311493,984.1008418536884,,0.3733517041700848,,,,,,,,,,,,,,,
2023-10-10,1012.25,248.5500030517578,0.2311133711503331,18.798861496196764,993.4511385038032,,0.3720506751327376,,,,,,,,,,,,,,,
2023-10-11,1019.0999755859376,245.8999938964844,0.3629521698939782,29.502223963588904,989.5977516223486,,0.3796630109531821,,,,,,,,,,,,,,,
2023-10-12,1018.4500122070312,246.6999969482422,0.3267840525653363,26.534349979437025,991.9156622275942,,0.3857626134664274,,,,,,,,,,,,,,,
2023-10-13,994.0499877929688,246.3500061035156,0.0280456510374544,2.27519661488941,991.7747911780792,,0.3510690182146121,,,,,,,,,,,,,,,
2023-10-16,1004.7999877929688,243.6999969482422,0.2109742596478807,17.098988817010877,987.700998975958,,0.3536767575876635,,,,,,,,,,,,,,,
2023-10-17,1008.0499877929688,245.6999969482422,0.1954205129915927,15.81571800691961,992.2342697860493,,0.3895976573430034,,,,,,,,,,,,,,,
2023-10-18,992.8499755859376,241.5500030517578,0.0953029900931941,7.710543888587836,985.1394316973496,,0.3618846396650969,,,,,,,,,,,,,,,
2023-10-19,991.4000244140624,245.6499938964844,-0.0252122141645162,-2.0366578192531506,993.4366822333157,0.0,0.253800053600581,,,,,,,,,,,,,,,
2023-10-20,980.3499755859376,244.3999938964844,-0.1447205085940665,-11.65911299583638,992.009088581774,,0.209758209075563,,,,,,,,,,,,,,,
2023-10-23,964.2999877929688,230.5,-0.0319832901879672,-2.570803309101507,966.8707911020704,,0.2627297037160849,,,,,,,,,,,,,,,
2023-10-25,955.4500122070312,225.4499969482422,-0.0303926952122709,-2.437471585445678,957.8874837924768,,0.2642470458344965,,,,,,,,,,,,,,,
2023-10-26,972.0499877929688,216.3500061035156,0.3820989338064829,30.58914331521009,941.4608444777588,,0.1710601876219409,,,,,,,,,,,,,,,
2023-10-27,1002.75,226.1999969482422,0.5182755000540153,41.28621097185089,961.4637890281492,,0.1743127699658423,,,,,,,,,,,,,,,
2023-10-30,989.2000122070312,222.9499969482422,0.4125296995144326,32.729931553966026,956.4700806530652,,0.1669515380335252,,,,,,,,,,,,,,,
2023-10-31,981.8499755859376,220.4499969482422,0.3674853787613071,29.035170910041074,952.8148046758964,,0.1517731550763777,,,,,,,,,,,,,,,
2023-11-01,971.7999877929688,218.1999969482422,0.2826828613428669,22.234546492441723,949.565441300527,,0.0789910242506953,,,,,,,,,,,,,,,
2023-11-02,982.9500122070312,221.9499969482422,0.3145881215534239,24.571608905361018,958.3784033016702,,0.0849087310304083,,,,,,,,,,,,,,,
2023-11-03,988.8499755859376,228.75,0.2016388976136991,15.638527742914675,973.2114478430228,,0.0732116117537087,,,,,,,,,,,,,,,
2023-11-06,1009.4000244140624,230.4499969482422,0.4050455879029718,31.19898252322139,978.2010418908412,,0.0682626201918308,,,,,,,,,,,,,,,
2023-11-07,1020.9000244140624,232.6499938964844,0.478517347404275,36.59652025121625,984.3035041628464,,0.0723768841566697,,,,,,,,,,,,,,,
2023-11-08,1021.7000122070312,240.1499938964844,0.273666263986752,20.77122085003384,1000.9287913569974,,0.0462812531439353,,,,,,,,,,,,,,,
2023-11-09,1021.9000244140624,239.6000061035156,0.2701873825204093,20.344474031958725,1001.5555503821038,,0.0319211182299236,,,,,,,,,,,,,,,
2023-11-10,1029.199951171875,239.8500061035156,0.3394050304447308,25.32826552039046,1003.8716856514844,,0.0312314177597855,,,,,,,,,,,,,,,
2023-11-13,1025.3499755859375,245.8000030517578,0.104169957260395,7.698963162282098,1017.6510124236554,,0.0272070355922074,,,,,,,,,,,,,,,
2023-11-15,1041.3499755859375,252.6000061035156,0.1126821303160155,8.245484313344377,1033.1044912725931,,0.0192710143717196,,,,,,,,,,,,,,,
2023-11-16,1026.3499755859375,254.5500030517578,-0.167288204391055,-12.11564685326084,1038.4656224391983,,0.0125562387238522,,,,,,,,,,,,,,,
2023-11-17,994.3499755859376,234.8000030517578,-0.0617788948534401,-4.4328421487168725,998.7828177346544,,0.0082335978603508,,,,,,,,,,,,,,,
2023-11-20,988.7000122070312,229.1000061035156,0.0063496429191663,0.4502988007207023,988.2497134063104,,0.0114235861544698,,,,,,,,,,,,,,,
2023-11-21,991.7999877929688,236.1499938964844,-0.1745600004449823,-12.233313105047957,1004.0333008980168,,0.009202990043407,,,,,,,,,,,,,,,
2023-11-22,998.0999755859376,234.1000061035156,-0.037248190987483,-2.5801469893747253,1000.6801225753122,,0.0085712917139645,,,,,,,,,,,,,,,
2023-11-23,999.0499877929688,238.8500061035156,-0.1838320010465308,-12.578365744415803,1011.6283535373846,,0.0088129467621754,,,,,,,,,,,,,,,
2023-11-24,1008.5,234.5,0.0723713440390368,4.8954713590427446,1003.6045286409573,,0.0062056556451214,,,,,,,,,,,,,,,
2023-11-28,1021.1500244140624,237.75,0.1399182941782716,9.34362445231386,1011.8063999617486,,0.0041622539567613,,,,,,,,,,,,,,,
2023-11-29,1060.1500244140625,237.6999969482422,0.709972030293932,46.797553971265415,1013.3524704427972,,0.0040266099610869,,,,,,,,,,,,,,,
2023-11-30,1074.25,234.6000061035156,1.0122512124550227,65.84868228734604,1008.401317712654,,0.0027002023094633,,,,,,,,,,,,,,,
2023-12-01,1104.6500244140625,233.1000061035156,1.5158681340802267,97.5743653156926,1007.07565909837,,0.0024514159440612,,,,,,,,,,,,,,,
2023-12-04,1125.5999755859375,242.4499969482422,1.5076645607121606,95.89387556959468,1029.7061000163428,,0.0047834335531362,,,,,,,,,,,,,,,
2023-12-05,1132.449951171875,246.6000061035156,1.453434555059487,91.26200701321136,1041.1879441586636,,0.0060554174455638,,,,,,,,,,,,,,,
2023-12-06,1120.5,253.0,1.0172734584897023,62.90172826288608,1057.598271737114,,0.0042273997491797,,,,,,,,,,,,,,,
2023-12-07,1117.8499755859375,256.1499938964844,0.8399727775689559,51.24713671625136,1066.602838869686,,0.0034426313014561,,,,,,,,,,,,,,,
2023-12-08,1131.199951171875,267.70001220703125,0.6113811003866187,36.80190319423809,1094.398047977637,,0.0020460663116514,,,,,,,,,,,,,,,
2023-12-11,1116.5,276.70001220703125,0.0087827686599579,0.5218441263261866,1115.9781558736738,,0.0023180541428076,,,,,,,,,,,,,,,
2023-12-12,1131.0,273.79998779296875,0.3437736309578909,20.19477859176004,1110.80522140824,,0.0012024316316432,,,,,,,,,,,,,,,
2023-12-13,1114.8499755859375,278.5,-0.1288663781366081,-7.47174154267509,1122.3217171286126,,0.0004826066873447,,,,,,,,,,,,,,,
2023-12-14,1120.449951171875,282.1000061035156,-0.1835234065475445,-10.51613201843611,1130.966083190311,,0.0004730549352026,,,,,,,,,,,,,,,
2023-12-15,1120.3499755859375,292.45001220703125,-0.6064093452098379,-34.26274671827059,1154.612722304208,,0.0004027855912749,,,,,,,,,,,,,,,
2023-12-18,1111.3499755859375,287.3500061035156,-0.57383954424852,-31.968728495224696,1143.3187040811622,,0.0099346111226427,,,,,,,,,,,,,,,
2023-12-19,1120.25,286.25,-0.3848793830890387,-21.125684547688707,1141.3756845476887,,0.0055587362543114,,,,,,,,,,,,,,,
2023-12-20,1110.25,267.8999938964844,0.1814754561102596,9.825601741328228,1100.4243982586718,,0.0030657826837033,,,,,,,,,,,,,,,
2023-12-21,1095.4000244140625,275.5,-0.4106907631164034,-22.077350844156623,1117.4773752582191,,0.0081905336480649,,,,,,,,,,,,,,,
2023-12-22,1088.300048828125,272.45001220703125,-0.4128074510203232,-22.03706744809824,1110.3371162762232,,0.0121346948473071,,,,,,,,,,,,,,,
2023-12-26,1094.25,260.54998779296875,0.2027072804817384,10.749418935391075,1083.500581064609,,0.0121739900124654,,,,,,,,,,,,,,,
2023-12-27,1106.3499755859375,262.75,0.3359012301934411,17.720353773378974,1088.6296218125583,,0.0162060340806599,,,,,,,,,,,,,,,
2023-12-28,1107.8499755859375,268.8999938964844,0.1008327406478599,5.296644505186578,1102.553331080751,,0.0199066854020194,,,,,,,,,,,,,,,
2023-12-29,1102.300048828125,279.29998779296875,-0.448186846916409,-23.444296298110658,1125.7443451262357,,0.0176706553482637,,,,,,,,,,,,,,,
2024-01-01,1097.699951171875,284.6000061035156,-0.7543749300759048,-39.37201793837062,1137.0719691102456,,0.0183020319238135,,,,,,,,,,,,,,,
2024-01-02,1093.25,280.8999938964844,-0.6697828243014702,-34.93082031286394,1128.180820312864,,0.0174002619006234,,,,,,,,,,,,,,,
2024-01-03,1098.5999755859375,284.8999938964844,-0.7299324714759077,-38.00401931738361,1136.603994903321,,0.0163483005456181,,,,,,,,,,,,,,,
2024-01-04,1123.4000244140625,286.20001220703125,-0.3049529568337026,-15.85006655817574,1139.2500909722382,,0.0115599421043486,,,,,,,,,,,,,,,
2024-01-05,1136.949951171875,287.5,-0.0990231888977597,-5.13712058061742,1142.0870717524924,,0.0103447125534597,,,,,,,,,,,,,,,
2024-01-08,1122.0,284.5,-0.254663054453055,-13.189732116217556,1135.1897321162176,,0.0048361278044718,,,,,,,,,,,,,,,
2024-01-09,1116.550048828125,281.1000061035156,-0.2120026021314772,-10.954177018669952,1127.504225846795,,0.0039894879063795,,,,,,,,,,,,,,,
2024-01-10,1107.0,283.54998779296875,-0.4990293579288954,-25.708847637098188,1132.7088476370982,,0.0080397382635024,,,,,,,,,,,,,,,
2024-01-11,1125.75,295.0,-0.6298319588736081,-32.22846531058303,1157.978465310583,,0.007837407034803,,,,,,,,,,,,,,,
2024-01-12,1120.3499755859375,292.1000061035156,-0.607099728027898,-30.875492937593208,1151.2254685235307,,0.0064538087663461,,,,,,,,,,,,,,,
2024-01-15,1119.5,292.70001220703125,-0.6448131127784161,-32.66007055404816,1152.1600705540482,,0.0052554371751717,,,,,,,,,,,,,,,
2024-01-16,1119.0999755859375,293.70001220703125,-0.6911273606431526,-34.86456869094354,1153.964544276881,,0.0070231635215942,,,,,,,,,,,,,,,
2024-01-17,1082.300048828125,282.79998779296875,-0.934504282147684,-47.00959143240607,1129.309640260531,,0.015733237213388,,,,,,,,,,,,,,,
2024-01-18,1097.5,269.8500061035156,-0.0637382741514,-3.192660642436977,1100.692660642437,,0.0114172479924269,,,,,,,,,,,,,,,
2024-01-19,1116.550048828125,265.25,0.516676923362122,25.78422092391861,1090.7658279042064,,0.0105166476967654,,,,,,,,,,,,,,,
2024-01-23,1089.25,253.3500061035156,0.4927266787323227,24.56577359188373,1064.6842264081165,,0.0114856860026807,,,,,,,,,,,,,,,
2024-01-24,1059.1500244140625,259.79998779296875,-0.396437024151077,-19.72199205732386,1078.8720164713864,,0.0273600931289105,,,,,,,,,,,,,,,
2024-01-25,1042.25,255.1499938964844,-0.5273587932947628,-26.20419606923724,1068.4541960692372,,0.0265824759585355,,,,,,,,,,,,,,,
