Dates,ABBOTINDIA.NS Y,LUPIN.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of LUPIN.NS X,Effective Margin of ABBOTINDIA.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of ABBOTINDIA.NS X,Effective Investment of ABBOTINDIA.NS Y,Multiplier X,Multiplier Y
2024-02-13,28884.900390625,1608.75,1.251982229671286,2022.7715765491705,26862.12881407583,,0.1058707448761372,,,,,,,,,,,,,,,
2024-02-14,29367.55078125,1611.75,1.5113022685398958,2432.82824499056,26934.72253625944,,0.1553269331514608,,,,,,,,,,,,,,,
2024-02-15,29183.94921875,1605.0999755859375,1.407052796313917,2258.444450237781,26925.50476851222,,0.1863902529021641,,,,,,,,,,,,,,,
2024-02-16,29538.599609375,1620.6500244140625,1.522386146943169,2438.680553652368,27099.919055722632,,0.176516352834799,,,,,,,,,,,,,,,
2024-02-19,29526.69921875,1588.0999755859375,1.6507419675793686,2641.618534627487,26885.080684122517,,0.1510133522637188,,,,,,,,,,,,,,,
2024-02-20,29191.05078125,1587.050048828125,1.426084176829968,2274.117592342296,26916.933188907704,,0.119851040966508,,,,,,,,,,,,,,,
2024-02-21,29131.349609375,1599.3499755859375,1.308252598622627,2077.2835023463376,27054.066107028662,,0.1544881388273862,,,,,,,,,,,,,,,
2024-02-22,28855.80078125,1593.75,1.1478932581189258,1817.297911792739,27038.50286945726,,0.1634905974698424,,,,,,,,,,,,,,,
2024-02-23,28707.80078125,1614.949951171875,0.931181062334104,1469.3354688973486,27238.46531235265,,0.1530712892274419,,,,,,,,,,,,,,,
2024-02-26,28458.599609375,1604.699951171875,0.8173330004870427,1286.3297863747505,27172.26982300025,,0.1754565233401593,,,,,,,,,,,,,,,
2024-02-27,28670.349609375,1622.5999755859375,0.845974657356165,1328.2753635663394,27342.07424580866,,0.1876712021544798,,,,,,,,,,,,,,,
2024-02-28,28610.0,1616.3499755859375,0.8285706988702677,1298.8727352203096,27311.12726477969,,0.1665598438890555,,,,,,,,,,,,,,,
2024-02-29,28434.19921875,1621.050048828125,0.6832963116900513,1068.4380996710497,27365.76111907895,,0.1812814293736412,,,,,,,,,,,,,,,
2024-03-01,28216.650390625,1624.550048828125,0.5196594490960986,810.8747636928529,27405.775626932147,,0.1830164625616113,,,,,,,,,,,,,,,
2024-03-04,27606.0,1669.8499755859375,-0.1090896777557764,-169.7270859658311,27775.72708596583,,0.16279532008569,,,,,,,,,,,,,,,
2024-03-05,27370.44921875,1678.75,-0.3003405869089143,-466.2902929550946,27836.73951170509,,0.1795997748244853,,,,,,,,,,,,,,,
2024-03-06,27321.5,1665.4000244140625,-0.2542776308457565,-394.2587750484381,27715.75877504844,,0.1680106886949419,,,,,,,,,,,,,,,
2024-03-07,27434.94921875,1669.75,-0.1998116487407832,-309.2043662799369,27744.153585029937,,0.1415594914833744,,,,,,,,,,,,,,,
2024-03-11,27229.55078125,1676.6500244140625,-0.3623257356741204,-559.2283553479901,27788.77913659799,,0.120586328672183,,,,,,,,,,,,,,,
2024-03-12,26993.69921875,1646.050048828125,-0.3459306140437916,-532.5221861451573,27526.22140489516,,0.1032031376567749,,,,,,,,,,,,,,,
2024-03-13,27401.94921875,1603.5,0.1458242095003359,223.77680430590408,27178.172414444096,,0.1107342032681537,,,,,,,,,,,,,,,
2024-03-14,28308.099609375,1649.699951171875,0.485072246710973,741.4083139834656,27566.69129539153,,0.1144442274251652,,,,,,,,,,,,,,,
2024-03-15,28404.349609375,1636.800048828125,0.6109013134169594,931.1386399868352,27473.210969388165,,0.102210923294349,,,,,,,,,,,,,,,
2024-03-18,28604.150390625,1614.4000244140625,0.8535640396714044,1297.349223159319,27306.80116746568,,0.1140508968895543,,,,,,,,,,,,,,,
2024-03-19,28291.5,1570.199951171875,0.8787040670160705,1332.4938918521948,26959.006108147805,,0.0736910890024044,,,,,,,,,,,,,,,
2024-03-20,27688.80078125,1562.9000244140625,0.5177811342882063,781.1359508388778,26907.66483041112,,0.0630562491472443,,,,,,,,,,,,,,,
2024-03-21,27673.25,1611.6500244140625,0.2406903570241496,360.8708863327665,27312.379113667237,,0.0378124505485594,,,,,,,,,,,,,,,
2024-03-22,27067.099609375,1608.25,-0.1438650177066907,-214.22288561636745,27281.322494991367,,0.0242791964353433,,,,,,,,,,,,,,,
2024-03-26,26701.05078125,1614.9000244140625,-0.4231961744507435,-625.0602933465852,27326.111074596585,,0.0315701116000055,,,,,,,,,,,,,,,
2024-03-27,26711.05078125,1599.949951171875,-0.3306572780977779,-484.9347581771326,27195.985539427133,,0.0543183611616067,,,,,,,,,,,,,,,
2024-03-28,27120.80078125,1616.800048828125,-0.1434494697463095,-209.1833933690359,27329.98417461904,,0.0751823756664648,,,,,,,,,,,,,,,
2024-04-01,27521.30078125,1623.75,0.0925247021183823,134.35486893057168,27386.94591231943,,0.0982704023238828,,,,,,,,,,,,,,,
2024-04-02,27282.900390625,1609.9000244140625,0.0068412088986369,9.906359837372293,27272.994030787628,,0.0769411742355465,,,,,,,,,,,,,,,
2024-04-03,26714.44921875,1605.4000244140625,-0.3570683119656919,-515.1172265086861,27229.56644525869,,0.0671531689878876,,,,,,,,,,,,,,,
2024-04-04,26606.400390625,1587.25,-0.3278459451385758,-471.0194310231236,27077.419821648124,,0.0750444293472709,,,,,,,,,,,,,,,
2024-04-05,26636.900390625,1599.25,-0.3714813757794619,-531.5773259283487,27168.47771655335,,0.077546626825981,,,,,,,,,,,,,,,
2024-04-08,26400.400390625,1612.0,-0.6036779527529912,-860.7177390961951,27261.118129721195,,0.1030400998982149,,,,,,,,,,,,,,,
2024-04-09,26420.5,1605.6500244140625,-0.5487691285073619,-780.5217487908303,27201.02174879083,,0.091441202107123,,,,,,,,,,,,,,,
2024-04-10,27021.80078125,1604.5999755859375,-0.1191880418991766,-168.98087843175745,27190.78165968176,,0.0838434790485012,,,,,,,,,,,,,,,
2024-04-12,26444.650390625,1622.25,-0.6210655149256442,-877.8759622031139,27322.526352828118,,0.0792176173506272,,,,,,,,,,,,,,,
2024-04-15,26219.75,1609.0999755859375,-0.6995418985173596,-985.9140902799554,27205.664090279955,,0.0787723256635482,,,,,,,,,,,,,,,
2024-04-16,26144.75,1611.449951171875,-0.7597830393463082,-1067.4810006079642,27212.231000607964,,0.0563433163321697,,,,,,,,,,,,,,,
2024-04-18,26065.19921875,1594.050048828125,-0.7129222748080989,-997.335295168632,27062.534513918632,,0.0367071995086085,,,,,,,,,,,,,,,
2024-04-19,26128.0,1547.550048828125,-0.4022916816606447,-559.5454498991021,26687.545449899106,,0.0257361683785732,,,,,,,,,,,,,,,
2024-04-22,26316.0,1603.6500244140625,-0.5855268959043102,-808.2366906863535,27124.236690686357,,0.0454466866391245,,,,,,,,,,,,,,,
2024-04-23,25725.099609375,1580.050048828125,-0.8736047007956571,-1200.7133692738644,26925.812978648864,,0.0664649734764828,,,,,,,,,,,,,,,
2024-04-24,25452.55078125,1580.0,-1.063973561039098,-1457.8275922433204,26910.37837349332,,0.0851640373043771,,,,,,,,,,,,,,,
2024-04-25,25674.44921875,1594.4000244140625,-0.9763158629271128,-1334.0294264432268,27008.478645193227,,0.0632146543965076,,,,,,,,,,,,,,,
2024-04-26,25895.0,1615.949951171875,-0.9317563217263048,-1268.130478020601,27163.1304780206,,0.05970153628097,,,,,,,,,,,,,,,
2024-04-29,26289.599609375,1637.449951171875,-0.7589550207946608,-1028.4968988029505,27318.09650817795,,0.0445673794100079,,,,,,,,,,,,,,,
2024-04-30,26446.05078125,1645.9000244140625,-0.6867079658685221,-925.945576535225,27371.996357785225,,0.0357819314001819,,,,,,,,,,,,,,,
2024-05-02,26643.349609375,1647.6500244140625,-0.5461924543900553,-732.2816348662454,27375.631244241245,,0.0329458794663793,,,,,,,,,,,,,,,
2024-05-03,26146.599609375,1654.75,-0.9505955654357175,-1267.876556006071,27414.47616538107,,0.026133209344502,,,,,,,,,,,,,,,
2024-05-06,25773.05078125,1679.6500244140625,-1.3642335340814205,-1809.1932029196175,27582.243984169618,,0.0297186134133627,,,,,,,,,,,,,,,
2024-05-07,25734.94921875,1610.5999755859375,-0.9876605855804356,-1302.2409710113388,27037.19018976134,,0.0332921703921562,,,,,,,,,,,,,,,
2024-05-08,25936.900390625,1616.1500244140625,-0.8613269119164515,-1129.4143795049167,27066.31477012992,,0.0196220486076547,,,,,,,,,,,,,,,
2024-05-09,25562.400390625,1583.949951171875,-0.9562510907427128,-1245.780758154353,26808.181148779357,,0.021436059601311,,,,,,,,,,,,,,,
2024-05-10,26370.5,1608.550048828125,-0.4763819540845335,-615.9389831959234,26986.438983195923,,0.0137654424694184,,,,,,,,,,,,,,,
2024-05-13,27079.69921875,1688.5999755859375,-0.3925816061318299,-503.07604475372864,27582.77526350373,,0.0199536138378515,,,,,,,,,,,,,,,
2024-05-14,26778.400390625,1637.1500244140625,-0.3206207214110563,-408.42990002783336,27186.830290652837,,0.013291488354479,,,,,,,,,,,,,,,
2024-05-15,26410.94921875,1639.0999755859375,-0.6161953511283008,-779.058121369213,27190.007340119213,,0.0137040616283708,,,,,,,,,,,,,,,
2024-05-16,26542.55078125,1662.949951171875,-0.648318067060429,-813.3439264769477,27355.894707726948,,0.0438377816338919,,,,,,,,,,,,,,,
2024-05-17,26491.44921875,1651.75,-0.6159312474779345,-770.1607990487755,27261.610017798776,,0.0526682265508442,,,,,,,,,,,,,,,
2024-05-21,26438.75,1683.8499755859375,-0.8403181638590462,-1047.9551596420424,27486.70515964204,,0.0804619453816835,,,,,,,,,,,,,,,
