Dates,ABBOTINDIA.NS Y,LUPIN.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of LUPIN.NS X,Effective Margin of ABBOTINDIA.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of ABBOTINDIA.NS X,Effective Investment of ABBOTINDIA.NS Y,Multiplier X,Multiplier Y
2023-11-22,23904.25,1218.5999755859375,0.3981862773623193,767.0234402319256,23137.226559768074,,0.4956789435340484,,,,,,,,,,,,,,,
2023-11-23,23886.5,1198.1500244140625,0.4559513211301026,878.6267879160368,23007.873212083963,,0.481936593972313,,,,,,,,,,,,,,,
2023-11-24,24045.849609375,1243.199951171875,0.3599674437234541,692.3993907852273,23353.450218589773,,0.4725726052136998,,,,,,,,,,,,,,,
2023-11-28,23697.75,1244.949951171875,0.1661490049671456,319.37928175439447,23378.37071824561,,0.457938161654446,,,,,,,,,,,,,,,
2023-11-29,23537.80078125,1249.550048828125,0.0610531017376599,117.26400459725846,23420.53677665274,,0.4564980761031745,,,,,,,,,,,,,,,
2023-11-30,23805.150390625,1280.9000244140625,0.0759006066049977,145.54651847273635,23659.603872152264,,0.4564867190630795,,,,,,,,,,,,,,,
2023-12-01,23679.5,1296.6500244140625,-0.0525479561787409,-100.65276198560969,23780.15276198561,,0.4406168241882201,,,,,,,,,,,,,,,
2023-12-04,23398.75,1260.550048828125,-0.063134480621786,-120.96935791953,23519.71935791953,,0.4387591385806549,,,,,,,,,,,,,,,
2023-12-05,23110.44921875,1258.199951171875,-0.2051755136943893,-392.8410512429182,23503.29026999292,,0.4404019221236189,,,,,,,,,,,,,,,
2023-12-06,23078.05078125,1243.5,-0.1675474099902848,-320.6640276708167,23398.714808920817,,0.4328905009366292,,,,,,,,,,,,,,,
2023-12-07,23073.400390625,1249.0,-0.1926635761965919,-368.34798943631176,23441.74838006131,,0.4169447102990559,,,,,,,,,,,,,,,
2023-12-08,22858.0,1239.3499755859375,-0.2691964212115104,-514.2598857643388,23372.25988576434,,0.3870673571840369,,,,,,,,,,,,,,,
2023-12-11,23046.55078125,1229.6500244140625,-0.1365552496014581,-260.5377019546468,23307.088483204647,,0.3243808131873434,,,,,,,,,,,,,,,
2023-12-12,22825.0,1240.1500244140625,-0.2981352405940761,-567.4038212375744,23392.40382123757,,0.3783116035764119,,,,,,,,,,,,,,,
2023-12-13,22780.849609375,1251.9000244140625,-0.3686056701134046,-700.2317748374444,23481.081384212444,,0.3829744253707066,,,,,,,,,,,,,,,
2023-12-14,22742.0,1256.3499755859375,-0.4069851476439833,-771.9148149060347,23513.914814906035,,0.3694744720680442,,,,,,,,,,,,,,,
2023-12-15,22694.80078125,1246.0999755859375,-0.3925112005719205,-743.4181956435059,23438.218976893502,,0.3444809480319076,,,,,,,,,,,,,,,
2023-12-18,22780.30078125,1257.75,-0.39321614172105,-743.0638667223939,23523.364647972398,,0.3404536592806675,,,,,,,,,,,,,,,
2023-12-19,22902.25,1270.199951171875,-0.3777571140503163,-712.1819865926991,23614.4319865927,,0.3515084617390027,,,,,,,,,,,,,,,
2023-12-20,22135.150390625,1227.5999755859375,-0.618479129393551,-1165.3631270183903,23300.51351764339,,0.4159628859175717,,,,,,,,,,,,,,,
2023-12-21,22354.75,1256.800048828125,-0.6132864154130561,-1153.562906047453,23508.312906047453,,0.3944994746934788,,,,,,,,,,,,,,,
2023-12-22,22604.0,1265.0999755859375,-0.5121335747192522,-961.7529111268376,23565.75291112684,,0.4094789887931412,,,,,,,,,,,,,,,
2023-12-26,22452.55078125,1282.6500244140625,-0.6576811824135913,-1233.4053675378018,23685.9561487878,,0.4476201526501083,,,,,,,,,,,,,,,
2023-12-27,22570.099609375,1288.0,-0.612258819237809,-1147.3059301699725,23717.40553954497,,0.4580539450753624,,,,,,,,,,,,,,,
2023-12-28,22623.69921875,1339.949951171875,-0.7769830920642753,-1453.6218403300336,24077.321059080037,,0.4763214045304234,,,,,,,,,,,,,,,
2023-12-29,22851.25,1322.949951171875,-0.5858755406841406,-1096.083537265411,23947.33353726541,,0.4541051863719848,,,,,,,,,,,,,,,
2024-01-01,22761.099609375,1312.8499755859375,-0.5918320656004901,-1107.0037546408091,23868.10336401581,,0.4403504528017893,,,,,,,,,,,,,,,
2024-01-02,23327.25,1394.3499755859375,-0.5970289973464926,-1113.515145891983,24440.765145891983,,0.4207252337700293,,,,,,,,,,,,,,,
2024-01-03,23606.599609375,1406.4000244140625,-0.4904467841503638,-913.552396472398,24520.1520058474,,0.3980950367946817,,,,,,,,,,,,,,,
2024-01-04,23569.80078125,1399.0,-0.4795974459459702,-892.5580591163271,24462.358840366327,,0.3878574153304965,,,,,,,,,,,,,,,
2024-01-05,23884.599609375,1389.449951171875,-0.2753474625722261,-511.8715419593864,24396.471151334383,,0.3398900910305559,,,,,,,,,,,,,,,
2024-01-08,23658.099609375,1382.3499755859375,-0.3706099802529166,-687.8762089377815,24345.97581831278,,0.3166032668124742,,,,,,,,,,,,,,,
2024-01-09,24231.900390625,1396.300048828125,-0.1207417945414347,-223.51123010987797,24455.41162073488,,0.2791725378685447,,,,,,,,,,,,,,,
2024-01-10,24609.25,1405.25,0.0395040955264839,72.91645652175066,24536.33354347825,,0.2340456842695866,,,,,,,,,,,,,,,
2024-01-11,25339.650390625,1400.449951171875,0.4376683259994752,805.4257843930936,24534.224606231903,,0.2223522821400721,,,,,,,,,,,,,,,
2024-01-12,25748.900390625,1397.75,0.6512477544979374,1194.7161279993525,24554.184262625648,,0.2212537594512804,,,,,,,,,,,,,,,
2024-01-15,26210.44921875,1413.0,0.8212060099888341,1501.1537182049797,24709.29550054502,,0.2157647453785495,,,,,,,,,,,,,,,
2024-01-16,25806.5,1387.6500244140625,0.6825769284849199,1243.9636697951137,24562.536330204886,,0.1577297436864312,,,,,,,,,,,,,,,
2024-01-17,25730.69921875,1399.800048828125,0.5749547802691574,1042.5709168754877,24688.128301874516,,0.1165795203214887,,,,,,,,,,,,,,,
2024-01-18,25737.5,1425.6500244140625,0.4559089659763626,821.490392027823,24916.009607972177,,0.1020136420766452,,,,,,,,,,,,,,,
2024-01-19,25867.0,1430.25,0.4917129029516767,880.7076143707127,24986.292385629287,,0.1420458518835683,,,,,,,,,,,,,,,
2024-01-23,25481.400390625,1439.25,0.2277702710815212,405.82418089052953,25075.57620973447,,0.0617727884622002,,,,,,,,,,,,,,,
2024-01-24,25598.599609375,1449.199951171875,0.2380563950456415,420.94319782453385,25177.656411550463,,0.0914887871451058,,,,,,,,,,,,,,,
2024-01-25,25060.75,1454.050048828125,-0.0955742870019801,-167.9272834204312,25228.67728342043,,0.0629248462621836,,,,,,,,,,,,,,,
2024-01-29,25568.05078125,1483.300048828125,0.0586152692367155,102.1711478289144,25465.87963342109,,0.045069531692632,,,,,,,,,,,,,,,
2024-01-30,25508.650390625,1468.1500244140625,0.0792935290949829,137.15397533528085,25371.49641528972,,0.0382713778959739,,,,,,,,,,,,,,,
2024-01-31,25906.94921875,1505.3499755859375,0.1351639197474868,231.5987773039451,25675.35044144605,,0.0398285789980681,,,,,,,,,,,,,,,
2024-02-01,25887.0,1513.699951171875,0.0755107007905814,128.28073218871214,25758.719267811288,,0.0359444522220884,,,,,,,,,,,,,,,
2024-02-02,28064.30078125,1502.75,1.3784249416128034,2326.825670156446,25737.475111093558,,0.055881813811641,,,,,,,,,,,,,,,
2024-02-05,28069.5,1573.1500244140625,1.039563917540449,1738.1444340366145,26331.355565963386,,0.0381897845657583,,,,,,,,,,,,,,,
2024-02-06,28319.0,1580.1500244140625,1.132912369604565,1879.343730411154,26439.65626958885,,0.0628432207830568,,,,,,,,,,,,,,,
2024-02-07,28727.400390625,1594.300048828125,1.290538002428444,2127.3187059701813,26600.08168465482,,0.0608869184857548,,,,,,,,,,,,,,,
2024-02-08,28258.30078125,1606.4000244140625,0.9341475429881392,1528.354214508643,26729.94656674136,,0.1185848367012605,,,,,,,,,,,,,,,
2024-02-09,28083.69921875,1622.0999755859375,0.737797362211536,1201.2578914653277,26882.441327284672,,0.0963259756103202,,,,,,,,,,,,,,,
2024-02-12,28477.80078125,1594.449951171875,1.0928266779534122,1773.1825008133385,26704.61828043666,,0.1086061550479041,,,,,,,,,,,,,,,
