Dates,TORNTPHARM.NS Y,ABBOTINDIA.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of ABBOTINDIA.NS X,Effective Margin of TORNTPHARM.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of TORNTPHARM.NS X,Effective Investment of TORNTPHARM.NS Y,Multiplier X,Multiplier Y
2024-01-05,2350.10009765625,23884.599609375,3.077605139267692,404.2337016165093,1945.8663960397407,,0.4910324734993186,,,,,,,,,,,,,,,
2024-01-08,2324.60009765625,23658.099609375,2.9871978816761517,395.85831123307184,1928.7417864231784,,0.4680819534997031,,,,,,,,,,,,,,,
2024-01-09,2337.89990234375,24231.900390625,2.676624835352293,356.8282360346416,1981.0716663091084,,0.3774167288597542,,,,,,,,,,,,,,,
2024-01-10,2352.89990234375,24609.25,2.507403331200817,336.0214342665838,2016.8784680771664,,0.3103575769433123,,,,,,,,,,,,,,,
2024-01-11,2468.949951171875,25339.650390625,2.845563111487026,383.5722658663208,2085.377685305554,,0.3775666656883228,,,,,,,,,,,,,,,
2024-01-12,2468.75,25748.900390625,2.530439213460012,342.5124796458472,2126.237520354153,,0.2819249914339367,,,,,,,,,,,,,,,
2024-01-15,2475.14990234375,26210.44921875,2.232331503311663,302.8449084643112,2172.304993879439,,0.2074423093884075,,,,,,,,,,,,,,,
2024-01-16,2449.699951171875,25806.5,2.27181269574923,309.36898612488403,2140.330965046991,,0.1873738790951807,,,,,,,,,,,,,,,
2024-01-17,2472.199951171875,25730.69921875,2.4443350636997003,333.93953099556256,2138.2604201763124,,0.1905875493819437,,,,,,,,,,,,,,,
2024-01-18,2462.550048828125,25737.5,2.3297095395922445,318.8693212375465,2143.6807275905785,,0.1487965628305329,,,,,,,,,,,,,,,
2024-01-19,2463.85009765625,25867.0,2.2142491209874686,303.18906858577566,2160.6610290704743,,0.1583239716715965,,,,,,,,,,,,,,,
2024-01-23,2493.35009765625,25481.400390625,2.64668488883866,364.001618378516,2129.348479277734,,0.1842508477641239,,,,,,,,,,,,,,,
2024-01-24,2507.050048828125,25598.599609375,2.6205378849907093,361.1973604002401,2145.852688427885,,0.1885290279407117,,,,,,,,,,,,,,,
2024-01-25,2473.39990234375,25060.75,2.706425163280148,374.56561273043735,2098.8342896133126,,0.428841930859501,,,,,,,,,,,,,,,
2024-01-29,2437.89990234375,25568.05078125,2.0641619303464243,286.55520272785634,2151.3446996158937,,0.2662683371338967,,,,,,,,,,,,,,,
2024-01-30,2473.14990234375,25508.650390625,2.3201610422142265,323.74519713796144,2149.404705205789,,0.3106826395411485,,,,,,,,,,,,,,,
2024-01-31,2531.10009765625,25906.94921875,2.412060508162729,338.1453929574068,2192.954704698843,,0.3310451641198944,,,,,,,,,,,,,,,
2024-02-01,2512.5,25887.0,2.252679376509988,317.2691683089233,2195.2308316910767,,0.2816296869694739,,,,,,,,,,,,,,,
2024-02-02,2525.64990234375,28064.30078125,0.7874691638450514,110.3682337241744,2415.281668619576,,0.0976533145024355,,,,,,,,,,,,,,,
2024-02-05,2643.699951171875,28069.5,1.582037688577042,222.12051679408887,2421.579434377786,,0.2641709321217,,,,,,,,,,,,,,,
2024-02-06,2610.75,28319.0,1.1337801664795677,159.13912084695176,2451.610879153048,,0.1501168577123074,,,,,,,,,,,,,,,
2024-02-07,2649.35009765625,28727.400390625,1.0796617695963422,151.46759271566316,2497.882504940587,,0.1776699458952781,,,,,,,,,,,,,,,
2024-02-08,2645.89990234375,28258.30078125,1.3545831626790743,190.44455115333085,2455.455351190419,,0.1955375163036339,,,,,,,,,,,,,,,
2024-02-09,2657.35009765625,28083.69921875,1.5280758544129338,215.4578624089254,2441.8922352473246,,0.2086643254112409,,,,,,,,,,,,,,,
2024-02-12,2619.64990234375,28477.80078125,0.9502084580275452,133.98730894122446,2485.662593402525,,0.4058306586839746,,,,,,,,,,,,,,,
2024-02-13,2621.75,28884.900390625,0.6489462919239753,91.4615929662591,2530.288407033741,,0.1358553970150851,,,,,,,,,,,,,,,
2024-02-14,2604.25,29367.55078125,0.1600887714461884,22.534774336475493,2581.7152256635245,,0.1233405968459707,,,,,,,,,,,,,,,
2024-02-15,2577.85009765625,29183.94921875,0.1020803892566934,14.377056854084003,2563.473040802166,,0.1208398146847866,,,,,,,,,,,,,,,
2024-02-16,2639.449951171875,29538.599609375,0.2696029847779534,37.94806367750925,2601.5018874943657,,0.1139474423241492,,,,,,,,,,,,,,,
2024-02-19,2615.0,29526.69921875,0.100626549083158,14.167210596556744,2600.8327894034437,,0.1108391230151293,,,,,,,,,,,,,,,
2024-02-20,2644.64990234375,29191.05078125,0.5412523226915235,76.26274640981865,2568.387155933932,,0.1192894768702809,,,,,,,,,,,,,,,
2024-02-21,2603.0,29131.349609375,0.2772188405320241,39.05221161487407,2563.947788385126,,0.1182343685406437,,,,,,,,,,,,,,,
2024-02-22,2608.0,28855.80078125,0.503064231499047,70.91318487555327,2537.0868151244467,,0.123112703074621,,,,,,,,,,,,,,,
2024-02-23,2626.949951171875,28707.80078125,0.7303394257998466,103.02409335271112,2523.925857819164,,0.1338883664109312,,,,,,,,,,,,,,,
2024-02-26,2624.10009765625,28458.599609375,0.8771422980427631,123.87960660610634,2500.220491050144,,0.1376955204736384,,,,,,,,,,,,,,,
2024-02-27,2625.949951171875,28670.349609375,0.7177091392191599,101.38209936462316,2524.567851807252,,0.1262641385478669,,,,,,,,,,,,,,,
2024-02-28,2613.10009765625,28610.0,0.6592288584179409,93.18241286988176,2519.917684786368,,0.1236776134807959,,,,,,,,,,,,,,,
2024-02-29,2666.10009765625,28434.19921875,1.1429465425809475,161.79583866616258,2504.3042589900874,,0.1469510104132333,,,,,,,,,,,,,,,
2024-03-01,2668.64990234375,28216.650390625,1.3001344281876612,184.41495244712405,2484.234949896626,,0.1574988630809713,,,,,,,,,,,,,,,
2024-03-04,2690.85009765625,27606.0,1.883541518138588,268.4279221816796,2422.4221754745704,,0.206091101652969,,,,,,,,,,,,,,,
2024-03-05,2661.949951171875,27370.44921875,1.829114826030653,261.6732086058614,2400.2767425660136,,0.2036901438777807,,,,,,,,,,,,,,,
2024-03-06,2691.199951171875,27321.5,2.0375272143721137,292.7630720318525,2398.4368791400225,,0.2281641013361612,,,,,,,,,,,,,,,
2024-03-07,2664.800048828125,27434.94921875,1.7418582471949235,251.02147040398583,2413.778578424139,,0.1847684232259299,,,,,,,,,,,,,,,
2024-03-11,2697.800048828125,27229.55078125,2.0916178491304724,302.84648785082663,2394.9535609772984,,0.2191655848555604,,,,,,,,,,,,,,,
2024-03-12,2673.949951171875,26993.69921875,2.072212041159324,301.3081590467432,2372.641792125132,,0.2164163147783158,,,,,,,,,,,,,,,
