Dates,CUB.NS Y,HDFCBANK.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of HDFCBANK.NS X,Effective Margin of CUB.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of CUB.NS X,Effective Investment of CUB.NS Y,Multiplier X,Multiplier Y
2022-11-22,184.4499969482422,1595.0,0.9489697118979992,17.158368006746542,167.29162894149565,,,,,,,,,,,,,,,,
2022-11-23,184.9499969482422,1599.1500244140625,0.9536452562805156,17.2085699781733,167.7414269700689,,,,,,,,,,,,,,,,
2022-11-24,184.1999969482422,1625.1500244140625,0.7941852767088996,14.280386018738056,169.91961092950413,,,,,,,,,,,,,,,,
2022-11-25,186.5500030517578,1617.6500244140625,0.9516021987296376,17.09099706191617,169.45900598984164,,,,,,,,,,,,,,,,
2022-11-28,189.9499969482422,1600.25,1.2083995921090482,21.71001745145125,168.23997949679094,,,,,,,,,,,,,,,,
2022-11-29,186.75,1597.8499755859375,1.0344906815958677,18.58793910752877,168.16206089247123,,,,,,,,,,,,,,,,
2022-11-30,188.8000030517578,1608.449951171875,1.095893744302767,19.649670839233806,169.150332212524,,,,,,,,,,,,,,,,
2022-12-01,189.4499969482422,1619.5,1.0745074698666417,19.23508736986437,170.2149095783778,,,,,,,,,,,,,,,,
2022-12-02,191.6499938964844,1607.0999755859375,1.24649055371597,22.300188253300263,169.3498056431841,,,,,,,,,,,,,,,,
2022-12-05,195.6499938964844,1612.949951171875,1.4294735875557585,25.55411150848971,170.09588238799466,,,,,,,,,,,,,,,,
2022-12-06,194.6000061035156,1611.1500244140625,1.368018661708069,24.438490015050174,170.16151608846545,,,,,,,,,,,,,,,,
2022-12-07,191.6000061035156,1610.449951171875,1.1929136410462329,21.293080547560574,170.30692555595505,,,,,,,,,,,,,,,,
2022-12-08,196.1000061035156,1619.5,1.3856639469743328,24.725672375869067,171.37433372764656,,,,,,,,,,,,,,,,
2022-12-09,192.1000061035156,1631.050048828125,1.0916838621031313,19.461595966800672,172.63841013671495,,,,,,,,,,,,,,,,
2022-12-12,194.3999938964844,1643.75,1.1406325974013936,20.31283429266045,174.08715960382392,,,,,,,,,,,,,,,,
2022-12-13,195.8000030517578,1648.300048828125,1.1801210467261591,20.990967065010096,174.80903598674772,,,,,,,,,,,,,,,,
2022-12-14,203.1000061035156,1662.25,1.4938067969782802,26.49648755044157,176.60351855307405,,,,,,,,,,,,,,,,
2022-12-15,197.6000061035156,1631.800048828125,1.3412253222583392,23.76413975266189,173.8358663508537,,,,,,,,,,,,,,,,
2022-12-16,190.1999969482422,1639.6500244140625,0.8716644181460445,15.382781188804756,174.81721575943743,,,,,,,,,,,,,,,,
2022-12-19,193.0500030517578,1644.75,0.9962995834343918,17.54585727693828,175.50414577481953,,,,,,,,,,,,,,,,
2022-12-20,188.8000030517578,1633.4000244140625,0.8149855027297296,14.330718716373354,174.46928433538446,,,,,,,,,,,,,,,,
2022-12-21,177.25,1617.5999755859375,0.2481875688729317,4.355596418526034,172.89440358147397,,,,,,,,,,,,,,,,
2022-12-22,176.3000030517578,1612.050048828125,0.2239318588327262,3.923182585651944,172.37682046610587,,,,,,,,,,,,,,,,
2022-12-23,165.5500030517578,1597.6500244140625,-0.30331062586677,-5.297422146229621,170.84742519798743,0.0,,,,,,,,,,,,,,,
2022-12-26,175.9499969482422,1629.449951171875,0.0921521381932497,1.6031803683895305,174.34681657985266,,,,,,,,,,,,,,,,
2022-12-27,177.5,1631.0999755859375,0.1685007236298008,2.921812170580296,174.5781878294197,,,,,,,,,,,,,,,,
2022-12-28,175.0,1629.800048828125,0.0319021627194131,0.5517705545208855,174.44822944547911,,,,,,,,,,,,,,,,
