Dates,CUB.NS Y,HDFCBANK.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of HDFCBANK.NS X,Effective Margin of CUB.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of CUB.NS X,Effective Investment of CUB.NS Y,Multiplier X,Multiplier Y
2022-12-29,178.1999969482422,1641.300048828125,0.1423653620292323,2.455926969216023,175.74406997902616,,,,,,,,,,,,,,,,
2022-12-30,180.3999938964844,1628.1500244140625,0.3524350709130665,6.068927473961679,174.3310664225227,,,,,,,,,,,,,,,,
2023-01-02,178.25,1628.699951171875,0.2223771895338467,3.818789892136635,174.43121010786336,,,,,,,,,,,,,,,,
2023-01-03,178.9499969482422,1639.3499755859375,0.1912064509375927,3.2732261420640043,175.67677080617818,,,,,,,,,,,,,,,,
2023-01-04,178.64999389648438,1610.050048828125,0.3650765674959798,6.236826334818375,172.413167561666,,,,,,,,,,,,,,,,
2023-01-05,177.85000610351562,1599.699951171875,0.3860263684927952,6.574963463597214,171.2750426399184,,,,,,,,,,,,,,,,
2023-01-06,175.39999389648438,1594.4000244140625,0.2773482371385574,4.705314859080062,170.6946790374043,,,,,,,,,,,,,,,,
2023-01-09,171.5,1597.5,0.0271241409795859,0.4584053042813707,171.04159469571863,,,,,,,,,,,,,,,,
2023-01-10,165.64999389648438,1568.300048828125,-0.1172797153953358,-1.977800948001999,167.62779484448637,,,,,,,,,,,,,,,,
2023-01-11,166.1999969482422,1590.9000244140625,-0.2368226985742953,-3.9853744618105793,170.18537141005277,,,,,,,,,,,,,,,,
2023-01-12,165.64999389648438,1599.4000244140625,-0.3249133815871171,-5.457952185680853,171.10794608216523,,,,,,,,,,,,,,,,
2023-01-13,165.10000610351562,1600.6500244140625,-0.3631145415471158,-6.09033827731335,171.19034438082898,,,,,,,,,,,,,,,,
2023-01-16,165.35000610351562,1585.300048828125,-0.2400355766366744,-4.0232199300419325,169.37322603355756,,,,,,,,,,,,,,,,
2023-01-17,160.4499969482422,1608.9000244140625,-0.690209314292846,-11.557563953746609,172.0075609019888,,,,,,,,,,,,,,,,
2023-01-18,159.64999389648438,1637.300048828125,-0.9248533393999588,-15.471661780860728,175.1216556773451,,,,,,,,,,,,,,,,
2023-01-19,159.5,1644.0999755859375,-0.9707004247750528,-16.234419883282555,175.73441988328256,,,,,,,,,,,,,,,,
2023-01-20,159.75,1660.949951171875,-1.059815177352063,-17.71215149396761,177.4621514939676,,,,,,,,,,,,,,,,
2023-01-23,158.39999389648438,1673.0999755859375,-1.2112796206795522,-20.230095245214613,178.630089141699,,,,,,,,,,,,,,,,
2023-01-24,155.4499969482422,1695.5,-1.5191177508614673,-25.37187078292783,180.82186773117,,,,,,,,,,,,,,,,
2023-01-25,152.5,1648.6500244140625,-1.3695904964788497,-22.940345293906347,175.44034529390635,,,,,,,,,,,,,,,,
2023-01-27,151.5500030517578,1615.800048828125,-1.203370904951374,-20.171898999434944,171.72190205119276,,,,,,,,,,,,,,,,
2023-01-30,152.25,1614.1500244140625,-1.1461708503949308,-19.204812010402208,171.4548120104022,,,,,,,,,,,,,,,,
2023-01-31,158.60000610351562,1603.5,-0.6918139232426733,-11.590194386498126,170.19020049001375,,,,,,,,,,,,,,,,
2023-02-01,154.60000610351562,1627.550048828125,-1.0788474260160783,-18.06553504089385,172.66554114440947,,,,,,,,,,,,,,,,
2023-02-02,156.4499969482422,1603.3499755859375,-0.8013391582533758,-13.425374813579936,169.87537176182212,,,,,,,,,,,,,,,,
2023-02-03,157.6999969482422,1658.800048828125,-1.0765756783573008,-18.019058797060183,175.71905574530237,,,,,,,,,,,,,,,,
2023-02-06,158.35000610351562,1651.75,-0.9821574245210862,-16.459494245778473,174.8095003492941,,,,,,,,,,,,,,,,
2023-02-07,159.35000610351562,1654.199951171875,-0.9289124516889772,-15.579272977162418,174.92927908067804,,,,,,,,,,,,,,,,
2023-02-08,159.8000030517578,1654.0,-0.8941613192494836,-15.008138884644438,174.80814193640225,,,,,,,,,,,,,,,,
2023-02-09,157.25,1650.550048828125,-1.0158731454198695,-17.07089929324661,174.3208992932466,,,,,,,,,,,,,,,,
2023-02-10,160.0500030517578,1657.0999755859375,-0.8831150297925533,-14.84804170109004,174.89804475284785,,,,,,,,,,,,,,,,
2023-02-13,134.89999389648438,1658.3499755859375,-2.3547658267388187,-39.81191291778191,174.71190681426629,,,,,,,,,,,,,,,,
2023-02-14,138.10000610351562,1673.699951171875,-2.228435356141472,-37.84313644936313,175.94314255287875,,,,,,,,,,,,,,,,
2023-02-15,137.85000610351562,1670.300048828125,-2.19339112445334,-37.43298937644056,175.28299547995618,,,,,,,,,,,,,,,,
2023-02-16,141.1999969482422,1664.25,-1.9362456808835045,-33.17971886574486,174.37971581398705,,,,,,,,,,,,,,,,
2023-02-17,138.64999389648438,1655.9000244140625,-2.010342293029081,-34.602059626504456,173.25205352298883,,,,,,,,,,,,,,,,
2023-02-20,137.5500030517578,1640.3499755859375,-1.96262149561448,-33.93225875009978,171.4822618018576,,,,,,,,,,,,,,,,
2023-02-21,135.0500030517578,1646.5,-2.117259364252281,-36.765025354535,171.8150284062928,,,,,,,,,,,,,,,,
2023-02-22,132.3000030517578,1614.199951171875,-2.075623600925333,-36.23781657005219,168.53781962181,,,,,,,,,,,,,,,,
2023-02-23,132.5,1603.25,-1.9877637655805336,-34.85269530218756,167.35269530218756,,,,,,,,,,,,,,,,
2023-02-24,134.60000610351562,1588.949951171875,-1.7781164122604058,-31.28755682829842,165.88756293181405,,,,,,,,,,,,,,,,
2023-02-27,135.0,1592.9000244140625,-1.7627467830106602,-31.1104841790995,166.1104841790995,,,,,,,,,,,,,,,,
2023-02-28,138.4499969482422,1599.5999755859375,-1.5902173409118243,-28.130219856009436,166.58021680425162,,,,,,,,,,,,,,,,
2023-03-01,141.35000610351562,1598.050048828125,-1.4072434020956548,-24.93314959031696,166.28315569383258,,,,,,,,,,,,,,,,
2023-03-02,141.10000610351562,1584.449951171875,-1.34135299702994,-23.796470183970143,164.89647628748577,,,,,,,,,,,,,,,,
2023-03-03,142.1999969482422,1615.9000244140625,-1.4268703887254195,-25.318305237839358,167.51830218608154,,,,,,,,,,,,,,,,
2023-03-06,142.35000610351562,1627.300048828125,-1.462536314987627,-25.98395089733029,168.3339570008459,,,,,,,,,,,,,,,,
2023-03-08,141.5500030517578,1630.550048828125,-1.5097249103493016,-26.859446870250537,168.40944992200835,,,,,,,,,,,,,,,,
2023-03-09,140.25,1630.699951171875,-1.568221819357727,-27.96239170779293,168.21239170779293,,,,,,,,,,,,,,,,
2023-03-10,138.0500030517578,1588.6500244140625,-1.4765585958666716,-26.40585197449522,164.45585502625303,,,,,,,,,,,,,,,,
2023-03-13,134.35000610351562,1568.550048828125,-1.5767364397734551,-28.26874579913533,162.61875190265096,,,,,,,,,,,,,,,,
2023-03-14,134.3000030517578,1564.3499755859375,-1.5500659399278918,-27.84778298405945,162.14778603581726,,,,,,,,,,,,,,,,
2023-03-15,132.4499969482422,1541.9000244140625,-1.5390965755909811,-27.711822010588435,160.16181895883062,,,,,,,,,,,,,,,,
