Dates,ICICIGI.NS Y,BAJFINANCE.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of BAJFINANCE.NS X,Effective Margin of ICICIGI.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of ICICIGI.NS X,Effective Investment of ICICIGI.NS Y,Multiplier X,Multiplier Y
2022-11-07,1160.25,7190.0498046875,-1.579282326718371,-215.3216630254972,1375.5716630254972,,,,,,,,,,,,,,,,
2022-11-09,1155.5,7144.0,-1.606843571308101,-219.4155413022213,1374.9155413022213,,,,,,,,,,,,,,,,
2022-11-10,1134.8499755859375,6975.10009765625,-1.7601153580379385,-240.91601518829972,1375.7659907742373,,,,,,,,,,,,,,,,
2022-11-11,1131.9000244140625,7051.4501953125,-1.7653111105293977,-242.11848859290197,1374.0185130069644,,,,,,,,,,,,,,,,
2022-11-14,1133.449951171875,7025.7998046875,-1.7465438719146047,-240.03242288112145,1373.4823740529964,,,,,,,,,,,,,,,,
2022-11-15,1120.199951171875,7025.75,-1.832492986256799,-252.39831088273357,1372.5982620546083,,,,,,,,,,,,,,,,
2022-11-16,1131.3499755859375,6895.0498046875,-1.7556605607908975,-242.44857739838267,1373.7985529843202,,,,,,,,,,,,,,,,
2022-11-17,1127.25,6895.0498046875,-1.7760948508260137,-245.8816933698461,1373.131693369846,,,,,,,,,,,,,,,,
2022-11-18,1136.699951171875,6791.5,-1.711117198713509,-237.53193953133268,1374.2318907032077,,,,,,,,,,,,,,,,
2022-11-21,1127.75,6679.10009765625,-1.780594642600101,-247.86944576715064,1375.6194457671506,,,,,,,,,,,,,,,,
2022-11-22,1128.6500244140625,6685.0498046875,-1.7658442932045413,-246.42208467271075,1375.0721090867733,,,,,,,,,,,,,,,,
2022-11-23,1133.949951171875,6780.0498046875,-1.707420258626504,-238.9231487190193,1372.8730998908943,,,,,,,,,,,,,,,,
2022-11-24,1169.9000244140625,6771.35009765625,-1.4456967762013686,-202.6984570139473,1372.5984814280098,,,,,,,,,,,,,,,,
2022-11-25,1159.3499755859375,6747.5,-1.5173400652975615,-213.23086340403484,1372.5808389899723,,,,,,,,,,,,,,,,
2022-11-28,1158.800048828125,6777.4501953125,-1.5104729028867636,-212.7443761902689,1371.544425018394,,,,,,,,,,,,,,,,
2022-11-29,1175.699951171875,6734.14990234375,-1.390294078318647,-196.18541004547887,1371.885361217354,,,,,,,,,,,,,,,,
2022-11-30,1211.1500244140625,6720.9501953125,-1.1366256438867783,-160.5854710234678,1371.7354954375303,,,,,,,,,,,,,,,,
2022-12-01,1224.5999755859375,6747.75,-1.03424446809088,-146.24588943152617,1370.8458650174637,,,,,,,,,,,,,,,,
2022-12-02,1238.6500244140625,6675.75,-0.9412544627028464,-133.13371789951998,1371.7837423135825,,,,,,,,,,,,,,,,
2022-12-05,1223.4000244140625,6660.4501953125,-1.0473181250730323,-148.25704428292534,1371.6570686969878,,,,,,,,,,,,,,,,
2022-12-06,1220.1500244140625,6698.5498046875,-1.0616577899050186,-150.43936223366245,1370.589386647725,,,,,,,,,,,,,,,,
2022-12-07,1245.9000244140625,6625.2001953125,-0.8864042454793314,-125.7011781342112,1371.6012025482737,,,,,,,,,,,,,,,,
2022-12-08,1249.1500244140625,6581.9501953125,-0.8660373028095601,-122.8860975516086,1372.036121965671,,,,,,,,,,,,,,,,
2022-12-09,1247.949951171875,6517.4501953125,-0.8795622841355889,-124.88891802039348,1372.8388691922685,,,,,,,,,,,,,,,,
2022-12-12,1229.8499755859375,6506.5,-1.0048338351621515,-142.80680988686072,1372.6567854727982,,,,,,,,,,,,,,,,
2022-12-13,1224.449951171875,6620.10009765625,-1.0253073508272466,-145.83666409505076,1370.2866152669258,,,,,,,,,,,,,,,,
2022-12-14,1243.699951171875,6655.2001953125,-0.8827362577207261,-125.60406674996148,1369.3040179218365,,,,,,,,,,,,,,,,
2022-12-15,1234.199951171875,6625.39990234375,-0.9497221116907398,-135.2360290657291,1369.435980237604,,,,,,,,,,,,,,,,
2022-12-16,1236.449951171875,6596.89990234375,-0.9338934013224106,-133.05269595100322,1369.5026471228782,,,,,,,,,,,,,,,,
2022-12-19,1248.3499755859375,6687.0,-0.8370719250851242,-119.2939875716654,1367.643963157603,,,,,,,,,,,,,,,,
2022-12-20,1236.449951171875,6642.85009765625,-0.9223608071869576,-131.5324289233713,1367.9823800952463,,,,,,,,,,,,,,,,
2022-12-21,1224.4000244140625,6526.7001953125,-1.0163984130299075,-145.0879994762015,1369.488023890264,,,,,,,,,,,,,,,,
2022-12-22,1239.75,6490.64990234375,-0.9095862432966164,-129.92337704557576,1369.6733770455758,,,,,,,,,,,,,,,,
2022-12-23,1223.5999755859375,6374.60009765625,-1.031312774642436,-147.434337823727,1371.0343134096645,,,,,,,,,,,,,,,,
2022-12-26,1238.699951171875,6433.7001953125,-0.9155912306047492,-130.94553068338496,1369.64548185526,,,,,,,,,,,,,,,,
2022-12-27,1242.75,6504.7001953125,-0.8763244004544603,-125.3530691255114,1368.1030691255114,,,,,,,,,,,,,,,,
2022-12-28,1236.0999755859375,6476.10009765625,-0.9219955188539184,-131.90037100974587,1368.0003465956834,,,,,,,,,,,,,,,,
2022-12-29,1235.75,6510.89990234375,-0.9173066221557356,-131.23836241417348,1366.9883624141737,,,,,,,,,,,,,,,,
2022-12-30,1236.800048828125,6575.2001953125,-0.9002889277639041,-128.7884388740465,1365.5884877021715,,,,,,,,,,,,,,,,
2023-01-02,1241.3499755859375,6553.75,-0.8671162135647879,-124.02367999252964,1365.3736555784672,,,,,,,,,,,,,,,,
2023-01-03,1267.5999755859375,6606.25,-0.6760970718694178,-96.6124138758314,1364.212389461769,,,,,,,,,,,,,,,,
2023-01-04,1249.1500244140625,6571.0,-0.8052339215340636,-114.90916546107223,1364.0591898751347,,,,,,,,,,,,,,,,
2023-01-05,1277.0,6100.0498046875,-0.6428453947128319,-91.51118931218592,1368.511189312186,,,,,,,,,,,,,,,,
2023-01-06,1271.699951171875,5980.39990234375,-0.682628525834856,-97.02507021768156,1368.7250213895566,,,,,,,,,,,,,,,,
2023-01-09,1260.699951171875,5993.35009765625,-0.7519857303859727,-106.66654714712011,1367.3664983189951,,,,,,,,,,,,,,,,
