Dates,ICICIGI.NS Y,BAJFINANCE.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of BAJFINANCE.NS X,Effective Margin of ICICIGI.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of ICICIGI.NS X,Effective Investment of ICICIGI.NS Y,Multiplier X,Multiplier Y
2023-01-10,1241.699951171875,5904.14990234375,-0.882923292042539,-124.97386119576186,1366.6738123676369,,,,,,,,,,,,,,,,
2023-01-11,1241.949951171875,5895.75,-0.8735908580070976,-123.51224792025027,1365.4621990921253,,,,,,,,,,,,,,,,
2023-01-12,1238.449951171875,5898.39990234375,-0.8900500405173982,-125.73866619660772,1364.1886173684827,,,,,,,,,,,,,,,,
2023-01-13,1255.1500244140625,5977.7998046875,-0.7613687796603944,-107.44820283235184,1362.5982272464144,,,,,,,,,,,,,,,,
2023-01-16,1249.5,6010.89990234375,-0.793203445964709,-111.82419620956466,1361.324196209565,,,,,,,,,,,,,,,,
2023-01-17,1249.300048828125,5984.9501953125,-0.7880839905500729,-111.02481885818564,1360.3248676863109,,,,,,,,,,,,,,,,
2023-01-18,1200.1500244140625,5998.64990234375,-1.1286419947930455,-159.0331431421921,1359.1831675562546,,,,,,,,,,,,,,,,
2023-01-19,1169.5999755859375,6012.4501953125,-1.3361598897304163,-188.44351724271812,1358.0434928286556,,,,,,,,,,,,,,,,
2023-01-20,1153.5,5860.39990234375,-1.440690920241266,-203.44553174666908,1356.945531746669,,,,,,,,,,,,,,,,
2023-01-23,1160.0,5863.0,-1.3847918863794373,-195.8643775276105,1355.8643775276105,,,,,,,,,,,,,,,,
2023-01-24,1143.5999755859375,5855.0498046875,-1.4896500559862562,-211.09042867862425,1354.6904042645615,,,,,,,,,,,,,,,,
2023-01-25,1136.949951171875,5795.89990234375,-1.5257548941668817,-216.6810543048466,1353.6310054767216,,,,,,,,,,,,,,,,
2023-01-27,1131.699951171875,5760.7001953125,-1.5516070031495657,-220.8666356711508,1352.5665868430258,,,,,,,,,,,,,,,,
2023-01-30,1133.5999755859375,6021.7998046875,-1.5363378502150564,-219.31571377302748,1352.915689358965,,,,,,,,,,,,,,,,
2023-01-31,1129.75,5886.39990234375,-1.551063553801442,-221.9006095500904,1351.6506095500904,,,,,,,,,,,,,,,,
2023-02-01,1125.3499755859375,5817.2001953125,-1.569263296633993,-225.0143976225263,1350.3643732084638,,,,,,,,,,,,,,,,
2023-02-02,1130.3499755859375,5717.64990234375,-1.519056603760249,-218.1876842532604,1348.537659839198,,,,,,,,,,,,,,,,
2023-02-03,1133.449951171875,6014.25,-1.4977545654099278,-215.5924694759756,1349.0424206478506,,,,,,,,,,,,,,,,
2023-02-06,1134.199951171875,6104.2001953125,-1.4870879597329472,-214.41115363551356,1348.6111048073883,,,,,,,,,,,,,,,,
2023-02-07,1119.6500244140625,6160.5498046875,-1.5809116464670303,-228.3494431622123,1347.9994675762748,,,,,,,,,,,,,,,,
2023-02-08,1131.050048828125,6351.64990234375,-1.5038545435817112,-217.4476436213224,1348.4976924494474,,,,,,,,,,,,,,,,
2023-02-09,1135.25,6455.0,-1.4735847584858868,-213.2860292981161,1348.536029298116,,,,,,,,,,,,,,,,
2023-02-10,1152.4000244140625,6435.5,-1.3476520081532146,-195.18270852408205,1347.5827329381443,,,,,,,,,,,,,,,,
2023-02-13,1143.1500244140625,6345.5,-1.3986855379493408,-202.72908761844545,1345.879112032508,,,,,,,,,,,,,,,,
2023-02-14,1141.6500244140625,6458.7001953125,-1.4102791851007723,-204.58821833982893,1346.2382427538914,,,,,,,,,,,,,,,,
2023-02-15,1135.199951171875,6489.9501953125,-1.4503476870380725,-210.57187898626944,1345.7718301581444,,,,,,,,,,,,,,,,
2023-02-16,1118.4000244140625,6437.2998046875,-1.55439497054861,-225.9470085950284,1344.3470330090909,,,,,,,,,,,,,,,,
2023-02-17,1117.4000244140625,6416.7001953125,-1.551816019073379,-225.829678259536,1343.2297026735985,,,,,,,,,,,,,,,,
2023-02-20,1113.75,6367.39990234375,-1.5645489678745967,-227.9560992865363,1341.7060992865363,,,,,,,,,,,,,,,,
2023-02-21,1100.1500244140625,6379.25,-1.64973722212298,-240.81721329153697,1340.9672377055997,,,,,,,,,,,,,,,,
2023-02-22,1098.449951171875,6198.64990234375,-1.6347501138622391,-238.9005469818719,1337.350498153747,,,,,,,,,,,,,,,,
2023-02-23,1094.0999755859375,6202.35009765625,-1.6546757473926244,-242.1979585345848,1336.2979341205223,,,,,,,,,,,,,,,,
2023-02-24,1089.0999755859375,6236.25,-1.6820189361638591,-246.6312984046324,1335.73127399057,,,,,,,,,,,,,,,,
2023-02-27,1097.4000244140625,6194.5,-1.6108852473071853,-236.6860583835644,1334.086082797627,,,,,,,,,,,,,,,,
2023-02-28,1101.8499755859375,6112.10009765625,-1.5611442746754125,-229.79078047481107,1331.6407560607486,,,,,,,,,,,,,,,,
2023-03-01,1100.449951171875,6154.85009765625,-1.5657103930626557,-230.91047778153305,1331.360428953408,,,,,,,,,,,,,,,,
2023-03-02,1086.8499755859375,6083.0,-1.6379747924045391,-241.8461051217428,1328.6960807076805,,,,,,,,,,,,,,,,
2023-03-03,1079.0999755859375,6100.0498046875,-1.681076484046113,-248.6533728885886,1327.753348474526,,,,,,,,,,,,,,,,
2023-03-06,1092.550048828125,6134.85009765625,-1.5844246623709006,-234.6087030976589,1327.158751925784,,,,,,,,,,,,,,,,
2023-03-08,1093.4000244140625,5996.85009765625,-1.5473755798530735,-229.31020684684563,1322.710231260908,,,,,,,,,,,,,,,,
2023-03-09,1084.050048828125,5901.2998046875,-1.5833604048650312,-234.9179509266305,1318.9679997547555,,,,,,,,,,,,,,,,
2023-03-10,1075.1500244140625,5874.14990234375,-1.625755810034106,-241.55230698068883,1316.7023313947514,,,,,,,,,,,,,,,,
2023-03-13,1081.0999755859375,5833.5498046875,-1.5658766690403183,-232.9286317039796,1314.028607289917,,,,,,,,,,,,,,,,
2023-03-14,1072.0,5731.5498046875,-1.5945234225097948,-237.4529641442996,1309.4529641442996,,,,,,,,,,,,,,,,
2023-03-15,1060.6500244140625,5718.75,-1.6522327022237076,-246.30705209356984,1306.9570765076323,,,,,,,,,,,,,,,,
