Dates,SIEMENS.NS Y,ABB.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of ABB.NS X,Effective Margin of SIEMENS.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of SIEMENS.NS X,Effective Investment of SIEMENS.NS Y,Multiplier X,Multiplier Y
2023-12-21,3966.949951171875,4684.5,0.0774688643617145,10.875518359067428,3956.074432812808,,0.0069557040076357,,,,,,,,,,,,,,,
2023-12-22,3955.550048828125,4759.0,-0.3333854870831824,-46.78827400183809,4002.338322829963,,0.0070644763435073,,,,,,,,,,,,,,,
2023-12-26,4004.35009765625,4771.35009765625,-0.039806206308114,-5.585966970465051,4009.936064626715,,0.0070363401481217,,,,,,,,,,,,,,,
2023-12-27,3977.64990234375,4733.60009765625,-0.0607674375549554,-8.529193516410487,3986.179095860161,,0.0070151797380879,,,,,,,,,,,,,,,
2023-12-28,3959.85009765625,4642.9501953125,0.2165356917731374,30.40496941483343,3929.445128241417,,0.0068068212398618,,,,,,,,,,,,,,,
2023-12-29,4024.699951171875,4674.85009765625,0.5325004488011102,74.76969303127089,3949.930258140604,,0.0071825314024172,,,,,,,,,,,,,,,
2024-01-01,4025.550048828125,4682.2001953125,0.5024917077785256,70.56283433699537,3954.9872144911296,,0.0073364535641355,,,,,,,,,,,,,,,
2024-01-02,4041.60009765625,4701.60009765625,0.5262211904625804,73.90798759329027,3967.69211006296,,0.0072659088481254,,,,,,,,,,,,,,,
2024-01-03,4085.14990234375,4775.5498046875,0.5021725732544026,70.51885257619642,4014.6310497675536,,0.0068450757821215,,,,,,,,,,,,,,,
2024-01-04,4088.64990234375,4824.75,0.3059844927714447,42.9476854417012,4045.702216902049,,0.0060723817322128,,,,,,,,,,,,,,,
2024-01-05,4077.199951171875,4832.35009765625,0.1910714456423101,26.79978002834514,4050.40017114353,,0.0055987918049516,,,,,,,,,,,,,,,
2024-01-08,4015.5,4752.9501953125,0.1082660638410074,15.176255160546589,4000.323744839453,,0.0056030964895032,,,,,,,,,,,,,,,
2024-01-09,4193.39990234375,4920.39990234375,0.6247914311047634,87.47241777433373,4105.927484569416,,0.0051298375581524,,,,,,,,,,,,,,,
2024-01-10,4180.75,4935.7001953125,0.4648768701427624,64.99686770888184,4115.753132291118,,0.005886215368079,,,,,,,,,,,,,,,
2024-01-11,4159.7998046875,4871.85009765625,0.598284985602553,83.6421243381501,4076.15768034935,,0.0063442599608592,,,,,,,,,,,,,,,
2024-01-12,4154.10009765625,4783.9501953125,0.9452083384010294,132.24091429283226,4021.8591833634177,,0.007302983713258,,,,,,,,,,,,,,,
2024-01-15,4163.5498046875,4752.89990234375,1.1430877040543463,160.09078235883135,4003.4590223286687,,0.0080428622308451,,,,,,,,,,,,,,,
2024-01-16,4103.4501953125,4809.2998046875,0.4587416501813317,64.21884951641005,4039.23134579609,,0.0045875124822361,,,,,,,,,,,,,,,
2024-01-17,4106.7998046875,4773.0498046875,0.6432699392209029,89.95225272566404,4016.847551961836,,0.0062903308188223,,,,,,,,,,,,,,,
2024-01-18,4041.800048828125,4710.35009765625,0.4581348792869431,64.05435919756792,3977.745689630557,,0.0057490830319665,,,,,,,,,,,,,,,
2024-01-19,4141.5,4820.4501953125,0.6731397052209814,94.046593207328,4047.453406792672,,0.005402296354222,,,,,,,,,,,,,,,
2024-01-23,4083.89990234375,4770.5498046875,0.4838901232638393,67.55245774087962,4016.3474446028704,,0.0023891524501875,,,,,,,,,,,,,,,
2024-01-24,4199.0,4731.25,1.4809660216435208,206.26200846124948,3992.737991538751,,0.0048364603049747,,,,,,,,,,,,,,,
2024-01-25,4205.39990234375,4739.2998046875,1.4840369306259018,206.4655938177393,3998.93430852601,,0.008889453721941,,,,,,,,,,,,,,,
2024-01-29,4305.5498046875,4791.5498046875,1.9499329095551288,272.00802604071714,4033.541778646783,,0.0114792653388653,,,,,,,,,,,,,,,
