Dates,IDFCFIRSTB.NS Y,IDFC.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of IDFC.NS X,Effective Margin of IDFCFIRSTB.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of IDFCFIRSTB.NS X,Effective Investment of IDFCFIRSTB.NS Y,Multiplier X,Multiplier Y
2023-12-26,88.5,124.3499984741211,-1.0738834577480822,-2.4475073195972925,90.94750731959728,,2.645240931053824e-05,,,,,,,,,,,,,,,
2023-12-27,88.8499984741211,125.0,-1.1421882023848078,-2.5784879743286666,91.42848644844976,,3.5198829451969224e-05,,,,,,,,,,,,,,,
2023-12-28,88.69999694824219,125.0,-1.2131346939423278,-2.7175909211160274,91.4175878693582,,9.11819000697302e-06,,,,,,,,,,,,,,,
2023-12-29,88.9000015258789,126.6500015258789,-1.6908468899954077,-3.745237260487343,92.64523878636624,,0.000330548083433,,,,,,,,,,,,,,,
2024-01-01,87.80000305175781,125.5,-1.782706895050855,-3.9513609929961433,91.75136404475396,,0.0002781349861434,,,,,,,,,,,,,,,
2024-01-02,86.0999984741211,123.4499969482422,-1.8413873553044169,-4.080988539933145,90.18098701405424,,0.00020482158992,,,,,,,,,,,,,,,
2024-01-03,86.0999984741211,123.9000015258789,-1.9843750457929472,-4.391949304916025,90.49194777903712,,0.0001287930460182,,,,,,,,,,,,,,,
2024-01-04,87.05000305175781,125.8499984741211,-2.2104264187679625,-4.877936767513191,91.927939819271,,8.52197549510824e-05,,,,,,,,,,,,,,,
2024-01-05,86.69999694824219,124.9499969482422,-2.061845890679568,-4.524734643764049,91.22473159200624,,0.0001152847447646,,,,,,,,,,,,,,,
2024-01-08,85.44999694824219,123.5,-2.1287628483303678,-4.657122442508992,90.10711939075118,,0.0003450113210545,,,,,,,,,,,,,,,
2024-01-09,84.25,122.6999969482422,-2.3823687661466453,-5.22240897131708,89.47240897131708,,0.0003659237762174,,,,,,,,,,,,,,,
2024-01-10,83.9000015258789,121.0,-1.9495342895140733,-4.270064112707544,88.17006563858645,,0.0002462508527049,,,,,,,,,,,,,,,
2024-01-11,86.6500015258789,124.8000030517578,-1.9872649425306583,-4.348308946206217,90.99831047208512,,0.0003114482648578,,,,,,,,,,,,,,,
2024-01-12,87.1500015258789,124.8499984741211,-1.7655223845569197,-3.860853849121142,91.01085537500003,,0.0003057146277514,,,,,,,,,,,,,,,
2024-01-15,86.75,125.1999969482422,-2.0525252990812834,-4.494046324671146,91.24404632467116,,0.000535150381871,,,,,,,,,,,,,,,
2024-01-16,88.30000305175781,127.5,-2.1129251002935177,-4.63738633928925,92.93738939104706,,0.0005098120657973,,,,,,,,,,,,,,,
2024-01-17,85.19999694824219,123.8000030517578,-2.2397111723648364,-4.930474323657023,90.1304712718992,,0.0006985165933449,,,,,,,,,,,,,,,
2024-01-18,86.4000015258789,123.8499984741211,-1.699364130821777,-3.744454348016049,90.14445587389496,,0.0004984631388554,,,,,,,,,,,,,,,
2024-01-19,85.69999694824219,122.3000030517578,-1.4793714280196766,-3.2630480571491773,88.96304500539136,,0.0004049641670242,,,,,,,,,,,,,,,
2024-01-23,81.80000305175781,115.75,-1.0166844902597634,-2.242659920940241,84.04266297269805,,0.0002892204706569,,,,,,,,,,,,,,,
2024-01-24,79.5999984741211,115.3000030517578,-1.8496259511855837,-4.087117100991449,83.68711557511254,,0.0006298915405027,,,,,,,,,,,,,,,
2024-01-25,80.05000305175781,116.0,-1.869310339127543,-4.1421226502345405,84.19212570199235,,0.0006907888017363,,,,,,,,,,,,,,,
2024-01-29,83.5,118.1500015258789,-1.033854856037989,-2.291446293027008,85.79144629302701,,0.0003974182081757,,,,,,,,,,,,,,,
2024-01-30,82.69999694824219,117.0500030517578,-1.017155549314178,-2.256244249432456,84.95624119767464,,0.0004172727092585,,,,,,,,,,,,,,,
2024-01-31,84.3499984741211,119.4499969482422,-1.0770922729386645,-2.3909911868178995,86.740989660939,,0.0004801137557917,,,,,,,,,,,,,,,
2024-02-01,83.4000015258789,118.5999984741211,-1.2101375925331992,-2.690521136890069,86.09052266276898,,0.0005255590049337,,,,,,,,,,,,,,,
2024-02-02,82.55000305175781,117.75,-1.2977398156373312,-2.8893777672025465,85.43938081896036,,0.000578322758585,,,,,,,,,,,,,,,
2024-02-05,83.25,118.5999984741211,-1.2608848665192234,-2.810793341433836,86.06079334143384,,0.0005973891706275,,,,,,,,,,,,,,,
