Dates,IDFCFIRSTB.NS Y,IDFC.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of IDFC.NS X,Effective Margin of IDFCFIRSTB.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of IDFCFIRSTB.NS X,Effective Investment of IDFCFIRSTB.NS Y,Multiplier X,Multiplier Y
2024-02-06,83.0,118.1500015258789,-1.2141756417012406,-2.7103271440651326,85.71032714406513,,0.0005937040262209,,,,,,,,,,,,,,,
2024-02-07,83.1500015258789,118.5999984741211,-1.289318300348091,-2.8821817876314384,86.03218331351034,,0.0006035519017255,,,,,,,,,,,,,,,
2024-02-08,81.0,115.8499984741211,-1.3230821354413471,-2.9622822676224274,83.96228226762243,,0.0006742262170128,,,,,,,,,,,,,,,
2024-02-09,81.25,116.5999984741211,-1.452262850907641,-3.257553756971632,84.50755375697163,,0.0007915667251224,,,,,,,,,,,,,,,
2024-02-12,79.19999694824219,113.1999969482422,-1.2260796820631272,-2.755031586098568,81.95502853434076,,0.0006565880575146,,,,,,,,,,,,,,,
2024-02-13,80.5,115.1999969482422,-1.3052950645745862,-2.936309332062379,83.43630933206238,,0.0007068704905451,,,,,,,,,,,,,,,
2024-02-14,80.8499984741211,114.9499969482422,-1.0614279285835075,-2.3894703937228314,83.23946886784393,,0.0006066524034724,,,,,,,,,,,,,,,
2024-02-15,81.25,116.0500030517578,-1.2420598259633175,-2.798693549067707,84.0486935490677,,0.0006279101410657,,,,,,,,,,,,,,,
2024-02-16,82.8499984741211,118.4000015258789,-1.3039750498630671,-2.940073457725745,85.79007193184684,,0.0006422932759692,,,,,,,,,,,,,,,
2024-02-19,82.1500015258789,117.0999984741211,-1.1781536320679489,-2.65777342091144,84.80777494679035,,0.0005759404558593,,,,,,,,,,,,,,,
2024-02-20,81.75,116.5999984741211,-1.1846641281839188,-2.673213744085018,84.42321374408502,,0.0004644717281248,,,,,,,,,,,,,,,
2024-02-21,80.94999694824219,115.9000015258789,-1.3030352307383626,-2.939184536484518,83.8891814847267,,0.0005454870014749,,,,,,,,,,,,,,,
2024-02-22,81.1500015258789,116.6500015258789,-1.4563340489984995,-3.286052151681304,84.43605367756021,,0.0005504774872058,,,,,,,,,,,,,,,
2024-02-23,82.8499984741211,118.8000030517578,-1.4091394892145264,-3.178527539497253,86.02852601361835,,0.0006351451047086,,,,,,,,,,,,,,,
2024-02-26,83.94999694824219,119.3499984741211,-1.0999989520042417,-2.4805158005914905,86.43051274883368,,0.0004621741444214,,,,,,,,,,,,,,,
2024-02-27,83.30000305175781,118.6999969482422,-1.169281176229053,-2.635368142459697,85.93537119421751,,0.0007244031250345,,,,,,,,,,,,,,,
2024-02-28,80.55000305175781,115.4499969482422,-1.3053111403819997,-2.946465200271845,83.49646825202966,,0.0007327041367816,,,,,,,,,,,,,,,
2024-02-29,81.05000305175781,116.4499969482422,-1.407487831248692,-3.1804908805293053,84.23049393228712,,0.0007789785927257,,,,,,,,,,,,,,,
2024-03-01,82.19999694824219,117.5500030517578,-1.2563517766866592,-2.8405412205830918,85.04053816882528,,0.0007255176434318,,,,,,,,,,,,,,,
2024-03-04,82.0999984741211,117.5999984741211,-1.3108485247238562,-2.9662346512048714,85.06623312532597,,0.0006028719690559,,,,,,,,,,,,,,,
2024-03-05,81.55000305175781,117.5500030517578,-1.5312934156468334,-3.466548158363537,85.01655121012135,,0.0008557180819911,,,,,,,,,,,,,,,
2024-03-06,81.80000305175781,115.9000015258789,-0.8740203246775171,-1.9781131037247377,83.77811615548255,,0.000479633021087,,,,,,,,,,,,,,,
2024-03-07,80.80000305175781,115.4000015258789,-1.1474853632908888,-2.595873599107364,83.39587665086518,,0.000546643798122,,,,,,,,,,,,,,,
2024-03-11,80.5,114.1999969482422,-0.881849433301112,-1.9932338224398047,82.4932338224398,,0.0004732108689105,,,,,,,,,,,,,,,
2024-03-12,79.5,113.0500030517578,-0.9418179833724314,-2.1272522095900968,81.6272522095901,,0.0006382067925059,,,,,,,,,,,,,,,
2024-03-13,77.5,108.9000015258789,-0.4532024280651696,-1.0234613411646762,78.52346134116468,,0.0005165698467646,,,,,,,,,,,,,,,
2024-03-14,78.44999694824219,110.5999984741211,-0.5933544705046202,-1.3393570122636476,79.78935396050584,,0.0006275836320676,,,,,,,,,,,,,,,
2024-03-15,78.69999694824219,110.75,-0.5303587804034146,-1.1973409796064516,79.89733792784864,,0.0006419090249656,,,,,,,,,,,,,,,
2024-03-18,77.94999694824219,109.4000015258789,-0.414252113769981,-0.9354534245943852,78.88545037283657,,0.0006258340297076,,,,,,,,,,,,,,,
2024-03-19,76.6500015258789,108.4499969482422,-0.673367843028707,-1.52118292140932,78.17118444728823,,0.0006229475149219,,,,,,,,,,,,,,,
2024-03-20,76.3499984741211,107.8000030517578,-0.589756941539426,-1.3322076706650847,77.68220614478618,,0.0006145173007028,,,,,,,,,,,,,,,
2024-03-21,77.9000015258789,109.5999984741211,-0.4974263258830961,-1.123338307836491,79.0233398337154,,0.0002659569490512,,,,,,,,,,,,,,,
2024-03-22,78.05000305175781,110.4000015258789,-0.697130187103428,-1.5675163887434138,79.61751944050123,,0.000235417574319,,,,,,,,,,,,,,,
2024-03-26,77.69999694824219,110.1500015258789,-0.7718268499908219,-1.7275129559825757,79.42750990422476,,0.0001368233113207,,,,,,,,,,,,,,,
2024-03-27,77.80000305175781,111.25,-1.0973003562133412,-2.4412200023376585,80.24122305409547,,0.0001981483269716,,,,,,,,,,,,,,,
2024-03-28,75.4000015258789,110.6999969482422,-1.9897524697917548,-4.41819687798106,79.81819840385997,,0.0004436096264094,,,,,,,,,,,,,,,
2024-04-01,77.5,113.1999969482422,-1.8782630389852983,-4.164151813030713,81.66415181303071,,0.0006935209671941,,,,,,,,,,,,,,,
2024-04-02,79.1500015258789,115.1999969482422,-1.7970136987901155,-3.985220475571566,83.13522200145047,,0.000818581455123,,,,,,,,,,,,,,,
2024-04-03,78.4000015258789,114.9000015258789,-2.02247860922477,-4.495173067838309,82.89517459371721,,0.0010394650477159,,,,,,,,,,,,,,,
2024-04-04,79.44999694824219,116.0,-1.9068569387774268,-4.245237627159895,83.69523457540208,,0.0009634569122016,,,,,,,,,,,,,,,
2024-04-05,80.6500015258789,117.5,-1.857206361193589,-4.140458520599424,84.79046004647833,,0.0004893235200292,,,,,,,,,,,,,,,
2024-04-08,82.5,121.4499969482422,-2.328860400182812,-5.19250865027071,87.69250865027071,,0.0021131533977433,,,,,,,,,,,,,,,
2024-04-09,82.1500015258789,120.6999969482422,-2.217589659999626,-4.96266267220085,87.11266419807976,,0.0019322106419541,,,,,,,,,,,,,,,
2024-04-10,84.69999694824219,124.5500030517578,-2.328665098392674,-5.229814908412337,89.92981185665452,,0.0026712296321851,,,,,,,,,,,,,,,
2024-04-12,84.3499984741211,123.5500030517578,-2.135596550809222,-4.81414582552361,89.1641442996447,,0.0025640285361755,,,,,,,,,,,,,,,
2024-04-15,82.75,121.9499969482422,-2.298277441256452,-5.206139568331736,87.95613956833174,,0.0032870810670494,,,,,,,,,,,,,,,
2024-04-16,82.69999694824219,122.3499984741211,-2.424930722556484,-5.522486291726565,88.22248323996875,,0.0040145635842036,,,,,,,,,,,,,,,
2024-04-18,82.5999984741211,121.9499969482422,-2.316285034681722,-5.300492595345986,87.90049106946708,,0.0044846867261285,,,,,,,,,,,,,,,
2024-04-19,81.8499984741211,122.8499984741211,-2.8943787916462127,-6.6787447563607,88.5287432304818,,0.009124776164761,,,,,,,,,,,,,,,
2024-04-22,83.19999694824219,123.8499984741211,-2.596818941050101,-6.0319884176775815,89.23198536591977,,0.0071270597830581,,,,,,,,,,,,,,,
2024-04-23,83.44999694824219,124.9499969482422,-2.7999102762743515,-6.5538612038238,90.00385815206599,,0.0100929859916951,,,,,,,,,,,,,,,
2024-04-24,83.3499984741211,124.1999969482422,-2.576227500057944,-6.070615253570011,89.4206137276911,,0.008787411201805,,,,,,,,,,,,,,,
2024-04-25,83.4000015258789,124.3499984741211,-2.570751743672321,-6.097709335465396,89.4977108613443,,0.0098193908163917,,,,,,,,,,,,,,,
2024-04-26,84.80000305175781,127.25,-2.8369489539781294,-6.7821913807381975,91.582194432496,,0.0142602596174197,,,,,,,,,,,,,,,
2024-04-29,81.6500015258789,121.6500015258789,-2.4134023412671777,-5.8059291936524176,87.45593071953132,,0.0096998494634478,,,,,,,,,,,,,,,
2024-04-30,82.1500015258789,121.6999969482422,-2.1997206739578417,-5.31673857291419,87.4667400987931,,0.0087648848045969,,,,,,,,,,,,,,,
2024-05-02,81.55000305175781,121.4000015258789,-2.333442018239732,-5.671032107820622,87.22103515957843,,0.0106700145729357,,,,,,,,,,,,,,,
2024-05-03,80.9000015258789,119.3499984741211,-1.9686635256664544,-4.803681029522423,85.70368255540133,,0.0081856901673293,,,,,,,,,,,,,,,
2024-05-06,80.05000305175781,118.1500015258789,-1.9427305820012968,-4.758970165788185,84.808973217546,,0.0086050259148944,,,,,,,,,,,,,,,
2024-05-07,77.8499984741211,114.4000015258789,-1.713251296411688,-4.210553003629315,82.06055147775041,,0.0073000850235823,,,,,,,,,,,,,,,
2024-05-08,76.94999694824219,113.6999969482422,-1.85955389356412,-4.585695930150351,81.53569287839254,,0.0087306400532178,,,,,,,,,,,,,,,
2024-05-09,75.8499984741211,111.25,-1.5729203649406427,-3.888921149567011,79.7389196236881,,0.0071819334419098,,,,,,,,,,,,,,,
2024-05-10,76.55000305175781,112.75,-1.721564172627731,-4.268527168550747,80.81853022030856,,0.0082053926955727,,,,,,,,,,,,,,,
2024-05-13,77.1500015258789,113.9000015258789,-1.8060530770628491,-4.491969597137242,81.64197112301615,,0.0095538626218789,,,,,,,,,,,,,,,
2024-05-14,77.5,114.0500030517578,-1.698644222949009,-4.237243856748734,81.73724385674873,,0.0091541798178814,,,,,,,,,,,,,,,
2024-05-15,76.9000015258789,113.3499984741211,-1.7239598930278226,-4.313585068373541,81.21358659425245,,0.0097197666445793,,,,,,,,,,,,,,,
2024-05-16,77.05000305175781,113.75,-1.7688939117444116,-4.440005581628071,81.49000863338588,,0.0104905997053409,,,,,,,,,,,,,,,
2024-05-17,77.19999694824219,114.3000030517578,-1.8558165882319329,-4.674369248730869,81.87436619697306,,0.0117316937797685,,,,,,,,,,,,,,,
2024-05-21,77.44999694824219,114.8000030517578,-1.8876121341763927,-4.771541359133764,82.22153830737595,,0.0125541665709395,,,,,,,,,,,,,,,
