Dates,ULTRACEMCO.NS Y,DALBHARAT.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of DALBHARAT.NS X,Effective Margin of ULTRACEMCO.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of ULTRACEMCO.NS X,Effective Investment of ULTRACEMCO.NS Y,Multiplier X,Multiplier Y
2023-01-04,7005.35009765625,1848.0999755859373,-0.2416162299588483,-63.35886145706718,7068.708959113317,,,,,,,,,,,,,,,,
2023-01-05,7007.0,1875.1500244140625,-0.4511841705808145,-118.257982543224,7125.257982543224,,,,,,,,,,,,,,,,
2023-01-06,6982.2001953125,1875.449951171875,-0.5466340239212871,-143.19569185513137,7125.395887167631,,,,,,,,,,,,,,,,
2023-01-09,7034.85009765625,1884.699951171875,-0.4184123565798883,-109.59670885941068,7144.446806515661,,,,,,,,,,,,,,,,
2023-01-10,6920.2998046875,1873.5,-0.7634737415954501,-200.10045206438556,7120.4002567518855,,,,,,,,,,,,,,,,
2023-01-11,7021.9501953125,1868.199951171875,-0.3323030564993486,-87.10398682929008,7109.05418214179,,,,,,,,,,,,,,,,
2023-01-12,7153.35009765625,1897.5,-0.064850192247355,-16.99648932341006,7170.34658697966,,,,,,,,,,,,,,,,
2023-01-13,7248.89990234375,1899.0,0.2870999718130529,75.24380763337285,7173.656094710377,,,,,,,,,,,,,,,,
2023-01-16,7284.85009765625,1891.449951171875,0.4835248338617307,126.72580376569384,7158.124293890556,,,,,,,,,,,,,,,,
2023-01-17,7377.64990234375,1905.5999755859373,0.7231434874660823,189.53501023548412,7188.114892108266,,,,,,,,,,,,,,,,
2023-01-18,7283.4501953125,1884.4000244140625,0.5313660099225235,139.30634186251154,7144.1438534499885,,,,,,,,,,,,,,,,
2023-01-19,7212.35009765625,1877.050048828125,0.3180303020230279,83.37381316107258,7128.976284495177,,,,,,,,,,,,,,,,
2023-01-20,7177.14990234375,1839.0999755859373,0.4845944035434033,127.0808992136608,7050.069003130089,,,,,,,,,,,,,,,,
2023-01-23,6849.75,1767.199951171875,-0.1916720550363056,-50.26938974238146,6900.0193897423815,,,,,,,,,,,,,,,,
2023-01-24,6809.7001953125,1759.699951171875,-0.2856344881619674,-74.85338975907234,6884.553585071572,,,,,,,,,,,,,,,,
2023-01-25,6705.10009765625,1728.3499755859375,-0.4367317325373375,-114.38837031585172,6819.488467972102,,,,,,,,,,,,,,,,
2023-01-27,6715.60009765625,1693.699951171875,-0.1230015100320865,-32.20511062676451,6747.805208283015,,,,,,,,,,,,,,,,
2023-01-30,6887.7001953125,1717.550048828125,0.3425808966587886,89.58609407605672,6798.114101236443,,,,,,,,,,,,,,,,
2023-01-31,7085.5498046875,1767.75,0.699826530899723,183.0910716581748,6902.458733029325,,,,,,,,,,,,,,,,
2023-02-01,7141.39990234375,1768.4000244140625,0.9080325690617244,237.4907486095517,6903.909153734198,,,,,,,,,,,,,,,,
2023-02-02,7167.64990234375,1802.6500244140625,0.7364084267490446,192.5055657590656,6975.144336584684,,,,,,,,,,,,,,,,
2023-02-03,7189.2001953125,1867.8499755859373,0.3002511325257793,78.36074500397262,7110.839450308527,,,,,,,,,,,,,,,,
2023-02-06,7127.25,1885.4000244140625,-0.0779466598398355,-20.24950932569027,7147.49950932569,,,,,,,,,,,,,,,,
2023-02-07,7071.7998046875,1853.0,-0.0298058691950166,-7.727721928717074,7079.527526616217,,,,,,,,,,,,,,,,
2023-02-08,7250.35009765625,1907.5999755859373,0.2174488091123065,56.23177281120297,7194.118324845047,,,,,,,,,,,,,,,,
2023-02-09,7179.75,1926.25,-0.2069352896492873,-53.417462923333005,7233.167462923333,,,,,,,,,,,,,,,,
2023-02-10,7206.0498046875,1939.3499755859373,-0.2115078282851914,-54.5188439260055,7260.5686486135055,,,,,,,,,,,,,,,,
2023-02-13,7179.25,1929.0999755859373,-0.23077871083721,-59.48411457687144,7238.734114576871,,,,,,,,,,,,,,,,
2023-02-14,7139.2001953125,1902.550048828125,-0.1683235363489588,-43.38335441448635,7182.583549726986,,,,,,,,,,,,,,,,
2023-02-15,7151.85009765625,1920.3499755859373,-0.2638715679513356,-67.94845726763106,7219.798554923881,,,,,,,,,,,,,,,,
2023-02-16,7171.75,1931.800048828125,-0.2793843346906944,-71.90854611462237,7243.658546114622,,,,,,,,,,,,,,,,
2023-02-17,7297.85009765625,1945.0999755859373,0.1012263657558162,26.051329386566067,7271.798768269684,,,,,,,,,,,,,,,,
2023-02-20,7426.85009765625,1935.5999755859373,0.6777845153917562,174.5105798427121,7252.339517813538,,,,,,,,,,,,,,,,
2023-02-21,7340.5498046875,1909.0,0.5588483773322223,143.9555749113988,7196.594229776101,,,,,,,,,,,,,,,,
2023-02-22,7205.75,1912.949951171875,0.0032279017088435,0.8314463462338608,7204.918553653766,,,,,,,,,,,,,,,,
2023-02-23,7176.9501953125,1894.8499755859373,0.0402481440072152,10.36252913033968,7166.58766618216,,,,,,,,,,,,,,,,
2023-02-24,7216.7001953125,1881.0,0.3081403485024752,79.3138460997834,7137.386349212717,,,,,,,,,,,,,,,,
2023-02-27,7186.64990234375,1838.0,0.5431265950612788,139.84809084383778,7046.801811499912,,,,,,,,,,,,,,,,
2023-02-28,7261.2998046875,1833.9000244140625,0.8647043895686191,222.78870362992168,7038.511101057578,,,,,,,,,,,,,,,,
2023-03-01,7274.14990234375,1875.699951171875,0.5700114993119654,146.8639324546366,7127.285969889113,,,,,,,,,,,,,,,,
2023-03-02,7289.2001953125,1845.75,0.8730583748938349,225.05037984436967,7064.14981546813,,,,,,,,,,,,,,,,
2023-03-03,7215.9501953125,1862.800048828125,0.4509489823375988,115.86647105729662,7100.083724255203,,,,,,,,,,,,,,,,
2023-03-06,7200.60009765625,1828.199951171875,0.6811838535349811,174.35464396635234,7026.245453689898,,,,,,,,,,,,,,,,
2023-03-08,7267.25,1828.6500244140625,0.9400494585465524,240.07491571770333,7027.175084282297,,,,,,,,,,,,,,,,
2023-03-09,7242.9501953125,1824.1500244140625,0.8853996290504977,225.50441418294577,7017.445781129554,,,,,,,,,,,,,,,,
2023-03-10,7226.39990234375,1800.0,1.0271558736212858,260.860642073093,6965.539260270657,,,,,,,,,,,,,,,,
2023-03-13,7075.60009765625,1739.75,0.9443558328242468,239.5408516821335,6836.0592459741165,,,,,,,,,,,,,,,,
2023-03-14,7063.9501953125,1750.300048828125,0.8104568093964795,205.42232974365837,6858.527865568842,,,,,,,,,,,,,,,,
2023-03-15,7100.75,1785.5,0.6580711078034651,166.67584942483336,6934.074150575167,,,,,,,,,,,,,,,,
2023-03-16,7104.60009765625,1785.449951171875,0.6725918446900755,170.4168692258918,6934.183228430358,,,,,,,,,,,,,,,,
