Dates,IGL.NS Y,MGL.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of MGL.NS X,Effective Margin of IGL.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of IGL.NS X,Effective Investment of IGL.NS Y,Multiplier X,Multiplier Y
2023-01-12,418.7999877929688,861.9500122070312,0.0045124041904058,0.1108380042711587,418.6891497886976,,,,,,,,,,,,,,,,
2023-01-13,416.6000061035156,854.9500122070312,0.0350509038936885,0.857869566526972,415.7421365369887,,,,,,,,,,,,,,,,
2023-01-16,414.2999877929688,850.7999877929688,0.0127835841146868,0.31225087618526,413.9877369167835,,,,,,,,,,,,,,,,
2023-01-17,418.4500122070313,854.0499877929688,0.1295700096317318,3.1562696604863163,415.2937425465449,,,,,,,,,,,,,,,,
2023-01-18,422.2000122070313,862.6500244140625,0.1395628234621311,3.3857895307671697,418.8142226762641,,,,,,,,,,,,,,,,
2023-01-19,419.3999938964844,859.5499877929688,0.0793905742000809,1.9175726672412448,417.48242122924313,,,,,,,,,,,,,,,,
2023-01-20,424.8999938964844,867.75,0.169024930963494,4.071542355210909,420.8284515412735,,,,,,,,,,,,,,,,
2023-01-23,431.75,883.4500122070312,0.1867359775528361,4.485030669147363,427.26496933085264,,,,,,,,,,,,,,,,
2023-01-24,424.2000122070313,873.2000122070312,0.0509747268128839,1.2209003294981926,422.97911187753306,,,,,,,,,,,,,,,,
2023-01-25,413.1499938964844,866.4500122070312,-0.2918008958652638,-6.969166999754805,420.1191608962392,,,,,,,,,,,,,,,,
2023-01-27,417.8999938964844,850.7000122070312,0.180706001813605,4.306225713756021,413.5937681827284,,,,,,,,,,,,,,,,
2023-01-30,416.1000061035156,849.4500122070312,0.1280537597673017,3.0478137640282057,413.0521923394874,,,,,,,,,,,,,,,,
2023-01-31,425.4500122070313,883.9500122070312,-0.0742970852190725,-1.7657520429509077,427.21576424998216,,,,,,,,,,,,,,,,
2023-02-01,423.9500122070313,880.7000122070312,-0.0786729751961104,-1.8624369434007235,425.812449150432,,,,,,,,,,,,,,,,
2023-02-02,424.6499938964844,851.8499755859375,0.4532391898264126,10.704452975159596,413.9455409213248,,,,,,,,,,,,,,,,
2023-02-03,418.8999938964844,850.3499755859375,0.236584135572001,5.57923928765797,413.3207546088264,,,,,,,,,,,,,,,,
2023-02-06,423.25,882.0,-0.1278024159909369,-3.010176617078628,426.2601766170786,,,,,,,,,,,,,,,,
2023-02-07,421.8999938964844,883.7000122070312,-0.2131976500827431,-5.016549571507198,426.9165434679916,,,,,,,,,,,,,,,,
2023-02-08,436.0499877929688,903.0499877929688,0.0526919732436872,1.2385407437449203,434.81144704922383,,,,,,,,,,,,,,,,
2023-02-09,433.1499938964844,893.2999877929688,0.1005937215275994,2.3606706236528225,430.7893232728316,,,,,,,,,,,,,,,,
2023-02-10,442.1000061035156,901.3499755859376,0.34295489817248,8.038023486469115,434.0619826170465,,,,,,,,,,,,,,,,
2023-02-13,433.8500061035156,891.8499755859375,0.1577593143708896,3.692066773846306,430.1579393296693,,,,,,,,,,,,,,,,
2023-02-14,430.1499938964844,889.2999877929688,0.0447880170873129,1.0477399891833556,429.102253907301,,,,,,,,,,,,,,,,
2023-02-15,435.3999938964844,904.2999877929688,0.0087202549913578,0.2039304662116592,435.1960634302727,,,,,,,,,,,,,,,,
2023-02-16,435.7999877929688,920.8499755859376,-0.2612233193134228,-6.108548819153839,441.9085366121226,,,,,,,,,,,,,,,,
2023-02-17,432.25,886.9000244140625,0.1791048116170301,4.182455846558128,428.0675441534419,,,,,,,,,,,,,,,,
2023-02-20,436.2000122070313,889.6500244140625,0.2994469786215061,6.993016469850431,429.2069957371808,,,,,,,,,,,,,,,,
2023-02-21,437.0499877929688,894.75,0.2459263041799843,5.742279126579319,431.30770866638943,,,,,,,,,,,,,,,,
2023-02-22,436.1499938964844,883.0999755859375,0.4088070438784041,9.541265675201087,426.6087282212833,,,,,,,,,,,,,,,,
2023-02-23,433.2000122070313,875.4000244140625,0.4151560604626556,9.683309493622572,423.5167027134087,,,,,,,,,,,,,,,,
2023-02-24,438.25,880.6500244140625,0.5390151579186615,12.53218524031672,425.7178147596833,,,,,,,,,,,,,,,,
2023-02-27,435.5499877929688,873.6500244140625,0.5449865097778241,12.621277755365044,422.9287100376037,,,,,,,,,,,,,,,,
2023-02-28,438.6499938964844,895.8499755859375,0.2846467240935767,6.567627455853028,432.08236644063135,,,,,,,,,,,,,,,,
2023-03-01,439.8500061035156,903.9500122070312,0.1907142402791576,4.390032337842854,435.4599737656728,,,,,,,,,,,,,,,,
2023-03-02,431.2999877929688,898.9500122070312,-0.093244394221051,-2.142120473733712,433.44210826670246,,,,,,,,,,,,,,,,
2023-03-03,430.3999938964844,906.9000244140624,-0.2769727815292328,-6.348241331331053,436.7482352278154,,,,,,,,,,,,,,,,
2023-03-06,445.0499877929688,985.9500122070312,-1.0659615826227264,-24.37085433286353,469.4208421258323,,,,,,,,,,,,,,,,
2023-03-08,447.1000061035156,987.2999877929688,-1.0036585913550902,-22.92754968013071,470.02755578364633,,,,,,,,,,,,,,,,
2023-03-09,446.5499877929688,997.0,-1.2059277549378336,-27.5335591696317,474.0835469626005,,,,,,,,,,,,,,,,
2023-03-10,443.8999938964844,986.3499755859376,-1.132067571178644,-25.821257870478576,469.72125176696295,,,,,,,,,,,,,,,,
2023-03-13,435.8500061035156,990.3499755859376,-1.566828783794287,-35.63004357108014,471.48004967459576,,,,,,,,,,,,,,,,
2023-03-14,427.9500122070313,981.5999755859376,-1.767654280327412,-40.0091861813886,467.9591983884199,,,,,,,,,,,,,,,,
2023-03-15,421.1000061035156,974.2999877929688,-1.9386231802816432,-43.85638011271362,464.9563862162293,,,,,,,,,,,,,,,,
2023-03-16,427.5,987.0999755859376,-1.8909345192132323,-42.823506995583614,470.3235069955836,,,,,,,,,,,,,,,,
