Dates,IGL.NS Y,MGL.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of MGL.NS X,Effective Margin of IGL.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of IGL.NS X,Effective Investment of IGL.NS Y,Multiplier X,Multiplier Y
2022-12-21,438.1000061035156,887.5,0.3509424294347797,8.696052991025454,429.40395311249017,,,,,,,,,,,,,,,,
2022-12-22,424.4500122070313,865.75,0.1665644020443711,4.1267994933916725,420.3232127136396,,,,,,,,,,,,,,,,
2022-12-23,401.4500122070313,828.7999877929688,-0.1381287063608081,-3.420517858678465,404.8705300657097,,,,,,,,,,,,,,,,
2022-12-26,412.0499877929688,848.0999755859375,-0.0364307854825886,-0.9022022302149252,412.9521900231837,,,,,,,,,,,,,,,,
2022-12-27,413.6499938964844,847.1500244140625,0.0436968564736367,1.082016352747928,412.5679775437365,,,,,,,,,,,,,,,,
2022-12-28,411.1000061035156,843.0999755859375,0.0091321038305911,0.2261209389037617,410.8738851646119,,,,,,,,,,,,,,,,
2022-12-29,406.5,837.75,-0.085981324619251,-2.1289123240659364,408.62891232406594,,,,,,,,,,,,,,,,
2022-12-30,413.9500122070313,838.25,0.205812701643877,5.096221557432727,408.8537906495985,,,,,,,,,,,,,,,,
2023-01-02,419.1000061035156,845.2000122070312,0.2956890105914017,7.322454178213945,411.7775519253017,,,,,,,,,,,,,,,,
2023-01-03,419.2999877929688,856.5999755859375,0.1106824378990298,2.7411449533348105,416.55884283963394,,,,,,,,,,,,,,,,
2023-01-04,417.1000061035156,851.4500122070312,0.1086132277070651,2.6898104321953724,414.41019567132025,,,,,,,,,,,,,,,,
2023-01-05,421.6000061035156,867.3499755859375,0.0220881990018094,0.5469588620869104,421.0530472414287,,,,,,,,,,,,,,,,
2023-01-06,416.8500061035156,859.5499877929688,-0.0374669183132386,-0.9274036543331476,417.7774097578488,,,,,,,,,,,,,,,,
2023-01-09,422.6000061035156,869.4000244140625,0.0294302989980588,0.727745073420806,421.8722610300948,,,,,,,,,,,,,,,,
2023-01-10,426.4500122070313,868.0499877929688,0.208642193543429,5.152540505882371,421.2974717011489,,,,,,,,,,,,,,,,
2023-01-11,421.6000061035156,867.4000244140625,0.024527217489984,0.604256149040566,420.9957499544751,,,,,,,,,,,,,,,,
