Dates,TORNTPHARM.NS Y,ALKEM.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of ALKEM.NS X,Effective Margin of TORNTPHARM.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of TORNTPHARM.NS X,Effective Investment of TORNTPHARM.NS Y,Multiplier X,Multiplier Y
2023-10-13,1895.5999755859373,3612.449951171875,1.331893991248884,209.4051750925223,1686.1948004934152,,0.3812569572881631,,,,,,,,,,,,,,,
2023-10-16,1912.3499755859373,3609.35009765625,1.4304730253953764,224.8127169796103,1687.5372586063272,,0.4866386823436088,,,,,,,,,,,,,,,
2023-10-17,1921.550048828125,3620.300048828125,1.4475467951603302,227.34675357304468,1694.2032952550803,,0.4066956331193541,,,,,,,,,,,,,,,
2023-10-18,1917.0,3632.89990234375,1.3740325951029686,215.8829384324936,1701.1170615675064,,0.2831870590183993,,,,,,,,,,,,,,,
2023-10-19,1919.199951171875,3615.85009765625,1.4154661034643117,222.2905305896184,1696.9094205822566,,0.2603287214996138,,,,,,,,,,,,,,,
2023-10-20,1891.5999755859373,3585.60009765625,1.30192490455855,203.9319611086976,1687.66801447724,,0.3431301456580047,,,,,,,,,,,,,,,
2023-10-23,1877.300048828125,3533.85009765625,1.331220108244431,207.97345181334092,1669.326597014784,,0.2690301010600868,,,,,,,,,,,,,,,
2023-10-25,1922.25,3585.35009765625,1.474743132460974,230.1168116763979,1692.133188323602,,0.2816724704166925,,,,,,,,,,,,,,,
2023-10-26,1889.6500244140625,3560.800048828125,1.3172365102890802,205.0318017361424,1684.61822267792,,0.2529996501459892,,,,,,,,,,,,,,,
2023-10-27,1920.6500244140625,3675.14990234375,1.1987555816729076,185.84607052123965,1734.8039538928228,,0.2359745928063727,,,,,,,,,,,,,,,
2023-10-30,1930.3499755859373,3691.75,1.200918246478024,185.59667626725104,1744.7532993186865,,0.3151334450786629,,,,,,,,,,,,,,,
2023-10-31,1924.25,3721.85009765625,1.063013118895732,163.71038158435113,1760.5396184156489,,0.2674983929501969,,,,,,,,,,,,,,,
2023-11-01,1920.050048828125,3722.64990234375,1.0192372849662246,156.6897225113787,1763.3603263167463,,0.1944655299994941,,,,,,,,,,,,,,,
2023-11-02,1927.4000244140625,3792.25,0.8561826846885975,131.15694008841774,1796.2430843256448,,0.1766853706115092,,,,,,,,,,,,,,,
2023-11-03,1960.4000244140625,3808.949951171875,1.0073948432509248,153.92500162620172,1806.4750227878608,,0.218223444793268,,,,,,,,,,,,,,,
2023-11-06,1966.5,3825.199951171875,0.9842323674793156,150.0383491041216,1816.4616508958784,,0.1598949339535622,,,,,,,,,,,,,,,
2023-11-07,1998.4000244140625,4027.35009765625,0.5841507434770844,88.40989909407494,1909.990125319988,,0.1158484478957405,,,,,,,,,,,,,,,
2023-11-08,2028.0999755859373,4232.7001953125,0.1493016794444754,22.389914576180672,2005.7100610097568,,0.11163193360624,,,,,,,,,,,,,,,
2023-11-09,2051.199951171875,4282.7001953125,0.1328288991843541,19.818427337909725,2031.3815238339653,,0.1540982492328604,,,,,,,,,,,,,,,
2023-11-10,2058.199951171875,4306.25,0.0953723668806543,14.187201858190749,2044.0127493136845,,0.1316908706105752,,,,,,,,,,,,,,,
2023-11-13,2066.0,4299.9501953125,0.1522254234103421,22.582149382257285,2043.4178506177427,,0.1895131340370465,,,,,,,,,,,,,,,
2023-11-15,2054.60009765625,4344.9501953125,-0.0625069314050711,-9.248261168790576,2063.8483588250406,0.0,0.1894766163048885,,,,,,,,,,,,,,,
2023-11-16,2039.550048828125,4361.25,-0.2116691296961797,-31.26331758149809,2070.813366409623,,0.193812647786661,,,,,,,,,,,,,,,
2023-11-17,2082.35009765625,4448.4501953125,-0.1880120642506123,-27.67005461709596,2110.020152273346,,0.2541654662410052,,,,,,,,,,,,,,,
2023-11-20,2110.75,4390.5498046875,0.1773848171120362,26.14724175975607,2084.602758240244,,0.2041749481166977,,,,,,,,,,,,,,,
2023-11-21,2119.64990234375,4488.2998046875,-0.0730974470871585,-10.73402167519498,2130.383924018945,,0.2196284036644947,,,,,,,,,,,,,,,
2023-11-22,2111.550048828125,4530.9501953125,-0.2595076100616438,-38.0400940360164,2149.5901428641414,,0.1941881036683699,,,,,,,,,,,,,,,
2023-11-23,2106.550048828125,4521.14990234375,-0.2661627776985961,-38.97784284274849,2145.527891670873,,0.2214374530152839,,,,,,,,,,,,,,,
2023-11-24,2090.800048828125,4557.7998046875,-0.4771249429312158,-69.77172970846823,2160.571778536593,,0.2152340728562456,,,,,,,,,,,,,,,
2023-11-28,2079.0,4554.2001953125,-0.5354251382520916,-78.25112824605867,2157.2511282460587,,0.2338455724012457,,,,,,,,,,,,,,,
2023-11-29,2091.85009765625,4567.25,-0.4771650394000382,-69.68293350224758,2161.5330311584976,,0.224400650449592,,,,,,,,,,,,,,,
2023-11-30,2126.550048828125,4723.5498046875,-0.7022985252638378,-102.11928507617633,2228.6693339043013,,0.2806383216105749,,,,,,,,,,,,,,,
2023-12-01,2151.25,4647.89990234375,-0.2907098745123819,-42.363400855110285,2193.6134008551103,,0.2673210176245324,,,,,,,,,,,,,,,
2023-12-04,2133.60009765625,4613.14990234375,-0.2974950630764243,-43.40017891779826,2177.0002765740483,,0.2607480939059606,,,,,,,,,,,,,,,
2023-12-05,2100.0,4652.85009765625,-0.6322113390169173,-92.1818201714359,2192.181820171436,,0.2780749392946862,,,,,,,,,,,,,,,
2023-12-06,2079.949951171875,4725.7998046875,-0.9615166041944602,-140.10271449656284,2220.052665668438,,0.2966247369792433,,,,,,,,,,,,,,,
2023-12-07,2100.550048828125,4889.5,-1.26938151055062,-184.5299254786314,2285.0799743067564,,0.3425426339851554,,,,,,,,,,,,,,,
2023-12-08,2053.449951171875,4796.0498046875,-1.2642519264926213,-184.55353562176288,2238.003486793638,,0.3545721185305871,,,,,,,,,,,,,,,
2023-12-11,2078.35009765625,4725.25,-0.8563284336418899,-125.32029858065516,2203.670396236905,,0.3013088371241146,,,,,,,,,,,,,,,
2023-12-12,2048.0,4795.2001953125,-1.2299057114584315,-180.0119751911775,2228.011975191177,,0.3444893484935962,,,,,,,,,,,,,,,
2023-12-13,2079.10009765625,4885.35009765625,-1.2369825371374217,-180.998480618543,2260.098578274793,,0.3542182816532132,,,,,,,,,,,,,,,
2023-12-14,2103.39990234375,4857.2001953125,-0.9563770328561948,-140.19159400921535,2243.5914963529654,,0.311363889262317,,,,,,,,,,,,,,,
2023-12-15,2093.35009765625,4919.35009765625,-1.1632519008551518,-170.53561983147938,2263.8857174877294,,0.3363370243727614,,,,,,,,,,,,,,,
2023-12-18,2144.199951171875,4903.25,-0.747172490915848,-109.63965661554448,2253.8396077874195,,0.3091020409765206,,,,,,,,,,,,,,,
2023-12-19,2170.550048828125,4936.64990234375,-0.6414253447124385,-94.12708398534323,2264.677132813468,,0.274651722623614,,,,,,,,,,,,,,,
2023-12-20,2147.050048828125,4877.35009765625,-0.6185580965150342,-90.88277939986392,2237.932828227989,,0.3023374150268201,,,,,,,,,,,,,,,
2023-12-21,2195.199951171875,4909.89990234375,-0.372401600124351,-54.69468839121191,2249.894639563087,,0.2846330028515321,,,,,,,,,,,,,,,
2023-12-22,2222.5,4914.39990234375,-0.1954859672734517,-28.710381189670898,2251.210381189671,,0.2823067195983512,,,,,,,,,,,,,,,
2023-12-26,2282.300048828125,4972.5,0.0462112491734758,6.780308953257645,2275.519739874868,,0.258459141482565,,,,,,,,,,,,,,,
2023-12-27,2263.75,5075.2998046875,-0.3604371363627107,-52.77614597706361,2316.526145977064,,0.2861025786354404,,,,,,,,,,,,,,,
2023-12-28,2255.60009765625,5126.35009765625,-0.5430697193552003,-79.48273972448396,2335.082837380734,,0.2857456740842558,,,,,,,,,,,,,,,
2023-12-29,2305.550048828125,5202.60009765625,-0.4038791456816559,-59.04072446447526,2364.5907732926003,,0.2729951309990376,,,,,,,,,,,,,,,
2024-01-01,2296.300048828125,5120.0,-0.2342095910484965,-34.290180399425026,2330.59022922755,,0.2664181568140066,,,,,,,,,,,,,,,
2024-01-02,2322.199951171875,5186.0,-0.2365352337400233,-34.58886843049504,2356.78881960237,,0.2333761267562707,,,,,,,,,,,,,,,
2024-01-03,2351.39990234375,5240.5,-0.1893082438848046,-27.63564043087763,2379.035542774628,,0.2241223617666739,,,,,,,,,,,,,,,
2024-01-04,2371.699951171875,5269.4501953125,-0.1341223958507195,-19.552009746722888,2391.251960918598,,0.2060131166010507,,,,,,,,,,,,,,,
2024-01-05,2350.10009765625,5238.60009765625,-0.1999896369921439,-29.13228388673042,2379.2323815429804,,0.2077999417050451,,,,,,,,,,,,,,,
2024-01-08,2324.60009765625,5203.5498046875,-0.2778724082308509,-40.449941157249214,2365.050038813499,,0.2254726533651538,,,,,,,,,,,,,,,
2024-01-09,2337.89990234375,5178.5498046875,-0.1207594018108635,-17.56808926927806,2355.467991613028,,0.2312727929647507,,,,,,,,,,,,,,,
2024-01-10,2352.89990234375,5119.7998046875,0.1360049222202802,19.78634805729644,2333.1135542864536,,0.2508837510116449,,,,,,,,,,,,,,,
2024-01-11,2468.949951171875,5057.75,1.075308766080557,156.68064769639614,2312.269303475479,,0.2945071267758645,,,,,,,,,,,,,,,
2024-01-12,2468.75,5048.7001953125,1.070545818835689,156.13579570548336,2312.6142042945166,,0.3110936305195318,,,,,,,,,,,,,,,
2024-01-15,2475.14990234375,5037.60009765625,1.117736598170366,163.24285962404974,2311.9070427197003,,0.3172913756074022,,,,,,,,,,,,,,,
2024-01-16,2449.699951171875,5060.60009765625,0.8575750083315339,125.30130065529328,2324.3986505165817,,0.2828230462899685,,,,,,,,,,,,,,,
2024-01-17,2472.199951171875,5056.14990234375,0.9996266684327384,146.19645584003865,2326.0034953318363,,0.2808704117057857,,,,,,,,,,,,,,,
2024-01-18,2462.550048828125,4933.85009765625,1.2524044333084512,183.63838264310837,2278.9116661850167,,0.3062120227265778,,,,,,,,,,,,,,,
2024-01-19,2463.85009765625,4964.2998046875,1.1501307154505067,168.7261581980215,2295.1239394582285,,0.3149698695711703,,,,,,,,,,,,,,,
2024-01-23,2493.35009765625,4815.7001953125,1.7406636954978778,256.5094619734491,2236.840635682801,,0.2582578977468913,,,,,,,,,,,,,,,
2024-01-24,2507.050048828125,4999.60009765625,1.2850987406429326,188.6260187648381,2318.424030063287,,0.1524193959439535,,,,,,,,,,,,,,,
2024-01-25,2473.39990234375,4971.75,1.1164119909528127,163.37701891828146,2310.0228834254685,,0.0912559801696583,,,,,,,,,,,,,,,
2024-01-29,2437.89990234375,4975.35009765625,0.8461270172831402,123.15549434554032,2314.7444079982097,,0.0807174287533711,,,,,,,,,,,,,,,
2024-01-30,2473.14990234375,4946.2998046875,1.1528388015641164,167.08453565644004,2306.06536668731,,0.1085613380328405,,,,,,,,,,,,,,,
2024-01-31,2531.10009765625,4996.0498046875,1.3799784421515242,199.22665599155837,2331.873441664692,,0.1100123615907805,,,,,,,,,,,,,,,
2024-02-01,2512.5,4854.75,1.645924855727923,237.2303106295253,2275.2696893704747,,0.1267549854440459,,,,,,,,,,,,,,,
2024-02-02,2525.64990234375,4917.7001953125,1.5246982044858075,218.84744766434324,2306.8024546794068,,0.0894052392891845,,,,,,,,,,,,,,,
2024-02-05,2643.699951171875,4924.0498046875,2.29060901168918,328.2890469663157,2315.4109042055597,1.0,0.1537625860644007,,,,,,,,,,,,,,,
2024-02-06,2610.75,5065.2001953125,1.603755513299774,228.4845557864851,2382.265444213515,,0.1150758244430085,,,,,,,,,,,,,,,
2024-02-07,2649.35009765625,5127.85009765625,1.6523675814901566,234.08646965689783,2415.263627999352,,0.1518601339521458,,,,,,,,,,,,,,,
2024-02-08,2645.89990234375,5311.14990234375,1.0337274439714554,145.20459846898257,2500.6953038747674,,0.1272402157475671,,,,,,,,,,,,,,,
2024-02-09,2657.35009765625,5327.89990234375,1.0416045164696823,145.47256051936438,2511.8775371368856,,0.1171307103619896,,,,,,,,,,,,,,,
2024-02-12,2619.64990234375,5149.35009765625,1.321032797961879,183.97918293781368,2435.6707194059363,,0.0968712921145745,,,,,,,,,,,,,,,
2024-02-13,2621.75,5293.4501953125,0.8584437420522993,118.74109838948834,2503.008901610512,,0.0815255641804215,,,,,,,,,,,,,,,
2024-02-14,2604.25,5237.7998046875,0.8977256740040813,123.69210002402588,2480.557899975974,,0.0952667170140033,,,,,,,,,,,,,,,
