Dates,HCLTECH.NS Y,COFORGE.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of COFORGE.NS X,Effective Margin of HCLTECH.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of HCLTECH.NS X,Effective Investment of HCLTECH.NS Y,Multiplier X,Multiplier Y
2023-06-23,1165.1500244140625,4499.4501953125,0.9682672231590044,54.56637673116393,1110.5836476828986,,0.0168066773658968,,,,,,,,,,,,,,,
2023-06-26,1167.5,4606.7001953125,0.7712125678711601,43.40972255383349,1124.0902774461665,,0.014932887051676,,,,,,,,,,,,,,,
2023-06-27,1170.0,4695.4501953125,0.6174974217201469,34.68617420296073,1135.3138257970393,,0.0120881318760438,,,,,,,,,,,,,,,
2023-06-28,1170.25,4668.89990234375,0.6772889877737991,37.969779421644034,1132.280220578356,,0.0113091721524615,,,,,,,,,,,,,,,
2023-06-30,1187.949951171875,4711.2998046875,0.8958608177314024,50.13155942825097,1137.818391743624,,0.0115849180230917,,,,,,,,,,,,,,,
2023-07-03,1181.5999755859375,4684.35009765625,0.838644946544449,46.82146187028229,1134.7785137156552,,0.0063515020502432,,,,,,,,,,,,,,,
2023-07-04,1190.5999755859375,4708.60009765625,0.9427663699691016,52.501624784730666,1138.0983508012068,,0.008615603176414,,,,,,,,,,,,,,,
2023-07-05,1194.800048828125,4725.4501953125,0.9772739469927014,54.27641175907752,1140.5236370690477,,0.0083461203585189,,,,,,,,,,,,,,,
2023-07-06,1180.6500244140625,4745.2998046875,0.6746897019005611,37.27362946401536,1143.3763949500471,,0.0179214415489456,,,,,,,,,,,,,,,
2023-07-07,1157.5999755859375,4691.64990234375,0.3742329501565196,20.582957358097246,1137.0170182278405,,0.0044452581335451,,,,,,,,,,,,,,,
2023-07-10,1124.5,4611.2998046875,-0.051021640213766,-2.792933397002344,1127.2929333970023,,0.0098802277121739,,,,,,,,,,,,,,,
