Dates,BEL.NS Y,HAL.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of HAL.NS X,Effective Margin of BEL.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of BEL.NS X,Effective Investment of BEL.NS Y,Multiplier X,Multiplier Y
2023-11-17,146.10000610351562,2126.0,0.9000448933086077,4.673483007525306,141.42652309599032,,0.0871851690652304,,,,,,,,,,,,,,,
2023-11-20,143.85000610351562,2146.60009765625,0.2715359661770027,1.409708201315425,142.4402979022002,,0.0818030822501868,,,,,,,,,,,,,,,
2023-11-21,142.85000610351562,2144.300048828125,0.1006311474838665,0.5224097260417011,142.32759637747392,,0.073201719954197,,,,,,,,,,,,,,,
2023-11-22,141.85000610351562,2112.10009765625,0.2085503135975407,1.0830496981291162,140.7669564053865,,0.0713151096030953,,,,,,,,,,,,,,,
2023-11-23,139.35000610351562,2146.25,-0.5858963689327715,-3.041913230112243,142.39191933362787,,0.0788682182977172,,,,,,,,,,,,,,,
2023-11-24,140.35000610351562,2240.300048828125,-1.258257143819828,-6.534544020762269,146.8845501242779,,0.088568301921655,,,,,,,,,,,,,,,
2023-11-28,141.3000030517578,2287.0,-1.4907072323446695,-7.7558496073352785,149.0558526590931,,0.1008082823844849,,,,,,,,,,,,,,,
2023-11-29,141.0,2343.39990234375,-2.038853810960411,-10.646881038056478,151.64688103805648,-1.0,0.1371465170268117,,,,,,,,,,,,,,,
2023-11-30,145.89999389648438,2379.800048828125,-1.4150051426343555,-7.401680760624572,153.30167465710895,,0.1059949638035526,,,,,,,,,,,,,,,
2023-12-01,147.4499969482422,2462.25,-1.8462342060062888,-9.6828924520255,157.1328894002677,,0.1316235172632381,,,,,,,,,,,,,,,
2023-12-04,153.5500030517578,2519.39990234375,-1.1878360463334812,-6.235327754434877,159.7853308061927,,0.100468143915184,,,,,,,,,,,,,,,
2023-12-05,152.0,2552.949951171875,-1.75618990067009,-9.245140277819928,161.24514027781993,,0.130061641441459,,,,,,,,,,,,,,,
2023-12-06,156.14999389648438,2714.60009765625,-2.383425419653897,-12.59645557189816,168.74644946838254,,0.1863066573147195,,,,,,,,,,,,,,,
2023-12-07,160.35000610351562,2689.75,-1.333103136888376,-7.061798379632762,167.4118044831484,,0.1130914567197435,,,,,,,,,,,,,,,
2023-12-08,158.75,2733.64990234375,-1.9807751100714508,-10.529853571784829,169.27985357178483,,0.1541342096706121,,,,,,,,,,,,,,,
2023-12-11,161.25,2791.75,-1.979823934563288,-10.560897184880844,171.81089718488084,,0.1671537560681202,,,,,,,,,,,,,,,
2023-12-12,160.8000030517578,2739.89990234375,-1.565632579610935,-8.379641447831432,169.17964449958924,,0.1349395643028078,,,,,,,,,,,,,,,
2023-12-13,162.85000610351562,2770.0,-1.416608846369354,-7.595986357242168,170.4459924607578,,0.1195789749974912,,,,,,,,,,,,,,,
2023-12-14,164.0,2773.0,-1.2013754985536296,-6.4522002579191735,170.45220025791917,,0.1048034150044425,,,,,,,,,,,,,,,
2023-12-15,169.0500030517578,2761.800048828125,-0.1571907000584954,-0.8443990118593092,169.89440206361712,,0.0720122743525065,,,,,,,,,,,,,,,
2023-12-18,172.6999969482422,2813.10009765625,0.0743882646328353,0.3992791251241954,172.300717823118,0.0,0.0672240388323047,,,,,,,,,,,,,,,
2023-12-19,173.0500030517578,2787.449951171875,0.3599493018064121,1.9330165789076543,171.11698647285016,,0.0692679862433735,,,,,,,,,,,,,,,
2023-12-20,167.25,2665.89990234375,0.3428147883430142,1.8439410441430368,165.40605895585696,,0.0691074301291084,,,,,,,,,,,,,,,
2023-12-21,170.64999389648438,2706.5,0.607462973574655,3.2675599233521098,167.3824339731323,,0.0715865854902619,,,,,,,,,,,,,,,
2023-12-22,174.8000030517578,2703.699951171875,1.378064904866544,7.428061976409026,167.3719410753488,,0.0488014358431889,,,,,,,,,,,,,,,
