Dates,COFORGE.NS Y,PERSISTENT.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of PERSISTENT.NS X,Effective Margin of COFORGE.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of COFORGE.NS X,Effective Investment of COFORGE.NS Y,Multiplier X,Multiplier Y
2023-12-28,6272.35009765625,3759.52490234375,-0.2977344520162749,-104.70635179161036,6377.05644944786,,0.0031536454806922,,,,,,,,,,,,,,,
2023-12-29,6274.39990234375,3694.699951171875,-0.0308737485155769,-10.723129374884593,6285.123031718635,,6.325502686933578e-05,,,,,,,,,,,,,,,
2024-01-01,6192.5498046875,3658.949951171875,-0.1122280013327276,-38.489066899488535,6231.0388715869885,,0.0010372216442342,,,,,,,,,,,,,,,
2024-01-02,6038.2998046875,3664.52490234375,-0.5646256775792605,-190.6176974534419,6228.917502140942,,0.0001543386678557,,,,,,,,,,,,,,,
2024-01-03,5928.2001953125,3643.77490234375,-0.7925234501681439,-262.2977149384633,6190.497910250963,,0.0002348538439522,,,,,,,,,,,,,,,
2024-01-04,5954.0498046875,3632.60009765625,-0.6579547502328005,-213.57263674151815,6167.622441429018,,4.4455687621961846e-05,,,,,,,,,,,,,,,
2024-01-05,6076.35009765625,3675.375,-0.4476238892076032,-141.87395105875294,6218.224048715003,,0.0002421060362217,,,,,,,,,,,,,,,
2024-01-08,6060.5,3643.175048828125,-0.3556678350672708,-110.6358311781314,6171.135831178131,,4.788641288122759e-05,,,,,,,,,,,,,,,
2024-01-09,6067.85009765625,3646.0,-0.3368506960700076,-103.11520818131612,6170.965305837566,,2.1869577519633363e-05,,,,,,,,,,,,,,,
2024-01-10,6152.25,3690.64990234375,-0.2463268783747842,-73.70589436083537,6225.955894360835,,3.894342265624268e-05,,,,,,,,,,,,,,,
2024-01-11,6238.10009765625,3695.47509765625,0.0271098333445563,7.916204500636013,6230.183893155614,,1.7222716354443285e-05,,,,,,,,,,,,,,,
2024-01-12,6592.7001953125,3827.52490234375,0.6573323367701074,187.4118859869432,6405.288309325557,,1.3431035270054158e-05,,,,,,,,,,,,,,,
2024-01-15,6614.0498046875,3833.39990234375,0.7133080378039084,198.5814571541814,6415.468347533319,,0.0001157764869141,,,,,,,,,,,,,,,
2024-01-16,6597.0,3809.699951171875,0.7718582019549844,209.7555736620443,6387.244426337956,,3.1781447287859765e-05,,,,,,,,,,,,,,,
2024-01-17,6626.9501953125,3856.199951171875,0.6575413976296447,175.27141868151102,6451.678776630989,,5.627564329193875e-05,,,,,,,,,,,,,,,
2024-01-18,6486.60009765625,3881.574951171875,0.0049946875670777,1.3021136765255503,6485.297983979724,,0.0001648021363727,,,,,,,,,,,,,,,
2024-01-19,6415.35009765625,3932.875,-0.5297311856080562,-135.33003435703358,6550.680132013284,,0.001001561508553,,,,,,,,,,,,,,,
2024-01-23,6201.60009765625,4127.2001953125,-2.346079999041534,-591.8923522796704,6793.49244993592,,0.0038426348414921,,,,,,,,,,,,,,,
2024-01-24,6369.2001953125,4237.89990234375,-2.2187789091816112,-556.3624979886008,6925.562693301101,,0.0163660721819181,,,,,,,,,,,,,,,
2024-01-25,6205.0498046875,4189.375,-2.5561514127289686,-640.8165966889082,6845.866401376408,,0.0104025277777898,,,,,,,,,,,,,,,
2024-01-29,6254.75,4318.7998046875,-2.9357885920266127,-739.8982321372114,6994.648232137211,,0.0156364689724805,,,,,,,,,,,,,,,
2024-01-30,6244.7998046875,4186.9248046875,-2.2353338735659127,-564.7530618202891,6809.552866507789,,0.0094075116775238,,,,,,,,,,,,,,,
2024-01-31,6250.10009765625,4176.5751953125,-2.1105518402280428,-533.1305795647659,6783.230677221016,,0.0061936745956689,,,,,,,,,,,,,,,
2024-02-01,6169.75,4147.875,-2.225862312318325,-563.3271498058621,6733.077149805862,,0.0103425518928779,,,,,,,,,,,,,,,
2024-02-02,6425.35009765625,4251.2998046875,-1.7015432735101454,-429.389224401285,6854.739322057535,,0.0046868611312298,,,,,,,,,,,,,,,
2024-02-05,6366.2998046875,4276.7998046875,-2.01415176367269,-508.5554278509208,6874.855232538421,,0.0068521840411182,,,,,,,,,,,,,,,
2024-02-06,6560.7998046875,4321.0,-1.434841246756867,-361.40073052991465,6922.200535217415,,0.0045632094731146,,,,,,,,,,,,,,,
