Dates,IOC.NS Y,BPCL.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of BPCL.NS X,Effective Margin of IOC.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of IOC.NS X,Effective Investment of IOC.NS Y,Multiplier X,Multiplier Y
2024-02-05,173.9499969482422,574.75,0.6758448003664338,3.682999587508277,170.2669973607339,,0.0071963191392362,,,,,,,,,,,,,,,
2024-02-06,184.5,609.2999877929688,0.1501124027987652,0.8092525787067189,183.69074742129328,,0.0063477163595201,,,,,,,,,,,,,,,
2024-02-07,186.4499969482422,602.0499877929688,0.9555980860104206,5.157881983028887,181.2921149652133,,0.0036874123829909,,,,,,,,,,,,,,,
2024-02-08,192.3999938964844,620.5,0.6781074233559908,3.630546178639946,188.76944771784443,,0.003252477420827,,,,,,,,,,,,,,,
2024-02-09,182.5,614.2999877929688,-0.6962155693899358,-3.720522067706014,186.220522067706,,0.0035267767391692,,,,,,,,,,,,,,,
2024-02-12,175.39999389648438,590.4500122070312,-0.2928363170165384,-1.5679143313624309,176.9679082278468,,0.0039494403896074,,,,,,,,,,,,,,,
2024-02-13,174.4499969482422,584.2999877929688,-0.0325224880088181,-0.173893055824152,174.62389000406634,,0.0032471727104283,,,,,,,,,,,,,,,
2024-02-14,183.5500030517578,623.6500244140625,-1.129242892361892,-5.983679087346388,189.5336821391042,,0.0056849105225123,,,,,,,,,,,,,,,
2024-02-15,189.8500061035156,652.75,-1.9503917445578525,-10.278889755717728,200.12889585923332,,0.0050524758092235,,,,,,,,,,,,,,,
2024-02-16,187.0,654.5999755859375,-2.475861431971372,-13.082078533874665,200.08207853387464,-1.0,0.0091550576753383,,,,,,,,,,,,,,,
2024-02-19,188.5,652.5499877929688,-1.9395301323475067,-10.25901348216152,198.75901348216152,,0.0053901140362394,,,,,,,,,,,,,,,
2024-02-20,188.75,657.5999755859375,-2.1419110191653727,-11.33235572820729,200.0823557282073,,0.0073641134273394,,,,,,,,,,,,,,,
2024-02-21,182.3000030517578,633.2000122070312,-1.5536488225878176,-8.245026669591908,190.5450297213497,,0.0086516805433146,,,,,,,,,,,,,,,
2024-02-22,179.6999969482422,625.9000244140625,-1.464748050772384,-7.788356808992376,187.48835375723456,,0.0077670493612832,,,,,,,,,,,,,,,
2024-02-23,175.85000610351562,617.9500122070312,-1.569231543795521,-8.35851558666613,184.20852169018173,,0.0145183355907037,,,,,,,,,,,,,,,
2024-02-26,177.5,627.1500244140625,-1.827900682473736,-9.757271075320205,187.2572710753202,,0.0189278911729547,,,,,,,,,,,,,,,
2024-02-27,173.25,625.0499877929688,-2.374425076383849,-12.75237667876425,186.00237667876425,,0.0253602618363349,,,,,,,,,,,,,,,
2024-02-28,167.39999389648438,609.2999877929688,-2.292124659767596,-12.384381120009948,179.78437501649432,,0.0284399214146786,,,,,,,,,,,,,,,
2024-02-29,165.5500030517578,603.8499755859375,-2.187768930677311,-11.87452726709364,177.42453031885145,,0.0280248392623099,,,,,,,,,,,,,,,
2024-03-01,169.39999389648438,623.2999877929688,-2.693809183932661,-14.683681876134528,184.0836757726189,,0.0417777007122007,,,,,,,,,,,,,,,
2024-03-04,175.25,640.4500122070312,-2.6645142843617435,-14.576479666797496,189.8264796667975,,0.0602151999204145,,,,,,,,,,,,,,,
2024-03-05,175.85000610351562,645.0999755859375,-2.7445260927770248,-15.118817299428995,190.96882340294465,,0.0805106830607826,,,,,,,,,,,,,,,
2024-03-06,177.35000610351562,638.3499755859375,-1.954087009498342,-10.817640386190677,188.1676464897063,,0.0400694995865034,,,,,,,,,,,,,,,
2024-03-07,174.60000610351562,624.7000122070312,-1.511909110096598,-8.402013138755478,183.0020192422711,,0.0307049162401163,,,,,,,,,,,,,,,
2024-03-11,174.25,626.4000244140625,-1.633886292479132,-9.103590907932698,183.3535909079327,,0.029729751764265,,,,,,,,,,,,,,,
2024-03-12,172.89999389648438,625.4500122070312,-1.7634673860253671,-9.84981709985334,182.7498109963377,,0.0308350916185287,,,,,,,,,,,,,,,
2024-03-13,163.35000610351562,597.75,-1.6587367634823773,-9.301965561229396,172.65197166474502,,0.0360972342170391,,,,,,,,,,,,,,,
2024-03-14,170.35000610351562,608.75,-1.0856566965551868,-6.086304022324043,176.43631012583967,,0.0250433751875535,,,,,,,,,,,,,,,
2024-03-15,161.0,586.4500122070312,-1.3089013801699148,-7.359416000670251,168.35941600067025,,0.0215897461964695,,,,,,,,,,,,,,,
2024-03-18,160.8000030517578,582.2999877929688,-1.0658356420188195,-5.989054093824677,166.7890571455825,,0.0194230442133712,,,,,,,,,,,,,,,
2024-03-19,155.25,557.7000122070312,-0.4936779933841012,-2.773927477672373,158.02392747767237,,0.0110115786223323,,,,,,,,,,,,,,,
2024-03-20,158.25,566.6500244140625,-0.5223304344921593,-2.924164143941141,161.17416414394114,,0.0133354988945188,,,,,,,,,,,,,,,
2024-03-21,164.5,587.7999877929688,-0.7376906519699425,-4.115581190238004,168.615581190238,,0.0153199709317937,,,,,,,,,,,,,,,
2024-03-22,165.14999389648438,592.7999877929688,-0.925188904463014,-5.153277537451231,170.3032714339356,,0.0033835412779522,,,,,,,,,,,,,,,
2024-03-26,167.4499969482422,599.8499755859375,-0.945717206090563,-5.257335401267085,172.70733234950927,,0.0044340249297298,,,,,,,,,,,,,,,
2024-03-27,166.1999969482422,595.2000122070312,-0.8614434726678466,-4.785332928233004,170.9853298764752,,0.0036945331158174,,,,,,,,,,,,,,,
2024-03-28,167.75,602.4000244140625,-1.0239150207067875,-5.67850075024387,173.42850075024387,,0.0138724965638285,,,,,,,,,,,,,,,
2024-04-01,169.25,600.7000122070312,-0.6371174179722019,-3.5247216322483723,172.77472163224837,,0.0062822703363591,,,,,,,,,,,,,,,
2024-04-02,174.1999969482422,615.7999877929688,-0.6934011064692674,-3.825530486121295,178.02552743436348,,0.0086969482149487,,,,,,,,,,,,,,,
2024-04-03,173.6999969482422,610.9500122070312,-0.4715493184518303,-2.591934084377016,176.2919310326192,,0.0051111438771023,,,,,,,,,,,,,,,
2024-04-04,169.64999389648438,598.5,-0.4123104545528631,-2.255130175732745,171.90512407221712,,0.0050257787046997,,,,,,,,,,,,,,,
2024-04-05,168.0,590.4500122070312,-0.1998236387949883,-1.0871965257887553,169.08719652578876,,0.0047166695094835,,,,,,,,,,,,,,,
2024-04-08,170.3000030517578,591.9500122070312,0.1185588749897936,0.6413201382030991,169.6586829135547,0.0,0.0043536832360062,,,,,,,,,,,,,,,
2024-04-09,168.89999389648438,585.75,0.2550949881557168,1.3725936329561534,167.52740026352822,,0.0050741612410179,,,,,,,,,,,,,,,
2024-04-10,173.0500030517578,604.75,-0.2191825713239025,-1.1721624052074162,174.22216545696523,,0.0045232635076384,,,,,,,,,,,,,,,
2024-04-12,170.14999389648438,601.2000122070312,-0.5280855923669092,-2.8111587826347204,172.9611526791191,,0.0053936665413561,,,,,,,,,,,,,,,
2024-04-15,166.39999389648438,589.5499877929688,-0.4626606532891676,-2.4541321109529406,168.85412600743732,,0.0072032778047811,,,,,,,,,,,,,,,
2024-04-16,169.0,592.2999877929688,-0.1566603664559528,-0.8282314211379571,169.82823142113796,,0.0100244147790269,,,,,,,,,,,,,,,
2024-04-18,169.0,589.5999755859375,0.020465796380809,0.1080395546024988,168.8919604453975,,0.0097593404528453,,,,,,,,,,,,,,,
2024-04-19,166.64999389648438,585.7999877929688,-0.1720529844596677,-0.9070094095813772,167.55700330606575,,0.006418514298903,,,,,,,,,,,,,,,
2024-04-22,170.89999389648438,603.4500122070312,-0.5411351642838997,-2.841038268928685,173.74103216541306,,0.0047381580646232,,,,,,,,,,,,,,,
2024-04-23,168.10000610351562,593.0,-0.3781647247830695,-1.97758755072698,170.0775936542426,,0.0053490539653011,,,,,,,,,,,,,,,
2024-04-24,168.75,593.3499755859375,-0.2800425320829701,-1.4588313480875,170.2088313480875,,0.0099299043022533,,,,,,,,,,,,,,,
2024-04-25,170.1999969482422,603.4000244140625,-0.6720805567691926,-3.495583889399171,173.69558083764136,,0.0102554938462055,,,,,,,,,,,,,,,
2024-04-26,171.5500030517578,609.4500122070312,-0.8114933095762062,-4.21535618205553,175.76535923381334,,0.0121113367566189,,,,,,,,,,,,,,,
2024-04-29,176.75,618.7999877929688,-0.4364866551548523,-2.2641282313167608,179.01412823131676,,0.0114175620379479,,,,,,,,,,,,,,,
2024-04-30,168.85000610351562,607.3499755859375,-1.1687999645495284,-6.0702380696238265,174.92024417313945,,0.0138155617488665,,,,,,,,,,,,,,,
2024-05-02,173.39999389648438,634.6500244140625,-2.093513555483792,-10.894711390992171,184.29470528747652,,0.0231181548577697,,,,,,,,,,,,,,,
2024-05-03,170.75,629.8499755859375,-2.235458090353247,-11.681573405654175,182.43157340565415,,0.0291339964295847,,,,,,,,,,,,,,,
2024-05-06,166.25,610.25,-1.7592159950647992,-9.222304777350075,175.47230477735008,,0.0254090404335565,,,,,,,,,,,,,,,
2024-05-07,160.0,604.2999877929688,-2.5086636147924057,-13.229796500106945,173.22979650010694,,0.0407332376034054,,,,,,,,,,,,,,,
2024-05-08,163.14999389648438,620.2999877929688,-2.901231717188977,-15.415476078332487,178.56546997481686,,0.0490059403013211,,,,,,,,,,,,,,,
2024-05-09,156.60000610351562,592.1500244140625,-2.256906355523964,-12.067579145516191,168.66758524903182,,0.0620465768659634,,,,,,,,,,,,,,,
2024-05-10,158.9499969482422,618.6500244140625,-3.448226454757209,-18.62701780022408,177.57701474846627,,0.1934013838269501,,,,,,,,,,,,,,,
2024-05-13,158.1999969482422,606.9000244140625,-2.778065331101887,-15.129585532968804,173.329582481211,,0.1243695890773282,,,,,,,,,,,,,,,
2024-05-14,159.35000610351562,605.9500122070312,-2.4602909133629662,-13.483827744461394,172.83383384797702,,0.108967600977462,,,,,,,,,,,,,,,
