Dates,IOC.NS Y,BPCL.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of BPCL.NS X,Effective Margin of IOC.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of IOC.NS X,Effective Investment of IOC.NS Y,Multiplier X,Multiplier Y
2024-01-17,144.10000610351562,471.6499938964844,2.9484121059869377,16.843274364667394,127.25673173884825,,0.1326567406132078,,,,,,,,,,,,,,,
2024-01-18,144.5,473.2000122070313,2.8280720501597987,16.159766041999347,128.34023395800065,,0.1198150715919527,,,,,,,,,,,,,,,
2024-01-19,148.64999389648438,480.9500122070313,2.958108039600708,16.910437201950458,131.73955669453392,,0.0798906877429906,,,,,,,,,,,,,,,
2024-01-23,138.9499969482422,463.0499877929688,2.346822011826206,13.453371894850491,125.4966250533917,,0.042686419630278,,,,,,,,,,,,,,,
2024-01-24,143.4499969482422,477.1499938964844,2.162184725129502,12.37461776408628,131.0753791841559,,0.0430649266666245,,,,,,,,,,,,,,,
2024-01-25,143.6999969482422,474.3999938964844,2.318360554646191,13.261290314103915,130.43870663413827,,0.0263144602058492,,,,,,,,,,,,,,,
2024-01-29,146.6999969482422,492.6499938964844,1.591790127735351,9.048135980917806,137.65186096732438,,0.0134789511524497,,,,,,,,,,,,,,,
2024-01-30,147.6999969482422,504.2000122070313,0.9578271995523224,5.410489509736948,142.28950743850524,,0.0113962693840521,,,,,,,,,,,,,,,
2024-01-31,146.9499969482422,502.3500061035156,0.8984093942660515,5.030712348111592,141.9192846001306,,0.0167334792720233,,,,,,,,,,,,,,,
2024-02-01,149.75,508.4500122070313,0.942636232886623,5.248400674377251,144.50159932562275,,0.0073438218037442,,,,,,,,,,,,,,,
2024-02-02,162.89999389648438,558.3499755859375,-0.1436138965620847,-0.7874135537917084,163.68740745027608,0.0,0.0074092821625391,,,,,,,,,,,,,,,
