Dates,COFORGE.NS Y,TECHM.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of TECHM.NS X,Effective Margin of COFORGE.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of COFORGE.NS X,Effective Investment of COFORGE.NS Y,Multiplier X,Multiplier Y
2023-10-25,4899.0498046875,1142.1500244140625,1.577788101145344,696.1930032234359,4202.856801464064,,0.7809408903329185,,,,,,,,,,,,,,,
2023-10-26,4904.39990234375,1115.449951171875,1.72342209391724,762.6549557429898,4141.74494660076,,0.81447376560483,,,,,,,,,,,,,,,
2023-10-27,5008.9501953125,1120.550048828125,1.9205661184287068,853.0488626358683,4155.901332676632,,0.8426122905523465,,,,,,,,,,,,,,,
2023-10-30,4988.64990234375,1126.9000244140625,1.8305886582403412,815.8857849732594,4172.764117370491,,0.8294394088324304,,,,,,,,,,,,,,,
2023-10-31,4984.25,1133.1500244140625,1.7779441873857893,794.9979755092618,4189.252024490738,,0.8094408501399541,,,,,,,,,,,,,,,
2023-11-01,5026.60009765625,1125.0999755859375,1.9036110720606585,854.3183411310583,4172.281756525192,,0.8354705112341083,,,,,,,,,,,,,,,
2023-11-02,5056.39990234375,1115.5,2.007270399654034,904.518840548406,4151.881061795344,,0.8573229871042796,,,,,,,,,,,,,,,
2023-11-03,5083.10009765625,1133.0999755859375,1.9628772997558963,888.0365933354078,4195.063504320842,,0.8699494282362272,,,,,,,,,,,,,,,
2023-11-06,5115.2998046875,1142.1500244140625,1.9757639195826049,897.2981426493952,4218.001662038105,,0.8694661494564383,,,,,,,,,,,,,,,
2023-11-07,5087.60009765625,1149.0,1.8693928240627768,851.9477953563119,4235.652302299938,,0.8511553315943747,,,,,,,,,,,,,,,
2023-11-08,5111.7001953125,1139.1500244140625,1.96200671631112,897.3263476593256,4214.373847653174,,0.864766834338824,,,,,,,,,,,,,,,
2023-11-09,5128.10009765625,1123.949951171875,2.061981747086213,946.9770115498376,4181.123086106412,,0.8927621488333712,,,,,,,,,,,,,,,
2023-11-10,5139.0,1138.1500244140625,2.0025797435769626,923.2068098862374,4215.793190113763,,0.8865409357237647,,,,,,,,,,,,,,,
2023-11-13,5085.2001953125,1131.3499755859375,1.911080073353658,883.472173850616,4201.728021461884,,0.8745453484058675,,,,,,,,,,,,,,,
2023-11-15,5343.25,1173.75,2.246827044579732,1042.800797105584,4300.449202894416,,0.907516013413366,,,,,,,,,,,,,,,
2023-11-16,5701.10009765625,1207.199951171875,2.8277372843189656,1322.3522120116413,4378.747885644609,,0.9520222696821458,,,,,,,,,,,,,,,
2023-11-17,5674.9501953125,1202.75,2.768448615306093,1304.3268134878026,4370.623381824697,,0.952557378649584,,,,,,,,,,,,,,,
2023-11-20,5708.4501953125,1211.800048828125,2.770607185541572,1315.1919621367642,4393.258233175736,,0.9571544803033476,,,,,,,,,,,,,,,
2023-11-21,5625.39990234375,1204.5,2.608845522113556,1246.7319679215952,4378.667934422155,,0.9484340146820224,,,,,,,,,,,,,,,
2023-11-22,5634.4501953125,1215.4000244140625,2.5564745608598645,1229.3249710625369,4405.125224249963,,0.9458754624848345,,,,,,,,,,,,,,,
2023-11-23,5619.64990234375,1210.9000244140625,2.5261604500289296,1222.5765905893468,4397.073311754403,,0.9510621159009446,,,,,,,,,,,,,,,
2023-11-24,5618.5498046875,1197.8499755859375,2.5633252639455044,1248.8047170485645,4369.745087638936,,0.9591590705740536,,,,,,,,,,,,,,,
2023-11-28,5566.2998046875,1202.4000244140625,2.4177180285617648,1184.5080545252897,4381.7917501622105,,0.9153960417264132,,,,,,,,,,,,,,,
2023-11-29,5694.75,1221.699951171875,2.56920283739585,1267.134377665614,4427.615622334386,,0.8992931688638046,,,,,,,,,,,,,,,
2023-11-30,5760.85009765625,1220.949951171875,2.6816305655117767,1332.33112996616,4428.51896769009,,0.9420366173477256,,,,,,,,,,,,,,,
2023-12-01,5714.0,1220.550048828125,2.566914112632096,1283.9257206484845,4430.074279351516,,0.9616144710692008,,,,,,,,,,,,,,,
2023-12-04,5675.9501953125,1223.9000244140625,2.455108284959296,1235.5708600720118,4440.379335240488,,0.9583979832174784,,,,,,,,,,,,,,,
2023-12-05,5605.85009765625,1220.5999755859375,2.312919551481705,1170.3941622403936,4435.455935415856,,0.9509271935476058,,,,,,,,,,,,,,,
2023-12-06,5701.75,1225.199951171875,2.461077771003023,1253.0749294470734,4448.675070552927,,0.898021729745535,,,,,,,,,,,,,,,
2023-12-07,5700.64990234375,1223.25,2.447073418488106,1253.5852176373855,4447.0646847063645,,0.901379827675208,,,,,,,,,,,,,,,
2023-12-08,5783.0,1225.300048828125,2.5757327618218677,1328.4727935346282,4454.527206465372,,0.9227023940754954,,,,,,,,,,,,,,,
2023-12-11,5864.75,1233.300048828125,2.674133975141657,1389.2881163955915,4475.461883604408,,0.9308360675214497,,,,,,,,,,,,,,,
2023-12-12,5856.64990234375,1226.1500244140625,2.664830119211654,1394.572624024725,4462.077278319025,,0.9295873900633632,,,,,,,,,,,,,,,
2023-12-13,5830.4501953125,1216.0999755859375,2.633670125436455,1388.0660808462744,4442.384114466226,,0.928699767011058,,,,,,,,,,,,,,,
2023-12-14,6156.7001953125,1264.699951171875,3.0065656615143803,1599.037853241297,4557.662342071203,,0.9155278982570304,,,,,,,,,,,,,,,
2023-12-15,6439.85009765625,1306.0999755859375,3.3133488687607624,1781.7127500765582,4658.137347579692,,0.9529974133359328,,,,,,,,,,,,,,,
2023-12-18,6441.10009765625,1291.75,3.328319519766096,1810.28456605663,4630.81553159962,,0.959398279521551,,,,,,,,,,,,,,,
