Dates,ICICIGI.NS Y,HDFCLIFE.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of HDFCLIFE.NS X,Effective Margin of ICICIGI.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of ICICIGI.NS X,Effective Investment of ICICIGI.NS Y,Multiplier X,Multiplier Y
2022-12-16,1236.449951171875,575.2000122070312,-0.5615877140972961,-33.37018581681764,1269.8201369886926,,,,,,,,,,,,,,,,
2022-12-19,1248.3499755859375,584.4500122070312,-0.6454747023882152,-38.33714731768964,1286.6871229036271,,,,,,,,,,,,,,,,
2022-12-20,1236.449951171875,579.7999877929688,-0.6981450858468774,-41.456892021324165,1277.9068431931992,,,,,,,,,,,,,,,,
2022-12-21,1224.4000244140625,575.4000244140625,-0.7601402230908204,-45.10819728455158,1269.508221698614,,,,,,,,,,,,,,,,
2022-12-22,1239.75,577.8499755859375,-0.574456675851023,-34.05916495938982,1273.8091649593898,,,,,,,,,,,,,,,,
2022-12-23,1223.5999755859375,565.4500122070312,-0.4577612655226948,-27.115858356916306,1250.7158339428538,,,,,,,,,,,,,,,,
2022-12-26,1238.699951171875,569.2999877929688,-0.3207000564154822,-18.97862978099124,1257.6785809528662,,,,,,,,,,,,,,,,
2022-12-27,1242.75,569.7999877929688,-0.2665075382887954,-15.766475102300546,1258.5164751023003,,,,,,,,,,,,,,,,
2022-12-28,1236.0999755859375,568.2000122070312,-0.3271662962539692,-19.33580806311465,1255.4357836490522,,,,,,,,,,,,,,,,
2022-12-29,1235.75,571.0,-0.4185657980674758,-24.721182307306208,1260.4711823073062,,,,,,,,,,,,,,,,
2022-12-30,1236.800048828125,566.25,-0.2508187583588628,-14.794593584382255,1251.5946424125073,,,,,,,,,,,,,,,,
2023-01-02,1241.3499755859375,570.2999877929688,-0.2987641292057001,-17.607224201821055,1258.9571997877586,,,,,,,,,,,,,,,,
2023-01-03,1267.5999755859375,595.5999755859375,-0.6425919806039417,-37.86530842020602,1305.4652840061435,,,,,,,,,,,,,,,,
2023-01-04,1249.1500244140625,598.5999755859375,-1.0459701991062973,-61.6384640945987,1310.7884885086612,,,,,,,,,,,,,,,,
2023-01-05,1277.0,609.4500122070312,-0.9095759256560708,-53.55340197067858,1330.5534019706786,,,,,,,,,,,,,,,,
2023-01-06,1271.699951171875,611.6500244140625,-1.0644834298161698,-62.66653784837536,1334.3664890202504,,,,,,,,,,,,,,,,
2023-01-09,1260.699951171875,608.4500122070312,-1.1477007780487654,-67.53628489824428,1328.2362360701193,,,,,,,,,,,,,,,,
2023-01-10,1241.699951171875,600.2000122070312,-1.2092635048096478,-71.16426974062824,1312.8642209125032,,,,,,,,,,,,,,,,
2023-01-11,1241.949951171875,599.8499755859375,-1.1894816637886765,-70.07331252437257,1312.0232636962476,,,,,,,,,,,,,,,,
2023-01-12,1238.449951171875,598.4000244140625,-1.1990225426789831,-70.719849174699,1309.169800346574,,,,,,,,,,,,,,,,
2023-01-13,1255.1500244140625,604.5,-1.1012481237296716,-64.99576258576599,1320.1457869998285,,,,,,,,,,,,,,,,
2023-01-16,1249.5,604.2000122070312,-1.1830818382336643,-69.87989393461658,1319.3798939346166,,,,,,,,,,,,,,,,
2023-01-17,1249.300048828125,609.4500122070312,-1.3433989017721817,-79.46127239570524,1328.7613212238302,,,,,,,,,,,,,,,,
2023-01-18,1200.1500244140625,601.0499877929688,-1.9029648141789195,-112.95538105367224,1313.1054054677347,,,,,,,,,,,,,,,,
2023-01-19,1169.5999755859375,605.25,-2.52519786558543,-150.87167367875531,1320.4716492646928,,,,,,,,,,,,,,,,
2023-01-20,1153.5,590.5499877929688,-2.32661863354108,-139.71080056684582,1293.2108005668458,,,,,,,,,,,,,,,,
2023-01-23,1160.0,589.2000122070312,-2.1624799230516967,-130.43359238787002,1290.43359238787,,,,,,,,,,,,,,,,
2023-01-24,1143.5999755859375,589.5499877929688,-2.4249161627176736,-147.12624257876178,1290.7262181646993,,,,,,,,,,,,,,,,
2023-01-25,1136.949951171875,585.0499877929688,-2.38397494512092,-145.19100160282255,1282.1409527746976,,,,,,,,,,,,,,,,
2023-01-27,1131.699951171875,587.7000122070312,-2.5321828139469487,-155.02136988206848,1286.7213210539437,,,,,,,,,,,,,,,,
2023-01-30,1133.5999755859375,587.9500122070312,-2.5019473512804744,-153.35450576308267,1286.9544813490202,,,,,,,,,,,,,,,,
2023-01-31,1129.75,578.8499755859375,-2.282403817067857,-140.00010575736678,1269.7501057573668,,,,,,,,,,,,,,,,
2023-02-01,1125.3499755859375,515.7000122070312,-0.4356403968399603,-26.635711448741176,1151.985687034679,,,,,,,,,,,,,,,,
2023-02-02,1130.3499755859375,492.7000122070313,0.3457130481697761,21.107736128501983,1109.2422394574355,0.0,,,,,,,,,,,,,,,
2023-02-03,1133.449951171875,488.8999938964844,0.5074307736521607,30.98341047396116,1102.4665406979138,,,,,,,,,,,,,,,,
2023-02-06,1134.199951171875,482.0499877929688,0.7209803987457314,44.030275209931006,1090.169675961944,,,,,,,,,,,,,,,,
2023-02-07,1119.6500244140625,482.9500122070313,0.4505091767127419,27.52064374058682,1092.1293806734757,,,,,,,,,,,,,,,,
2023-02-08,1131.050048828125,508.5499877929688,-0.1403866466559282,-8.587540185280659,1139.6375890134057,,,,,,,,,,,,,,,,
2023-02-09,1135.25,518.6500244140625,-0.3749469368155019,-22.94419644547952,1158.1941964454795,,,,,,,,,,,,,,,,
2023-02-10,1152.4000244140625,522.5499877929688,-0.2112689682062596,-12.929063924091452,1165.329088338154,,,,,,,,,,,,,,,,
2023-02-13,1143.1500244140625,514.5,-0.116211229522753,-7.108790766754737,1150.2588151808172,,,,,,,,,,,,,,,,
2023-02-14,1141.6500244140625,512.0499877929688,-0.0659236789783749,-4.032184505987743,1145.6822089200502,,,,,,,,,,,,,,,,
2023-02-15,1135.199951171875,519.0999755859375,-0.3838261096391147,-23.48546091293952,1158.6854120848143,,,,,,,,,,,,,,,,
2023-02-16,1118.4000244140625,514.5999755859375,-0.5178987455978112,-31.692231272716757,1150.0922556867793,,,,,,,,,,,,,,,,
2023-02-17,1117.4000244140625,504.25,-0.2166016545479216,-13.2477040517158,1130.6477284657783,,,,,,,,,,,,,,,,
2023-02-20,1113.75,507.9500122070313,-0.3856182106589554,-23.59002073736815,1137.340020737368,,,,,,,,,,,,,,,,
2023-02-21,1100.1500244140625,501.0499877929688,-0.3941032978494323,-24.104895025010137,1124.2549194390726,,,,,,,,,,,,,,,,
2023-02-22,1098.449951171875,494.4500122070313,-0.2182248509395393,-13.344064954275154,1111.7940161261502,,,,,,,,,,,,,,,,
2023-02-23,1094.0999755859375,486.8500061035156,-0.0541153103736434,-3.306074038185216,1097.4060496241227,,,,,,,,,,,,,,,,
2023-02-24,1089.0999755859375,482.8500061035156,-0.0080375886401611,-0.4901698063033564,1089.5901453922409,,,,,,,,,,,,,,,,
2023-02-27,1097.4000244140625,488.7000122070313,-0.0488193414369717,-2.9740604223786704,1100.3740848364412,,,,,,,,,,,,,,,,
2023-02-28,1101.8499755859375,488.7999877929688,0.0242268449063313,1.473382043742049,1100.3765935421957,,,,,,,,,,,,,,,,
2023-03-01,1100.449951171875,489.75,-0.0224799816407534,-1.3630875765927613,1101.8130387484678,,,,,,,,,,,,,,,,
2023-03-02,1086.8499755859375,482.7999877929688,-0.0271025205965251,-1.641572488620568,1088.491548074558,,,,,,,,,,,,,,,,
2023-03-03,1079.0999755859375,489.9500122070313,-0.3716435682634565,-22.49514344158615,1101.5951190275237,,,,,,,,,,,,,,,,
2023-03-06,1092.550048828125,490.1499938964844,-0.1527073454912655,-9.240464011414817,1101.7905128395398,,,,,,,,,,,,,,,,
2023-03-08,1093.4000244140625,495.2000122070313,-0.2915824458204332,-17.63194941762049,1111.031973831683,,,,,,,,,,,,,,,,
2023-03-09,1084.050048828125,491.25,-0.3136308916201604,-18.90317219275857,1102.9532210208836,,,,,,,,,,,,,,,,
2023-03-10,1075.1500244140625,490.25,-0.4218104087189023,-25.371464717753497,1100.521489131816,,,,,,,,,,,,,,,,
2023-03-13,1081.0999755859375,478.9500122070313,0.0379568256009234,2.2802397755363017,1078.8197358104012,,,,,,,,,,,,,,,,
2023-03-14,1072.0,470.5499877929688,0.1544602205880493,9.270504534685188,1062.7294954653148,,,,,,,,,,,,,,,,
2023-03-15,1060.6500244140625,466.7000122070313,0.087815701070456,5.269445844393886,1055.3805785696686,,,,,,,,,,,,,,,,
2023-03-16,1061.300048828125,461.3999938964844,0.2649874666336417,15.897717723922824,1045.4023311042022,,,,,,,,,,,,,,,,
