Dates,LUPIN.NS Y,GLENMARK.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of GLENMARK.NS X,Effective Margin of LUPIN.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of LUPIN.NS X,Effective Investment of LUPIN.NS Y,Multiplier X,Multiplier Y
2022-11-18,721.0499877929688,409.8500061035156,-0.0941464281028911,-6.865276770300966,727.9152645632697,,,,,,,,,,,,,,,,
2022-11-21,720.9000244140625,411.6499938964844,-0.1482460166913034,-10.811066991573623,731.7110914056361,,,,,,,,,,,,,,,,
2022-11-22,719.75,422.3999938964844,-0.4765940358841598,-34.772946045797426,754.5229460457974,,,,,,,,,,,,,,,,
2022-11-23,719.0499877929688,425.3999938964844,-0.5719372890779602,-41.74576130599508,760.7957490989638,,,,,,,,,,,,,,,,
2022-11-24,719.0999755859375,419.9500122070313,-0.4102228846714873,-29.94373625445689,749.0437118403944,,,,,,,,,,,,,,,,
2022-11-25,719.75,426.3500061035156,-0.5859372937068004,-42.78805437962399,762.538054379624,,,,,,,,,,,,,,,,
2022-11-28,733.6500244140625,432.2999877929688,-0.5664583937288148,-41.366548645344096,775.0165730594066,,,,,,,,,,,,,,,,
2022-11-29,751.4500122070312,438.2999877929688,-0.4955329592692497,-36.18497706934204,787.6349892763733,,,,,,,,,,,,,,,,
2022-11-30,766.0999755859375,430.7000122070313,-0.0711719198112786,-5.195420190394088,771.2953957763316,,,,,,,,,,,,,,,,
2022-12-01,770.2999877929688,430.7000122070313,-0.0124385862011577,-0.907730094918179,771.2077178878869,,,,,,,,,,,,,,,,
2022-12-02,776.0,434.9500122070313,-0.057603610798874,-4.202891022433732,780.2028910224337,,,,,,,,,,,,,,,,
2022-12-05,770.0999755859375,435.7999877929688,-0.1623279663390306,-11.843199158369202,781.9431747443067,,,,,,,,,,,,,,,,
2022-12-06,767.6500244140625,425.1499938964844,0.1160866986358893,8.467969569596335,759.1820548444662,,,,,,,,,,,,,,,,
2022-12-07,769.9000244140625,421.8500061035156,0.2425969388672181,17.69485521392062,752.2051692001419,,,,,,,,,,,,,,,,
2022-12-08,754.8499755859375,431.25,-0.2392336445681447,-17.449239402048192,772.2992149879857,,,,,,,,,,,,,,,,
2022-12-09,751.5,437.0,-0.4533511713014231,-33.06406588883101,784.564065888831,,,,,,,,,,,,,,,,
2022-12-12,752.0,425.0499877929688,-0.0962096315540445,-7.012728274778056,759.012728274778,,,,,,,,,,,,,,,,
2022-12-13,743.9000244140625,433.2999877929688,-0.4490804827530971,-32.735796919980885,776.6358213340434,,,,,,,,,,,,,,,,
2022-12-14,758.75,439.5499877929688,-0.4285545289114682,-31.241437993873205,789.9914379938732,,,,,,,,,,,,,,,,
2022-12-15,750.8499755859375,436.4500122070313,-0.4446794466511129,-32.42156486121576,783.2715404471533,,,,,,,,,,,,,,,,
2022-12-16,729.2999877929688,417.7999877929688,-0.1914444676371812,-13.95363305898536,743.2536208519541,,,,,,,,,,,,,,,,
2022-12-19,728.5999755859375,416.75,-0.1693394939195769,-12.342200107275858,740.9421756932134,,,,,,,,,,,,,,,,
2022-12-20,725.9500122070312,409.25,0.0152204799266678,1.1090860679055368,724.8409261391257,,,,,,,,,,,,,,,,
2022-12-21,751.3499755859375,440.3999938964844,-0.5500919072854434,-40.10959525515909,791.4595708410966,,,,,,,,,,,,,,,,
2022-12-22,766.2999877929688,436.3999938964844,-0.2250928014634213,-16.39734486920213,782.6973326621709,,,,,,,,,,,,,,,,
2022-12-23,756.75,429.1499938964844,-0.1410461799882331,-10.26800551475958,767.0180055147596,,,,,,,,,,,,,,,,
2022-12-26,742.2000122070312,425.0499877929688,-0.2180398702898375,-15.859762643381371,758.0597748504126,,,,,,,,,,,,,,,,
2022-12-27,741.7000122070312,423.3999938964844,-0.1742884001454579,-12.666438377338636,754.3664505843699,,,,,,,,,,,,,,,,
2022-12-28,732.9000244140625,421.3500061035156,-0.2328192406998247,-16.907596664571315,749.8076210786338,,,,,,,,,,,,,,,,
2022-12-29,736.1500244140625,421.7999877929688,-0.1994456264863999,-14.474491102254206,750.6245155163167,,,,,,,,,,,,,,,,
2022-12-30,733.7000122070312,424.1499938964844,-0.3001906290783614,-21.76698499963072,755.466997206662,,,,,,,,,,,,,,,,
2023-01-02,732.8499755859375,427.7000122070313,-0.4143151159494491,-30.015005668585445,762.864981254523,,,,,,,,,,,,,,,,
2023-01-03,737.9500122070312,434.7000122070313,-0.5484501277384837,-39.70283358682343,777.6528457938547,,,,,,,,,,,,,,,,
2023-01-04,734.5999755859375,428.4500122070313,-0.4072807929900519,-29.44506364621043,764.0450392321479,,,,,,,,,,,,,,,,
2023-01-05,742.8499755859375,434.3500061035156,-0.4660870693062364,-33.696953206895046,776.5469287928325,,,,,,,,,,,,,,,,
2023-01-06,738.0999755859375,423.0,-0.1933825826152217,-13.964103626148926,752.0640792120864,,,,,,,,,,,,,,,,
2023-01-09,749.8499755859375,426.25,-0.1253356214598941,-9.038806330068155,758.8887819160057,,,,,,,,,,,,,,,,
2023-01-10,758.8499755859375,430.5499877929688,-0.1262156028170352,-9.082167492405802,767.9321430783433,,,,,,,,,,,,,,,,
2023-01-11,754.0499877929688,424.75,-0.0182868220835666,-1.3128201759467402,755.3628079689155,,,,,,,,,,,,,,,,
2023-01-12,754.3499755859375,421.8999938964844,0.073119659555239,5.234359204995712,749.1156163809418,,,,,,,,,,,,,,,,
2023-01-13,755.75,420.1499938964844,0.1476565820176563,10.52552102448226,745.2244789755177,,,,,,,,,,,,,,,,
2023-01-16,756.9500122070312,420.1000061035156,0.1692037187564045,12.006670796620597,744.9433414104107,,,,,,,,,,,,,,,,
2023-01-17,753.25,416.5499877929688,0.2279187754321633,16.094162623197462,737.1558373768025,,,,,,,,,,,,,,,,
