Dates,IDEA.NS Y,BSOFT.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of BSOFT.NS X,Effective Margin of IDEA.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of IDEA.NS X,Effective Investment of IDEA.NS Y,Multiplier X,Multiplier Y
2023-03-27,6.050000190734863,260.8500061035156,-1.0685366322409362,-1.3958486294961787,7.445848820231042,,0.0070756035595907,,,,,,,,,,,,,,,
2023-03-28,5.900000095367432,251.75,-1.0481351857049583,-1.3650382954881408,7.265038390855572,,0.0099790247986414,,,,,,,,,,,,,,,
2023-03-29,5.900000095367432,255.5,-1.0841000800193807,-1.410479202467675,7.310479297835107,,0.0090932385708367,,,,,,,,,,,,,,,
2023-03-31,5.800000190734863,261.1499938964844,-1.2223034209809656,-1.5887151864770832,7.388715377211946,,0.0091948230760475,,,,,,,,,,,,,,,
2023-04-03,6.150000095367432,266.70001220703125,-1.0157007730094758,-1.3180048460650458,7.468004941432477,,0.0093708251671895,,,,,,,,,,,,,,,
2023-04-05,6.25,267.45001220703125,-0.9372748143087856,-1.2146185389900284,7.464618538990028,,0.0091850596030048,,,,,,,,,,,,,,,
2023-04-06,6.25,266.0,-0.9061854023944356,-1.1727970106892602,7.42279701068926,,0.0107239283397412,,,,,,,,,,,,,,,
2023-04-10,6.150000095367432,266.75,-0.9824009567785548,-1.270994992584395,7.420995087951827,,0.0099750616919176,,,,,,,,,,,,,,,
2023-04-11,6.099999904632568,265.79998779296875,-0.9957356776976602,-1.2872356526575546,7.387235557290123,,0.0094132860220269,,,,,,,,,,,,,,,
2023-04-12,6.199999809265137,269.79998779296875,-0.9624397509132888,-1.2430746815146057,7.443074490779742,,0.0094843311993274,,,,,,,,,,,,,,,
2023-04-13,6.050000190734863,263.1000061035156,-0.9717267828466584,-1.2537380212635831,7.303738211998446,,0.0108285379587184,,,,,,,,,,,,,,,
2023-04-17,6.050000190734863,258.54998779296875,-0.8954154634624348,-1.1546285268437462,7.2046287175786095,,0.0100022797937068,,,,,,,,,,,,,,,
2023-04-18,6.050000190734863,263.3500061035156,-0.9517470690587851,-1.2269209246224904,7.276921115357354,,0.009908504735508,,,,,,,,,,,,,,,
2023-04-19,6.050000190734863,258.1000061035156,-0.8641269212378493,-1.1129833020020046,7.162983492736868,,0.010232137725197,,,,,,,,,,,,,,,
2023-04-20,6.050000190734863,258.8999938964844,-0.8645371427518094,-1.113152158236575,7.163152348971439,,0.0100556569406426,,,,,,,,,,,,,,,
2023-04-21,6.449999809265137,257.0,-0.5171081713608127,-0.6651883957291886,7.115188204994325,,0.0076165856445025,,,,,,,,,,,,,,,
2023-04-24,6.349999904632568,264.8999938964844,-0.6993394066503095,-0.8987307737828338,7.248730678415402,,0.0078552702347797,,,,,,,,,,,,,,,
2023-04-25,6.300000190734863,265.25,-0.7324481027737495,-0.9401755202553534,7.240175710990217,,0.0083465913674622,,,,,,,,,,,,,,,
2023-04-26,6.550000190734863,267.45001220703125,-0.560610850335647,-0.7188446771510941,7.268844867885957,,0.0078586960784589,,,,,,,,,,,,,,,
2023-04-27,6.900000095367432,271.20001220703125,-0.335196935687091,-0.4293104949184254,7.329310590285857,,0.0067469963776661,,,,,,,,,,,,,,,
2023-04-28,6.949999809265137,272.95001220703125,-0.3135035859816178,-0.4008952386373323,7.350895047902469,,0.0071175822816711,,,,,,,,,,,,,,,
2023-05-02,6.900000095367432,278.29998779296875,-0.4247414929950373,-0.5425677068122283,7.44256780217966,,0.0068788526405566,,,,,,,,,,,,,,,
2023-05-03,6.900000095367432,275.54998779296875,-0.3747670774729775,-0.4780238360891449,7.378023931456576,,0.0073226057640959,,,,,,,,,,,,,,,
2023-05-04,7.0,287.0,-0.4632477519926522,-0.5905215347972632,7.590521534797263,,0.0072476188274913,,,,,,,,,,,,,,,
2023-05-05,6.900000095367432,281.6499938964844,-0.4527039149731403,-0.5764208270463396,7.476420922413771,,0.0072609521168731,,,,,,,,,,,,,,,
2023-05-08,6.900000095367432,287.75,-0.5388995830134099,-0.6857241761661239,7.5857242715335556,,0.007847651530419,,,,,,,,,,,,,,,
2023-05-09,6.800000190734863,308.25,-0.9258184929929184,-1.1786861415183658,7.978686332253229,,0.0064535643487776,,,,,,,,,,,,,,,
2023-05-10,6.75,307.0,-0.9374805758297072,-1.1918734965008664,7.941873496500866,,0.0070012350932464,,,,,,,,,,,,,,,
2023-05-11,7.150000095367432,306.1000061035156,-0.6018533702755721,-0.7640182395485944,7.914018334916026,,0.0065113698241896,,,,,,,,,,,,,,,
2023-05-12,7.0,307.5,-0.7349834902224219,-0.9321499896041452,7.932149989604145,,0.0070075858670891,,,,,,,,,,,,,,,
2023-05-15,7.050000190734863,308.6000061035156,-0.7064520787062114,-0.8952748071133527,7.945274997848216,,0.0072671678837246,,,,,,,,,,,,,,,
2023-05-16,7.349999904632568,328.3500061035156,-0.7757584580805211,-0.983002547053376,8.333002451685944,,0.0074974052835408,,,,,,,,,,,,,,,
2023-05-17,7.050000190734863,321.04998779296875,-0.8912591058345355,-1.129043614537471,8.179043805272334,,0.0071360841804033,,,,,,,,,,,,,,,
2023-05-18,7.0,319.0,-0.8918218757016206,-1.1291074870244628,8.129107487024463,,0.0088040560741077,,,,,,,,,,,,,,,
2023-05-19,7.050000190734863,334.6499938964844,-1.095902947349794,-1.3887885500246888,8.438788740759552,,0.0102834761396979,,,,,,,,,,,,,,,
2023-05-22,7.0,340.1000061035156,-1.2165223767231192,-1.5436614863116898,8.54366148631169,,0.0115236645259568,,,,,,,,,,,,,,,
2023-05-23,6.949999809265137,334.75,-1.165547534220284,-1.4807971944323943,8.430797003697531,,0.0115901410975049,,,,,,,,,,,,,,,
2023-05-24,6.949999809265137,330.79998779296875,-1.0981414783574408,-1.3967751696067197,8.346774978871856,,0.0110222413625673,,,,,,,,,,,,,,,
2023-05-25,7.0,335.3999938964844,-1.127034759910182,-1.43519986984008,8.43519986984008,,0.0111893116147056,,,,,,,,,,,,,,,
2023-05-26,7.050000190734863,339.5,-1.147925731410267,-1.4634999975595555,8.513500188294419,,0.0115011189272023,,,,,,,,,,,,,,,
2023-05-29,7.099999904632568,339.54998779296875,-1.1046195075995706,-1.4097602709182429,8.509760175550811,,0.0109792190457528,,,,,,,,,,,,,,,
2023-05-30,7.099999904632568,336.70001220703125,-1.054304906845174,-1.3465476341963338,8.446547538828902,,0.0099551659876647,,,,,,,,,,,,,,,
2023-05-31,7.199999809265137,343.5,-1.079502467859869,-1.379449951034589,8.579449760299726,,0.009141439521465,,,,,,,,,,,,,,,
2023-06-01,7.150000095367432,343.8500061035156,-1.1190675714845,-1.430140692734712,8.580140788102144,,0.008681027454691,,,,,,,,,,,,,,,
2023-06-02,7.150000095367432,347.79998779296875,-1.177033968345628,-1.5041501894847116,8.654150284852143,,0.0263731042202539,,,,,,,,,,,,,,,
2023-06-05,7.150000095367432,346.45001220703125,-1.1505549040894982,-1.4716884382004238,8.621688533567855,,0.0129954098837913,,,,,,,,,,,,,,,
2023-06-06,7.050000190734863,343.54998779296875,-1.1775523440029303,-1.508183757010162,8.558183947745025,,0.013285458800826,,,,,,,,,,,,,,,
2023-06-07,7.650000095367432,340.45001220703125,-0.657184685512618,-0.841961873918601,8.491961969286033,,0.0107631944072319,,,,,,,,,,,,,,,
2023-06-08,7.349999904632568,333.70001220703125,-0.7809192186490154,-1.0010293783196147,8.351029282952183,,0.0112702600152656,,,,,,,,,,,,,,,
2023-06-09,7.300000190734863,328.5,-0.7345079292522437,-0.9419913459838476,8.24199153671871,,0.0111453021477799,,,,,,,,,,,,,,,
2023-06-12,7.5,337.70001220703125,-0.7235948469969916,-0.9285954996899832,8.428595499689983,,0.0110772344700545,,,,,,,,,,,,,,,
2023-06-13,7.699999809265137,335.8999938964844,-0.5379336074161966,-0.6904846382900036,8.39048444755514,,0.0105242821786797,,,,,,,,,,,,,,,
2023-06-14,7.900000095367432,338.25,-0.4190173797054373,-0.5379333720704214,8.437933467437853,,0.0102550763375618,,,,,,,,,,,,,,,
2023-06-15,7.800000190734863,334.95001220703125,-0.4420787533536532,-0.5674269168092145,8.367427107544078,,0.0101946299088307,,,,,,,,,,,,,,,
2023-06-16,7.800000190734863,339.70001220703125,-0.51578480983329,-0.6619805019706284,8.461980692705492,,0.010824985835435,,,,,,,,,,,,,,,
2023-06-19,7.599999904632568,335.3500061035156,-0.599616734306141,-0.7696535924998837,8.369653497132452,,0.0112303339072349,,,,,,,,,,,,,,,
2023-06-20,7.400000095367432,337.29998779296875,-0.7837158460984042,-1.0064532259346066,8.406453321302038,,0.0124165765664439,,,,,,,,,,,,,,,
2023-06-21,7.75,339.54998779296875,-0.5455620369357833,-0.7008340522525458,8.450834052252546,,0.0100213129783014,,,,,,,,,,,,,,,
2023-06-22,7.449999809265137,344.20001220703125,-0.849960696805869,-1.09164107293428,8.541640882199417,,0.0371096851352494,,,,,,,,,,,,,,,
2023-06-23,7.449999809265137,343.70001220703125,-0.8385215376914368,-1.0769844420626882,8.526984251327825,,0.0366632910714903,,,,,,,,,,,,,,,
2023-06-26,7.650000095367432,340.1499938964844,-0.6236238954192682,-0.8011102553216567,8.451110350689088,,0.0344516436380665,,,,,,,,,,,,,,,
2023-06-27,7.5,352.8500061035156,-0.9405435091433566,-1.2093697779188872,8.709369777918887,,0.0363885887285641,,,,,,,,,,,,,,,
2023-06-28,7.449999809265137,351.75,-0.96019834088084,-1.2354157480672647,8.685415557332401,,0.0338204714968095,,,,,,,,,,,,,,,
2023-06-30,7.449999809265137,358.8999938964844,-1.0728472822775348,-1.3814332066448394,8.831433015909976,,0.0357264650337936,,,,,,,,,,,,,,,
2023-07-03,7.550000190734863,354.25,-0.918723301296965,-1.1838695658639136,8.733869756598777,,0.033376334521152,,,,,,,,,,,,,,,
2023-07-04,7.449999809265137,353.95001220703125,-0.989518529924243,-1.2761176080813108,8.726117417346448,,0.0331525199871848,,,,,,,,,,,,,,,
2023-07-05,7.400000095367432,353.6499938964844,-1.0211571544499674,-1.3181246412086018,8.718124736576033,,0.0348341655518609,,,,,,,,,,,,,,,
2023-07-06,7.5,353.79998779296875,-0.94456890778137,-1.2200088889800416,8.720008888980042,,0.0344701318781993,,,,,,,,,,,,,,,
2023-07-07,7.449999809265137,354.70001220703125,-0.9952346398253868,-1.286640050566982,8.736639859832119,,0.0344437009273037,,,,,,,,,,,,,,,
2023-07-10,7.400000095367432,345.95001220703125,-0.8922201192206806,-1.1542115338874217,8.554211629254853,,0.0325300856666451,,,,,,,,,,,,,,,
2023-07-11,7.349999904632568,355.1499938964844,-1.07521298154136,-1.3924288034985466,8.742428708131115,,0.0311026512017984,,,,,,,,,,,,,,,
2023-07-12,7.349999904632568,349.29998779296875,-0.9800778774312908,-1.2700694484008093,8.620069353033378,,0.0346731442534264,,,,,,,,,,,,,,,
2023-07-13,7.25,361.8999938964844,-1.2570387336854385,-1.6299603019307334,8.879960301930733,,0.0396845407931653,,,,,,,,,,,,,,,
2023-07-14,7.349999904632568,379.7000122070313,-1.4595358293284708,-1.896132134639938,9.246132039272506,,0.044255613918393,,,,,,,,,,,,,,,
2023-07-17,7.599999904632568,383.9500122070313,-1.3311377928714268,-1.731963887123127,9.331963791755696,,0.0434155604979441,,,,,,,,,,,,,,,
2023-07-18,7.650000095367432,392.2999877929688,-1.4212990879657672,-1.852409704920401,9.502409800287833,,0.0401723643271535,,,,,,,,,,,,,,,
2023-07-19,7.699999809265137,393.5,-1.3972395391060652,-1.8243552255578344,9.524355034822973,,0.0388745751012661,,,,,,,,,,,,,,,
2023-07-20,7.550000190734863,392.4500122070313,-1.4923722523616303,-1.9511410151832853,9.501141205918149,,0.041619281022419,,,,,,,,,,,,,,,
2023-07-21,7.849999904632568,385.6000061035156,-1.1540323646705697,-1.5092290143496356,9.359228918982204,,0.0337689752486834,,,,,,,,,,,,,,,
2023-07-24,7.900000095367432,383.3500061035156,-1.0801073344977992,-1.4127020352159505,9.312702130583382,,0.030929975940182,,,,,,,,,,,,,,,
2023-07-25,7.900000095367432,378.0499877929688,-0.996683532846733,-1.303359693345989,9.20335978871342,,0.0303271599334561,,,,,,,,,,,,,,,
2023-07-26,8.75,379.2999877929688,-0.3687367869157003,-0.4815994945153914,9.231599494515391,,0.0017521055378635,,,,,,,,,,,,,,,
2023-07-27,8.5,402.2000122070313,-0.9247859880415604,-1.2071570671663103,9.70715706716631,,0.0036182710238812,,,,,,,,,,,,,,,
2023-07-28,8.350000381469727,415.8999938964844,-1.2560619159646476,-1.6400946931278997,9.990095074597626,,0.004980337500262,,,,,,,,,,,,,,,
2023-07-31,8.300000190734863,427.25,-1.4750224612100535,-1.9246031612802703,10.224603352015134,,0.0024252308364213,,,,,,,,,,,,,,,
2023-08-01,8.25,432.1499938964844,-1.6002642542528376,-2.0779204616978646,10.327920461697865,,0.0024345481290789,,,,,,,,,,,,,,,
2023-08-02,7.900000095367432,425.7000122070313,-1.7784984397366748,-2.2973600766389257,10.197360172006356,,0.002155161207921,,,,,,,,,,,,,,,
2023-08-03,7.849999904632568,433.7999877929688,-1.946722242300828,-2.5134459570835137,10.363445861716082,,0.0022429767801239,,,,,,,,,,,,,,,
2023-08-04,8.25,438.7999877929688,-1.7195976725862885,-2.21623981202742,10.46623981202742,,0.0022280134306835,,,,,,,,,,,,,,,
2023-08-07,8.350000381469727,448.6000061035156,-1.8054790787828503,-2.31909088841409,10.669091269883817,,0.0107101600588079,,,,,,,,,,,,,,,
2023-08-08,8.300000190734863,451.5499877929688,-1.8963929332212448,-2.429331475611473,10.729331666346337,,0.0088218117348462,,,,,,,,,,,,,,,
2023-08-09,8.199999809265137,454.1499938964844,-2.025931309256686,-2.584462188208036,10.784461997473173,-1.0,0.0050715945056349,,,,,,,,,,,,,,,
2023-08-10,8.050000190734863,445.2999877929688,-2.012409348055637,-2.554975485285869,10.604975676020732,,0.0030736118137992,,,,,,,,,,,,,,,
2023-08-11,8.100000381469727,445.8500061035156,-2.0013232593833803,-2.5215315972417027,10.62153197871143,,0.0085881084803542,,,,,,,,,,,,,,,
2023-08-14,8.050000190734863,448.1499938964844,-2.101517009165696,-2.624617960752534,10.674618151487396,,0.0059408937084983,,,,,,,,,,,,,,,
2023-08-16,7.800000190734863,451.5499877929688,-2.365750046753979,-2.9449574512009318,10.744957641935796,,0.0515873442159755,,,,,,,,,,,,,,,
2023-08-17,7.75,470.1000061035156,-2.7202748857156287,-3.373507344099,11.123507344099,,0.1096006770769277,,,,,,,,,,,,,,,
2023-08-18,7.599999904632568,453.5499877929688,-2.57416348326804,-3.182065915522072,10.78206582015464,,0.1071834719604797,,,,,,,,,,,,,,,
2023-08-21,7.550000190734863,462.6000061035156,-2.7657692540200745,-3.413515062152157,10.96351525288702,,0.4552939281905104,,,,,,,,,,,,,,,
2023-08-22,7.699999809265137,466.2999877929688,-2.704862986422067,-3.3340317228520373,11.034031532117174,,0.4825131761312268,,,,,,,,,,,,,,,
2023-08-23,7.800000190734863,465.6499938964844,-2.617677698621796,-3.216516179941628,11.016516370676491,,0.4575875279330961,,,,,,,,,,,,,,,
2023-08-24,7.949999809265137,474.8999938964844,-2.6521187861628266,-3.2490477439315573,11.199047553196694,,0.5055275899015222,,,,,,,,,,,,,,,
2023-08-25,8.699999809265137,484.5499877929688,-2.211625281685651,-2.69251856770917,11.392518376974309,,0.2638185890907649,,,,,,,,,,,,,,,
2023-08-28,9.0,485.0499877929688,-1.98635028294794,-2.4023062395032344,11.402306239503234,,0.1955723617204464,,,,,,,,,,,,,,,
2023-08-29,8.899999618530273,493.7000122070313,-2.221026652831502,-2.6721052930116223,11.572104911541896,,0.3805415494995213,,,,,,,,,,,,,,,
2023-08-30,9.050000190734863,493.4500122070313,-2.08798503098428,-2.5096768880017617,11.559677078736623,,0.3876933900170041,,,,,,,,,,,,,,,
2023-08-31,9.050000190734863,509.7000122070313,-2.349868527030016,-2.8236782146595463,11.87367840539441,,0.4754060796255298,,,,,,,,,,,,,,,
2023-09-01,10.0,528.3499755859375,-1.863907068887324,-2.2349040059567216,12.234904005956722,,0.4464701388148827,,,,,,,,,,,,,,,
2023-09-04,10.0,518.7999877929688,-1.692379001982732,-2.032310654050688,12.032310654050688,,0.3977607000658604,,,,,,,,,,,,,,,
2023-09-05,9.899999618530272,524.7999877929688,-1.8587527698529775,-2.2353120276890888,12.135311646219362,,0.4030386224003181,,,,,,,,,,,,,,,
2023-09-06,10.649999618530272,518.7000122070312,-1.1281481429777591,-1.3572054795651276,12.0072050980954,,0.2747423996430665,,,,,,,,,,,,,,,
2023-09-07,10.5,512.8499755859375,-1.154038153300741,-1.3871901325023617,11.88719013250236,,0.2576718448372752,,,,,,,,,,,,,,,
2023-09-08,10.5,518.5,-1.2385448769386376,-1.4893969508940827,11.989396950894085,,0.2693462778205427,,,,,,,,,,,,,,,
2023-09-11,11.300000190734863,508.3999938964844,-0.409822821185336,-0.4926364027779915,11.792636593512857,,0.1624944828178853,,,,,,,,,,,,,,,
2023-09-12,10.5,497.1499938964844,-0.8812255162991084,-1.0596943492857456,11.559694349285746,,0.2163447988742771,,,,,,,,,,,,,,,
2023-09-13,11.0,494.1000061035156,-0.4096557073220053,-0.4923602682183645,11.492360268218365,,0.1895092507496025,,,,,,,,,,,,,,,
2023-09-14,10.899999618530272,505.75,-0.6746026351409339,-0.8103744082540523,11.710374026784326,,0.2025779680564205,,,,,,,,,,,,,,,
2023-09-15,11.699999809265137,504.0,0.0224823612928315,0.0269926943773572,11.67300711488778,0.0,0.1399844536934117,,,,,,,,,,,,,,,
2023-09-18,10.899999618530272,489.0499877929688,-0.3982752766945691,-0.4785326986736731,11.378532317203948,,0.1674077573888864,,,,,,,,,,,,,,,
2023-09-20,11.0,485.0,-0.247460445115453,-0.2973871827150436,11.297387182715044,,0.1479149011602479,,,,,,,,,,,,,,,
2023-09-21,10.850000381469728,491.2999877929688,-0.4676246171928528,-0.5615920895616568,11.411592471031383,,0.18058468524953,,,,,,,,,,,,,,,
2023-09-22,11.300000190734863,488.0499877929688,-0.0363870129846302,-0.0436667905789605,11.343666981313824,,0.1482991752015688,,,,,,,,,,,,,,,
2023-09-25,11.300000190734863,488.3999938964844,-0.0388571639076588,-0.0466005483028411,11.346600739037704,,0.1369444934014388,,,,,,,,,,,,,,,
2023-09-26,12.100000381469728,483.75,0.7036620659771639,0.8432572336310606,11.256743147838666,,0.1124789587944047,,,,,,,,,,,,,,,
2023-09-27,12.0,491.5,0.4991911203944112,0.5963940446700917,11.403605955329908,,0.0970430177449435,,,,,,,,,,,,,,,
2023-09-28,11.649999618530272,474.4500122070313,0.4852211652555229,0.5788113073390839,11.07118831119119,,0.0986911094157757,,,,,,,,,,,,,,,
2023-09-29,11.649999618530272,483.3500061035156,0.3437974704369589,0.4092550970272643,11.240744521503007,,0.1097636923581848,,,,,,,,,,,,,,,
2023-10-03,12.0,496.8500061035156,0.4213189688687996,0.5003446510198835,11.499655348980117,,0.1313277053563427,,,,,,,,,,,,,,,
2023-10-04,11.449999809265137,491.3999938964844,0.0514949720751315,0.0610436994564871,11.38895610980865,,0.1396688268882522,,,,,,,,,,,,,,,
2023-10-05,11.199999809265137,513.3499755859375,-0.5101941444605254,-0.6037974837728619,11.803797293038,,0.1430193170530505,,,,,,,,,,,,,,,
2023-10-06,10.949999809265137,512.7000122070312,-0.7014294878925557,-0.8299087263050211,11.779908535570158,,0.1435053629508145,,,,,,,,,,,,,,,
2023-10-09,10.899999618530272,515.75,-0.7843114819875974,-0.9281096046804524,11.828109223210726,,0.1452092094196601,,,,,,,,,,,,,,,
2023-10-10,11.050000190734863,539.0999755859375,-1.0240460469069117,-1.211405967645412,12.261406158380275,,0.1461614778493988,,,,,,,,,,,,,,,
2023-10-11,11.850000381469728,540.1500244140625,-0.3587569783985769,-0.4243164349435524,12.27431681641328,,0.1434407868627324,,,,,,,,,,,,,,,
2023-10-12,11.899999618530272,543.75,-0.3685734298186722,-0.4358241319490012,12.335823750479276,,0.1432514835175149,,,,,,,,,,,,,,,
2023-10-13,12.0,543.5,-0.2754038237348418,-0.3256529056253185,12.32565290562532,,0.1436654527295327,,,,,,,,,,,,,,,
2023-10-16,11.800000190734863,544.0999755859375,-0.4504050219714947,-0.5326823247454939,12.332682515480355,,0.1465762614950297,,,,,,,,,,,,,,,
2023-10-17,11.899999618530272,554.5,-0.5251706224715074,-0.6207661973798508,12.520765815910124,,0.1472785691455036,,,,,,,,,,,,,,,
2023-10-18,11.699999809265137,546.6500244140625,-0.5607630235218738,-0.6632652311439209,12.363265040409058,,0.1483232418450536,,,,,,,,,,,,,,,
2023-10-19,12.0,549.75,-0.3518463328520215,-0.4161247254462452,12.416124725446243,,0.1523389357831561,,,,,,,,,,,,,,,
2023-10-20,11.75,548.0499877929688,-0.5284033831919365,-0.6248521734128527,12.374852173412853,,0.1559240552709775,,,,,,,,,,,,,,,
2023-10-23,10.949999809265137,526.4500122070312,-0.8495435065000468,-1.0058529359958506,11.955852745260987,,0.1583914788421969,,,,,,,,,,,,,,,
2023-10-25,10.850000381469728,525.2999877929688,-0.906188611051746,-1.0736537684800125,11.92365414994974,,0.158396229787437,,,,,,,,,,,,,,,
2023-10-26,10.75,528.9000244140625,-1.0388439371887304,-1.231980078744817,11.981980078744815,,0.1542032634793086,,,,,,,,,,,,,,,
2023-10-27,10.899999618530272,542.4000244140625,-1.1149506282525743,-1.3231762117201562,12.22317583025043,,0.1672960495372325,,,,,,,,,,,,,,,
2023-10-30,11.649999618530272,542.0499877929688,-0.4720352456572628,-0.560310784545095,12.210310403075368,,0.1412352269185937,,,,,,,,,,,,,,,
2023-10-31,11.850000381469728,547.6500244140625,-0.3869210270144664,-0.4592149647809194,12.309215346250646,,0.1417279059382144,,,,,,,,,,,,,,,
2023-11-01,12.800000190734863,574.2000122070312,-0.0028109440862928,-0.0033319102793232,12.803332101014188,,0.1335757120107801,,,,,,,,,,,,,,,
2023-11-02,13.75,577.7000122070312,0.7350473298944946,0.8716094310484355,12.878390568951565,,0.1204164767913525,,,,,,,,,,,,,,,
2023-11-03,13.75,587.75,0.5689254808951288,0.6745384256261318,13.075461574373868,,0.1109376173435791,,,,,,,,,,,,,,,
