Dates,ABBOTINDIA.NS Y,ZYDUSLIFE.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of ZYDUSLIFE.NS X,Effective Margin of ABBOTINDIA.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of ABBOTINDIA.NS X,Effective Investment of ABBOTINDIA.NS Y,Multiplier X,Multiplier Y
2023-12-20,22135.150390625,663.75,-1.9070519208105088,-2172.6720685335717,24307.82245915857,,0.1510169346256599,,,,,,,,,,,,,,,
2023-12-21,22354.75,671.4500122070312,-1.8302675600108065,-2088.710719852628,24443.46071985263,,0.1604836771581226,,,,,,,,,,,,,,,
2023-12-22,22604.0,679.9500122070312,-1.740429260948381,-1989.822279238688,24593.822279238688,,0.1556950353786205,,,,,,,,,,,,,,,
2023-12-26,22452.55078125,676.2000122070312,-1.786019944538373,-2047.219332080764,24499.770113330764,,0.1561095956235511,,,,,,,,,,,,,,,
2023-12-27,22570.099609375,688.6500244140625,-1.8765622008082807,-2155.349751492082,24725.44936086708,,0.1705751816353608,,,,,,,,,,,,,,,
2023-12-28,22623.69921875,686.4000244140625,-1.77005887824632,-2037.7037290276712,24661.40294777767,,0.1565443404909796,,,,,,,,,,,,,,,
2023-12-29,22851.25,689.2000122070312,-1.6026704993733627,-1847.519535109357,24698.76953510936,,0.1389714086081723,,,,,,,,,,,,,,,
2024-01-01,22761.099609375,699.1500244140625,-1.827155021902703,-2110.010131900661,24871.10974127566,,0.1622475895406816,,,,,,,,,,,,,,,
2024-01-02,23327.25,712.25,-1.5391900421782054,-1778.568620363836,25105.81862036384,,0.1289360238164058,,,,,,,,,,,,,,,
2024-01-03,23606.599609375,710.4000244140625,-1.2519703661595625,-1447.023979979851,25053.62358935485,,0.0976560850162975,,,,,,,,,,,,,,,
2024-01-04,23569.80078125,709.1500244140625,-1.249447451587797,-1443.639685496677,25013.44046674668,,0.0909596487197252,,,,,,,,,,,,,,,
2024-01-05,23884.599609375,714.25,-1.0522924204722768,-1214.158464799817,25098.758074174817,,0.0817940584464935,,,,,,,,,,,,,,,
2024-01-08,23658.099609375,710.7000122070312,-1.177274656161656,-1357.3947774265616,25015.49438680156,,0.0743480213867752,,,,,,,,,,,,,,,
2024-01-09,24231.900390625,713.0,-0.7123872468693951,-819.2841636565572,25051.18455428156,,0.0516662395257658,,,,,,,,,,,,,,,
2024-01-10,24609.25,706.9000244140625,-0.2822598866995642,-323.59031376952044,24932.84031376952,,0.0434799444304722,,,,,,,,,,,,,,,
2024-01-11,25339.650390625,704.25,0.3944202386166589,450.6644256684594,24888.98596495654,,0.0278261726832337,,,,,,,,,,,,,,,
