Dates,COFORGE.NS Y,FSL.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of FSL.NS X,Effective Margin of COFORGE.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of COFORGE.NS X,Effective Investment of COFORGE.NS Y,Multiplier X,Multiplier Y
2023-06-13,4567.89990234375,132.5500030517578,0.8188577124128593,303.8882505194615,4264.0116518242885,,0.0097693635715142,,,,,,,,,,,,,,,
2023-06-14,4619.60009765625,130.8000030517578,1.027129665895266,379.9210213915494,4239.679076264701,,0.0110086116622191,,,,,,,,,,,,,,,
2023-06-15,4582.9501953125,130.1999969482422,0.9503449564401234,350.2844465359731,4232.665748776527,,0.0085308586798415,,,,,,,,,,,,,,,
2023-06-16,4594.25,128.89999389648438,1.032155728244878,379.2601867861158,4214.989813213884,,0.0076276935108423,,,,,,,,,,,,,,,
2023-06-19,4562.89990234375,129.9499969482422,0.9013267496260292,329.8696622453453,4233.030240098405,,0.0108504510074048,,,,,,,,,,,,,,,
2023-06-20,4559.25,129.5,0.9083564331345292,330.9522347382581,4228.297765261742,,0.0091368564933029,,,,,,,,,,,,,,,
2023-06-21,4604.85009765625,130.5,0.98880035669996,359.3141455040386,4245.535952152211,,0.0075504432714094,,,,,,,,,,,,,,,
2023-06-22,4534.7001953125,129.39999389648438,0.8397783878514937,304.136637667114,4230.563557645386,,0.0022159854884986,,,,,,,,,,,,,,,
2023-06-23,4499.4501953125,127.0500030517578,0.8403788168603084,303.08332789216456,4196.366867420335,,0.0034666776288384,,,,,,,,,,,,,,,
2023-06-26,4606.7001953125,128.4499969482422,1.080285014770798,386.4992592682602,4220.20093604424,,0.0027198206488341,,,,,,,,,,,,,,,
2023-06-27,4695.4501953125,129.5500030517578,1.2815682821014995,455.8535794994477,4239.596615813052,,0.0033338453954889,,,,,,,,,,,,,,,
2023-06-28,4695.4501953125,129.5500030517578,1.2833639706929658,453.4342962135797,4242.01589909892,,0.0052370783565322,,,,,,,,,,,,,,,
2023-06-30,4711.2998046875,127.3000030517578,1.4292160698190617,502.0386719872913,4209.261132700209,,0.0053403506248012,,,,,,,,,,,,,,,
2023-07-03,4684.35009765625,129.89999389648438,1.2375952074064065,431.9651380009309,4252.384959655319,,0.0043742060252484,,,,,,,,,,,,,,,
