Dates,HEROMOTOCO.NS Y,ASHOKLEY.NS X,Standard Residual,Residual,Y Predicted,Signal,Trades,Investments,Net Investments,Effective Margin of ASHOKLEY.NS X,Effective Margin of HEROMOTOCO.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of HEROMOTOCO.NS X,Effective Investment of HEROMOTOCO.NS Y,Multiplier X,Multiplier Y
2022-09-30,2549.199951171875,152.64999389648438,-0.6005236325926029,-165.5400897577324,2714.7400409296074,,,,,,,,,,,,,,,,
2022-10-03,2525.550048828125,150.3000030517578,-0.7169714492164225,-197.78095947504332,2723.3310083031683,,,,,,,,,,,,,,,,
2022-10-04,2621.800048828125,156.3000030517578,-0.2846752198363984,-78.44222630071908,2700.242275128844,,,,,,,,,,,,,,,,
2022-10-06,2646.10009765625,156.5,-0.1978934033513867,-54.492925245685456,2700.5930229019355,,,,,,,,,,,,,,,,
2022-10-07,2624.949951171875,159.64999389648438,-0.2371245986587922,-65.19517700004235,2690.1451281719173,,,,,,,,,,,,,,,,
2022-10-10,2570.5,154.35000610351562,-0.5115656793166563,-140.6298370545419,2711.129837054542,,,,,,,,,,,,,,,,
2022-10-11,2548.14990234375,149.10000610351562,-0.6647796066657922,-182.79267575378708,2730.942578097537,,,,,,,,,,,,,,,,
2022-10-12,2550.050048828125,149.0500030517578,-0.6609548428622615,-181.6225156022938,2731.672564430419,,,,,,,,,,,,,,,,
2022-10-13,2546.449951171875,147.10000610351562,-0.7017870147690519,-192.73922479747944,2739.1891759693544,,,,,,,,,,,,,,,,
2022-10-14,2535.89990234375,148.0,-0.7319296827264781,-200.83032779547463,2736.7302301392247,,,,,,,,,,,,,,,,
2022-10-17,2553.699951171875,148.0500030517578,-0.6706306964878158,-183.76585409883228,2737.4658052707077,,,,,,,,,,,,,,,,
2022-10-18,2562.0,149.8000030517578,-0.62190885773235,-170.27170379564495,2732.271703795645,,,,,,,,,,,,,,,,
2022-10-19,2541.199951171875,146.85000610351562,-0.7339968757785446,-200.96335665933063,2742.1633078312057,,,,,,,,,,,,,,,,
2022-10-20,2565.550048828125,144.75,-0.6697575036322698,-183.3979730023275,2748.9480218304525,,,,,,,,,,,,,,,,
2022-10-21,2569.85009765625,143.0,-0.6727310995760585,-184.2937164266505,2754.1438140829005,,,,,,,,,,,,,,,,
2022-10-24,2581.89990234375,144.5500030517578,-0.6106953689601277,-167.2701528176276,2749.1700551613776,,,,,,,,,,,,,,,,
2022-10-25,2585.60009765625,147.25,-0.5630517489968119,-154.20965872508623,2739.809756381336,,,,,,,,,,,,,,,,
2022-10-27,2610.75,147.9499969482422,-0.4602877162392365,-126.07738229643974,2736.82738229644,,,,,,,,,,,,,,,,
2022-10-28,2649.85009765625,149.14999389648438,-0.3019954875649708,-82.71242626104913,2732.562523917299,,,,,,,,,,,,,,,,
2022-10-31,2676.85009765625,153.3000030517578,-0.1529923241205183,-41.8722387058142,2718.722336362064,,,,,,,,,,,,,,,,
2022-11-01,2673.14990234375,149.75,-0.2035212677818235,-55.7190587246846,2728.8689610684346,,,,,,,,,,,,,,,,
2022-11-02,2643.949951171875,149.4499969482422,-0.3098425705477387,-84.82427718306599,2728.774228354941,,,,,,,,,,,,,,,,
2022-11-03,2646.35009765625,148.0500030517578,-0.3161835313543154,-86.5878218496523,2732.9379195059023,,,,,,,,,,,,,,,,
2022-11-04,2588.89990234375,146.6999969482422,-0.5399291782331044,-147.93325932302332,2736.8331616667733,,,,,,,,,,,,,,,,
2022-11-07,2621.050048828125,148.14999389648438,-0.4028787041430947,-110.37841302969493,2731.42846185782,,,,,,,,,,,,,,,,
2022-11-09,2651.5,147.8000030517578,-0.294548365605873,-80.7102425622661,2732.210242562266,,,,,,,,,,,,,,,,
2022-11-10,2712.5,146.60000610351562,-0.0864096591262041,-23.681758567980975,2736.181758567981,,,,,,,,,,,,,,,,
2022-11-11,2668.5,147.75,-0.2320357495654675,-63.58509630912613,2732.085096309126,,,,,,,,,,,,,,,,
2022-11-14,2688.39990234375,152.75,-0.0998440787645065,-27.331270950402995,2715.731173294153,,,,,,,,,,,,,,,,
2022-11-15,2730.75,150.10000610351562,0.0197604921065321,5.409939350302011,2725.340060649698,,,,,,,,,,,,,,,,
2022-11-16,2739.449951171875,148.0,0.0232772527224722,6.371202414823983,2733.078748757051,,,,,,,,,,,,,,,,
2022-11-17,2744.0,144.75,-0.0004481417690197,-0.1226505864187856,2744.122650586419,,,,,,,,,,,,,,,,
2022-11-18,2723.14990234375,144.8000030517578,-0.0769510284680686,-21.05650151294867,2744.2064038566987,,,,,,,,,,,,,,,,
2022-11-21,2677.449951171875,143.6999969482422,-0.2561834462054801,-70.10877230829738,2747.5587234801724,,,,,,,,,,,,,,,,
2022-11-22,2685.449951171875,144.10000610351562,-0.2222592862923741,-60.81881069184419,2746.268761863719,,,,,,,,,,,,,,,,
2022-11-23,2658.85009765625,145.4499969482422,-0.3039276377357098,-83.15153215438795,2742.001629810638,,,,,,,,,,,,,,,,
2022-11-24,2673.10009765625,146.10000610351562,-0.2453394656620456,-67.100038200379,2740.200135856629,,,,,,,,,,,,,,,,
2022-11-25,2708.14990234375,148.75,-0.0898066201304078,-24.543104259716984,2732.693006603467,,,,,,,,,,,,,,,,
2022-11-28,2783.5,150.0,0.1968022967628765,53.76758023390176,2729.7324197660982,,,,,,,,,,,,,,,,
2022-11-29,2828.25,148.5500030517578,0.3411711486981417,93.22738795673104,2735.022612043269,,,,,,,,,,,,,,,,
2022-11-30,2851.89990234375,148.8000030517578,0.4251347162351662,116.11781678500756,2735.7820855587424,,,,,,,,,,,,,,,,
2022-12-01,2871.800048828125,148.6999969482422,0.491356511469979,134.15461298769014,2737.645435840435,,,,,,,,,,,,,,,,
2022-12-02,2820.449951171875,146.0500030517578,0.2730025553429555,74.51598962388834,2745.9339615479867,,,,,,,,,,,,,,,,
2022-12-05,2827.64990234375,147.25,0.30667542997796,83.62302125559336,2744.0268810881566,,,,,,,,,,,,,,,,
2022-12-06,2798.800048828125,145.89999389648438,0.1843891317934162,50.22691442399582,2748.573134404129,,,,,,,,,,,,,,,,
2022-12-07,2759.550048828125,145.0500030517578,0.0296380073188437,8.064131553062452,2751.4859172750625,,,,,,,,,,,,,,,,
2022-12-08,2758.199951171875,145.0,0.0211147717311824,5.7380868790787645,2752.461864292796,,,,,,,,,,,,,,,,
2022-12-09,2751.5,143.64999389648438,-0.01734493138348,-4.707459431909683,2756.2074594319097,,,,,,,,,,,,,,,,
2022-12-12,2771.449951171875,144.39999389648438,0.0587466308873107,15.917891921801129,2755.532059250074,,,,,,,,,,,,,,,,
2022-12-13,2759.449951171875,144.0,0.0083305272888123,2.2539598350135748,2757.1959913368614,,,,,,,,,,,,,,,,
2022-12-14,2747.35009765625,146.75,-0.0202638565501665,-5.475337409392068,2752.825435065642,,,,,,,,,,,,,,,,
2022-12-15,2770.85009765625,144.0500030517578,0.0459024087411082,12.39543511524016,2758.45466254101,,,,,,,,,,,,,,,,
2022-12-16,2724.85009765625,141.0,-0.1446404651041343,-39.02905981774984,2763.879157474,,,,,,,,,,,,,,,,
2022-12-19,2780.60009765625,144.14999389648438,0.0788806100294894,21.253901820978623,2759.3461958352714,,,,,,,,,,,,,,,,
2022-12-20,2772.550048828125,145.10000610351562,0.0515096495371085,13.859186656556176,2758.690862171569,,,,,,,,,,,,,,,,
2022-12-21,2757.449951171875,142.89999389648438,-0.0179132761296985,-4.819381265831453,2762.2693324377065,,,,,,,,,,,,,,,,
2022-12-22,2727.699951171875,142.4499969482422,-0.1324472603975436,-35.61268594572948,2763.3126371176045,,,,,,,,,,,,,,,,
2022-12-23,2636.85009765625,137.85000610351562,-0.4918108355516427,-132.23956062728075,2769.0896582835308,,,,,,,,,,,,,,,,
2022-12-26,2686.300048828125,141.3000030517578,-0.2930238526809496,-78.70290582582811,2765.002954653953,,,,,,,,,,,,,,,,
2022-12-27,2702.35009765625,141.85000610351562,-0.2322888528978831,-62.32803773864816,2764.678135394898,,,,,,,,,,,,,,,,
2022-12-28,2696.60009765625,143.8000030517578,-0.2480759707150302,-66.48899311430932,2763.08909077056,,,,,,,,,,,,,,,,
2022-12-29,2722.199951171875,144.39999389648438,-0.1533162092027441,-41.03966061085339,2763.2396117827284,,,,,,,,,,,,,,,,
2022-12-30,2738.85009765625,143.39999389648438,-0.0970078972711314,-25.93616370761356,2764.786261363864,,,,,,,,,,,,,,,,
2023-01-02,2715.89990234375,148.64999389648438,-0.1725924529841282,-46.04704668419754,2761.9469490279475,,,,,,,,,,,,,,,,
2023-01-03,2720.39990234375,147.39999389648438,-0.160669533049177,-42.83745742335941,2763.2373597671094,,,,,,,,,,,,,,,,
2023-01-04,2709.300048828125,145.8000030517578,-0.2072452250619026,-55.210238998569366,2764.5102878266944,,,,,,,,,,,,,,,,
2023-01-05,2767.14990234375,148.4499969482422,0.0113269363711893,3.01229973683121,2764.137602606919,,,,,,,,,,,,,,,,
2023-01-06,2742.550048828125,147.75,-0.083638575264538,-22.221669014997133,2764.771717843122,,,,,,,,,,,,,,,,
2023-01-09,2752.35009765625,151.35000610351562,-0.0453919458802573,-12.026119986604044,2764.376217642854,,,,,,,,,,,,,,,,
2023-01-10,2712.050048828125,151.89999389648438,-0.1985243028506254,-52.45671246087977,2764.5067612890048,,,,,,,,,,,,,,,,
