Dates,AXISBANK.NS Y,FEDERALBNK.NS X,Standard Residual,Residual,Y Predicted,Signal,Coint,Trades,Investments,Net Investments,Effective Margin of FEDERALBNK.NS X,Effective Margin of AXISBANK.NS Y,Trade Length,Percentage Return,Profit,Net Percentage Return,Long Profit,Short Profit,Effective Investment of AXISBANK.NS X,Effective Investment of AXISBANK.NS Y,Multiplier X,Multiplier Y
2022-11-14,851.0,136.0500030517578,0.208381119322601,9.427283856722624,841.5727161432774,,0.0122527055169671,1.0,1876.6500244140625,18.766500244140627,9.38,9.386500244140626,37.0,3.349056367518246,62.85006713867188,334.90563675182455,-18.549957275390625,81.4000244140625,938.0,938.6500244140624,7.0,1.0
2022-11-15,858.6500244140625,136.10000610351562,0.3737117607065891,16.90569992080941,841.7443244932531,,0.014873130321905,,,,,9.682000122070313,,,,,,,1009.2000122070312,968.2000122070312,8.0,1.0
2022-11-16,855.4000244140625,133.14999389648438,0.4635644590576207,20.996612795843475,834.403411618219,,0.0139722539026981,,,,,,,,,,,,,,,
2022-11-17,858.2000122070312,134.9499969482422,0.4193783404028124,18.98681271537725,839.213199491654,,0.0149234959494024,,,,,,,,,,,,,,,
2022-11-18,859.2000122070312,132.6999969482422,0.5661907806599208,25.650587227484834,833.5494249795464,,0.0129592491634976,,,,,,,,,,,,,,,
2022-11-21,870.0499877929688,132.39999389648438,0.8170607450784599,37.02487877780004,833.0251090151687,,0.0124271576993479,,,,,,,,,,,,,,,
2022-11-22,870.0499877929688,131.4499969482422,0.867409271046213,39.3079042800191,830.7420835129496,,0.0135526524733749,,,,,,,,,,,,,,,
2022-11-23,874.7000122070312,134.35000610351562,0.7981032716790212,36.14997646454072,838.5500357424905,,0.0123422041424131,Individual Breakup,,Lot AXISBANK.NS Y,Lot  FEDERALBNK.NS X,Total Profit,Total Trade,,,,,,,,,
2022-11-24,878.5499877929688,133.35000610351562,0.9342130979869894,42.32698660860365,836.2230011843651,,0.0147355486247244,Margin of FEDERALBNK.NS X,Margin of AXISBANK.NS Y,1,-116.5,180.35006713867188,1,,,,,,,,,
2022-11-25,887.75,132.5500030517578,1.1707302141623637,53.10342092981614,834.6465790701839,,0.017417366224015,1,1,,,,,,,,,,,,,
2022-11-28,891.7000122070312,133.8000030517578,1.177946270039175,53.416360919869135,838.2836512871621,,0.0178902341717653,,,,,,,,,,,,,,,
2022-11-29,892.5499877929688,132.4499969482422,1.2634998122123249,57.32275969886052,835.2272280941082,,0.0214244382052654,,,,,,,,,,,,,,,
2022-11-30,901.25,131.4499969482422,1.4977195996104635,68.03796828868917,833.2120317113108,,0.0240211849457712,,,,,,,,,,,,,,,
2022-12-01,903.8499755859376,132.6999969482422,1.47079892822579,66.82787299691392,837.0221025890236,,0.0184889673892858,,,,,,,,,,,,,,,
2022-12-02,905.1500244140624,133.25,1.4526851382656802,66.06523481692875,839.0847895971337,,0.0171784245768307,,,,,,,,,,,,,,,
2022-12-05,899.2000122070312,137.3000030517578,1.0785875906908011,49.00496415547707,850.1950480515542,,0.0123636848585867,,,,,,,,,,,,,,,
2022-12-06,904.6500244140624,134.8000030517578,1.3271200014034497,60.40912173032871,844.2409026837338,,0.0184899245949378,,,,,,,,,,,,,,,
2022-12-07,914.6500244140624,132.10000610351562,1.679745279330919,76.71290909071013,837.9371153233524,,0.0247574947461877,,,,,,,,,,,,,,,
2022-12-08,939.3499755859376,135.75,1.9791957769852675,90.60876882941376,848.7412067565238,,0.0317463120254561,,,,,,,,,,,,,,,
2022-12-09,933.7000122070312,133.85000610351562,1.9404461411196137,89.1282323197031,844.5717798873281,,0.038821788224372,,,,,,,,,,,,,,,
2022-12-12,938.6500244140624,134.0,2.01262520335346,92.7063624358376,845.9436619782249,1.0,0.0441504285808377,,,,,,,,,,,,,,,
2022-12-13,944.5999755859376,136.25,1.9845620538011848,91.57857208838708,853.0214034975504,,0.0495334181176139,,,,,,,,,,,,,,,
2022-12-14,942.4000244140624,136.75,1.883893161195224,87.09217049392612,855.3078539201364,,0.0429146182588937,,,,,,,,,,,,,,,
2022-12-15,938.1500244140624,137.85000610351562,1.7070580223794378,79.00160686626305,859.1484175477995,,0.0372173162779757,,,,,,,,,,,,,,,
2022-12-16,935.0999755859376,136.0500030517578,1.7269110309671862,80.10731124497624,854.9926643409613,,0.0388569483534723,,,,,,,,,,,,,,,
2022-12-19,946.2000122070312,136.85000610351562,1.899251167932494,88.24414415328192,857.9558680537493,,0.0411819166828297,,,,,,,,,,,,,,,
2022-12-20,949.75,134.9499969482422,2.0644500586646006,96.23343949550964,853.5165605044904,,0.0712971515048746,,,,,,,,,,,,,,,
2022-12-21,932.2999877929688,130.89999389648438,1.913450329969937,89.4569027713901,842.8430850215786,,0.0597939692962037,,,,,,,,,,,,,,,
2022-12-22,919.5499877929688,127.9499969482422,1.7998603861865985,84.39274449549112,835.1572432974776,,0.0578215570432286,,,,,,,,,,,,,,,
2022-12-23,906.5999755859376,122.4499969482422,1.8362758498079503,86.40607617216085,820.1938994137766,,0.0626091666737649,,,,,,,,,,,,,,,
2022-12-26,928.7000122070312,130.75,1.793038725730978,84.45209003576383,844.2479221712674,,0.0592614896830159,,,,,,,,,,,,,,,
